Gene_ID	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_1050	sim_50_300	sim_50_450	sim_50_750	sim_50_900	sim_70_150	sim_70_750	sim_70_900	sim_90_300	sim_90_450	sim_90_750	sim_110_300	sim_110_450	sim_110_750	sim_110_1050	sim_30_900	sim_50_150	sim_50_1050	sim_70_300	sim_70_450	sim_70_600	sim_70_1050	sim_90_150	sim_90_900	sim_110_150	sim_110_600	sim_50_600	sim_110_900	sim_90_600	sim_90_1050
ENSG00000034510.6	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000037757.14	0.0258	0.0251	0.0391	0.0202	0.0254	0.0450	0.0131	0.0410	0.0282	0.0342	0.0334	0.0201	0.0379	0.0209	0.0191	0.0615	0.0310	0.0239	0.0338	0.0358	0.0170	0.0266	0.0776	0.0341	0.0260	0.0271	0.0189	0.0331	0.0208	0.0402	0.0305	0.0283	0.0305	0.0451	0.0277
ENSG00000041880.15	0.0569	0.0127	0.0241	0.0354	0.0336	0.0385	0.0184	0.0251	0.0243	0.0328	0.0216	0.0552	NA	0.0184	0.0394	0.0539	0.0515	0.0595	0.0233	0.0303	0.0267	0.0373	0.0175	0.0240	0.0366	0.0485	0.0853	0.0206	0.0526	NA	0.0174	0.0408	0.0191	0.0504	0.0244
ENSG00000044012.4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NA	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000048462.11	0.0617	0.0708	0.0599	NA	0.0587	0.0592	NA	0.0542	0.0879	0.0460	NA	0.0592	0.0653	0.0570	NA	NA	0.0652	0.0532	NA	NA	0.0710	0.0353	0.0664	NA	NA	NA	NA	0.0475	0.0526	NA	0.0431	0.0625	0.0704	0.0937	0.0258
ENSG00000048545.18	0.1319	0.0731	0.0363	0.0560	0.1185	0.0545	0.0270	0.0464	0.0407	0.0224	0.0088	0.0294	0.0503	0.0470	0.0366	NA	0.1217	0.0553	NA	0.0358	0.0972	0.1038	0.1048	0.0510	0.0283	0.0256	0.1058	0.0852	0.0407	0.0521	0.0819	0.1012	0.0577	0.1052	0.0574
ENSG00000053372.5	0.0599	0.1854	0.1784	0.0519	0.0361	0.5979	0.2955	0.3842	0.6095	0.3310	0.3612	0.3489	0.0138	0.0465	0.0198	0.1896	0.0183	0.0496	NA	0.1579	0.1783	0.1352	0.1699	0.4097	0.2576	0.0329	0.2869	0.4185	0.0696	0.1183	0.1421	0.2711	0.3910	0.3053	0.2377
ENSG00000053501.14	0.0407	0.0195	0.0221	0.0229	0.0474	0.0150	0.0192	0.0636	0.0239	0.0300	0.0362	0.0265	0.0359	0.0195	0.0324	NA	0.0315	0.0382	NA	0.0384	0.0395	0.0317	0.0198	0.0233	0.0450	0.0122	0.0418	0.0696	0.0290	0.0295	0.0128	0.0240	0.0205	0.0265	0.0480
ENSG00000054148.18	0.0400	0.0211	0.0444	0.0248	NA	NA	0.0591	0.0236	NA	0.0369	0.0722	0.0332	0.0364	0.0131	0.0268	0.0252	0.0621	0.0436	0.0294	0.0292	0.0189	0.0567	NA	NA	0.0273	0.0320	0.0340	NA	0.0272	0.0411	0.0309	0.0329	0.0121	0.0385	NA
ENSG00000057757.10	0.1445	0.0510	0.0767	0.1595	0.2109	0.1685	0.1145	0.2338	0.0180	0.0754	0.4636	0.1761	0.1371	0.1267	0.3168	0.2308	0.1720	0.2577	NA	0.0701	0.0426	0.3323	0.0306	0.1434	0.1322	0.3063	0.1842	0.3273	0.2020	0.0524	0.1017	0.2334	0.1789	0.2621	0.1224
ENSG00000060491.17	0.0626	0.0819	0.2251	0.0682	0.0883	0.0890	0.0438	0.1492	0.1033	0.0311	0.1380	0.1220	0.1197	0.0729	0.0732	NA	0.0988	0.0969	NA	0.1262	0.0909	0.0402	0.0342	0.2066	0.2025	0.1299	0.1213	0.2036	0.0641	0.1167	0.1111	0.1836	0.1094	0.1889	0.0705
ENSG00000061492.12	0.0321	0.0387	0.1195	0.0288	0.0819	0.0529	NA	0.0377	0.1254	0.1076	0.0711	0.0928	0.1838	0.1234	0.0613	NA	0.1039	0.0906	NA	0.1386	0.1084	0.1153	0.0986	NA	0.0198	0.0896	0.0594	0.0644	0.0563	0.0815	0.1403	0.0621	0.0150	NA	0.0650
ENSG00000061656.11	0.0734	0.0444	0.0313	0.1514	0.1292	0.0263	0.0549	0.0431	0.0890	0.0326	0.0309	0.0309	0.0527	0.0338	0.0277	NA	0.0465	0.0571	NA	0.0294	0.0253	0.0830	0.0267	0.0270	0.0399	0.0279	0.1178	0.0240	0.0664	0.0252	0.0530	0.0517	0.0749	0.0318	0.0562
ENSG00000063322.15	0.0443	0.0282	0.0498	0.0180	0.0266	0.0426	0.0170	0.0345	0.0300	0.0063	0.0442	0.0237	0.0364	0.0305	0.0129	0.0103	0.0344	0.0588	0.0371	0.0186	0.0286	0.0312	0.0281	0.0149	0.0258	0.0243	0.0639	0.0345	0.0286	0.0451	0.0237	0.0211	0.0327	0.0334	0.0185
ENSG00000066379.15	0.0204	NA	0.0434	0.0207	0.0090	NA	NA	0.0324	0.0362	0.0136	0.0242	0.0442	0.0270	0.0295	0.0245	0.0195	0.0299	NA	NA	0.0172	0.0276	0.0115	NA	0.0577	0.0261	0.0178	0.0433	0.0491	0.0349	0.0367	NA	NA	0.0342	0.0229	0.0188
ENSG00000068079.8	0.0532	0.0650	0.0479	0.2140	0.0467	0.0416	NA	NA	NA	0.0311	0.0631	0.1871	0.0480	0.0520	0.0629	NA	0.1275	NA	NA	0.0331	0.0706	0.0329	0.1046	0.1141	0.0307	0.0588	0.0843	0.0502	0.0559	0.0421	0.0746	0.1868	0.0541	0.0348	0.0579
ENSG00000069696.7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NA	0.0000	0.0000	NA	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000070388.12	0.0412	0.0624	NA	0.0217	0.0148	0.0764	NA	0.0579	0.0360	0.0760	NA	NA	NA	0.0514	0.0667	NA	NA	NA	NA	NA	NA	0.0501	NA	NA	NA	0.0529	0.0222	0.0443	0.0193	NA	0.0764	0.0426	NA	NA	0.0552
ENSG00000070404.10	0.2050	0.0541	0.0612	NA	0.0541	NA	NA	NA	NA	NA	NA	NA	0.0432	NA	0.0398	NA	0.0583	0.1046	NA	0.0364	0.1133	0.0712	NA	NA	0.0368	0.0482	NA	NA	0.0323	0.0386	0.0401	0.0169	0.0248	NA	0.0358
ENSG00000071859.15	0.0506	0.0650	0.0395	NA	0.0852	0.2303	NA	NA	0.0819	0.0947	0.0721	NA	0.3018	0.2362	NA	NA	0.0504	NA	NA	NA	0.0470	0.1997	NA	0.1422	0.0671	0.0903	0.0696	NA	0.1650	0.0577	0.2570	0.1984	0.0521	NA	0.0508
ENSG00000073150.14	0.0073	0.0879	0.1126	0.0682	0.0337	0.0333	0.0238	0.0406	0.1305	0.0292	0.0954	0.0141	0.1016	0.0768	0.0378	0.0374	0.1234	0.0794	NA	0.0456	0.0283	0.0714	0.0832	0.1322	0.1053	0.0821	0.0557	0.1155	0.0335	0.0731	0.1244	0.1274	0.1587	0.0168	0.1100
ENSG00000073598.6	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000077009.14	0.1603	0.0422	0.0212	0.0588	0.0686	0.1237	0.0795	0.0494	0.1030	0.0360	0.1661	0.0274	0.0270	0.1715	0.0814	NA	0.0261	0.0113	NA	0.0449	0.0395	0.1435	0.0498	0.3326	0.1304	0.0175	0.0444	0.0158	0.1099	0.1537	0.0779	0.0461	0.0459	0.1935	0.0276
ENSG00000078401.7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NA	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000078804.13	0.0400	0.1772	0.1276	0.2300	0.1978	0.1933	0.1213	0.1247	0.3227	0.2784	0.1172	0.0125	0.1150	0.2230	0.1540	NA	0.0953	0.2331	NA	0.0968	0.0594	0.2661	0.1586	0.1593	0.1671	0.0480	0.0745	0.1335	0.1038	0.1247	0.2330	0.1431	0.1581	0.0332	0.0793
ENSG00000080511.5	0.2326	0.1414	0.1634	0.1600	0.0699	0.1294	0.0860	0.0841	0.1310	NA	0.0266	0.1763	NA	0.1312	0.1055	NA	0.0780	0.0450	NA	0.0832	0.0675	0.1128	0.1154	0.1644	0.1044	0.0605	NA	NA	0.0430	NA	0.1073	0.0589	0.1527	NA	NA
ENSG00000081721.12	0.1296	NA	0.1406	0.0863	0.1533	0.0342	0.0787	0.2859	NA	0.0712	NA	NA	0.0943	0.1159	0.1119	0.0902	0.0254	0.0509	0.2246	0.0980	NA	0.0955	0.0634	0.1282	0.1138	0.0735	0.1330	0.0240	NA	0.0635	0.0752	0.2087	0.1573	0.1215	0.1671
ENSG00000083812.13	0.1196	NA	0.0415	NA	0.0486	NA	0.0482	0.0439	0.0834	0.0462	NA	0.0662	NA	0.1131	0.0374	0.1308	0.0134	0.1176	NA	0.1458	0.0475	0.0760	0.0520	NA	NA	0.0194	0.0484	0.0377	NA	0.0956	0.0674	0.0343	0.0602	0.0288	0.0563
ENSG00000083838.17	0.0242	0.0260	0.0293	0.0241	0.0327	0.0262	0.0264	0.0756	0.0327	0.0224	0.0708	0.0178	0.0547	0.0686	0.0342	NA	0.0354	0.0423	NA	0.0181	0.0385	0.0910	0.0158	0.0516	0.0268	NA	0.0654	0.0307	NA	0.0661	0.0545	NA	NA	0.0174	NA
ENSG00000083845.9	0.0859	0.0261	0.0267	0.0246	NA	0.0519	NA	0.0507	0.0723	0.0255	0.1376	0.0659	0.0604	0.0502	0.0329	NA	0.0591	NA	NA	0.0415	0.0604	0.0574	0.1510	0.0364	0.0359	0.0405	0.0344	0.0836	0.0487	0.1187	0.0557	0.0484	0.0504	0.0427	0.1117
ENSG00000084207.18	0.0233	0.0608	0.0530	0.0213	0.0297	0.0690	NA	0.0338	NA	0.0299	0.0504	0.0266	NA	0.0549	0.0358	NA	0.0589	0.1071	NA	NA	0.0203	0.0458	0.0454	NA	0.0334	0.0547	0.0293	0.0155	NA	0.0412	0.0548	0.0296	0.0176	NA	0.0457
ENSG00000086159.14	0.0581	0.1234	0.0220	0.1244	0.0372	0.0977	0.0481	0.1083	0.0370	0.0434	NA	NA	0.0669	NA	0.0470	0.1272	NA	0.0126	0.0775	0.0484	0.0157	0.0869	0.0192	0.0374	NA	NA	NA	0.0496	0.0370	0.0254	0.0227	0.0193	0.0878	0.0093	0.0414
ENSG00000086506.3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000087074.9	0.1073	0.1061	NA	0.0318	0.0407	0.0650	0.0841	0.0284	NA	0.0961	0.0495	0.0674	0.0481	NA	0.0844	NA	NA	NA	NA	0.0975	0.0597	NA	NA	NA	0.0321	NA	0.0848	0.0670	0.0449	0.0552	NA	NA	NA	NA	0.0682
ENSG00000087077.14	0.0688	0.0205	0.0861	0.0678	0.0667	0.0232	NA	0.0236	0.0425	0.0271	0.0415	0.0239	0.0464	0.0293	0.0235	NA	0.0307	0.0220	NA	0.0675	0.0623	0.0231	0.0876	0.1091	NA	0.0397	0.0154	NA	0.0754	0.0681	0.0186	0.0324	0.0169	0.0536	0.0611
ENSG00000087086.15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NA	0.0000	0.0000	NA	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000087250.9	0.1094	0.1592	0.1094	0.0664	0.3315	NA	NA	NA	0.2028	NA	0.1784	0.2301	0.2418	NA	0.1324	NA	0.0958	0.2318	NA	0.1384	0.1207	0.0556	0.0505	NA	0.1941	0.0283	0.2521	0.0831	0.2011	0.1445	NA	0.0502	0.0996	NA	0.1256
ENSG00000087510.7	0.2406	0.0690	NA	0.0669	0.0308	NA	NA	NA	0.0477	NA	0.3202	NA	0.0464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0836	NA	0.0243	NA	NA	0.0309	0.0236	0.2367	0.3630	0.0639	NA	0.0184
ENSG00000088320.4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NA	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000089220.5	0.1667	0.1198	0.1765	0.1856	0.0068	0.0821	0.1156	0.0160	0.1227	0.0029	0.1442	0.0098	0.0070	0.1638	0.0197	0.1347	0.1874	0.1789	NA	0.0056	0.1720	0.1735	0.0032	0.1767	0.0149	0.1723	0.0988	0.0243	0.1487	0.0371	0.0227	0.0240	0.1661	0.0931	0.1427
ENSG00000090382.7	0.0899	0.0460	NA	NA	0.0066	0.1231	0.1054	0.0963	0.0443	NA	0.0593	0.0992	0.0336	NA	0.0788	NA	0.0439	0.0793	NA	0.0957	0.0261	NA	0.0632	0.0043	0.0616	0.0826	0.0743	0.1115	0.0458	0.0409	0.1067	NA	0.0548	NA	NA
ENSG00000090932.11	0.0870	0.0348	0.0626	0.0407	0.0345	0.0578	0.0901	0.0460	0.0621	0.0233	0.0758	0.0512	0.0221	0.0711	0.0093	NA	0.0652	0.0129	NA	0.0555	0.0565	0.0567	NA	0.0615	0.0436	0.0954	NA	0.0710	0.0362	0.0416	0.0800	0.0383	0.0850	0.0199	0.1218
ENSG00000090971.5	0.0637	0.0547	NA	0.0561	0.0480	NA	NA	NA	0.0650	NA	0.0371	0.0228	0.0194	0.0100	NA	NA	0.0425	0.0704	NA	0.0350	0.0239	NA	NA	NA	NA	NA	0.0248	0.0607	NA	NA	NA	NA	NA	NA	NA
ENSG00000091704.10	0.0292	0.0305	0.0303	0.0296	0.0163	NA	NA	NA	0.0224	0.0353	0.0292	0.0271	0.0249	0.0399	NA	NA	0.0299	0.0247	NA	NA	NA	NA	0.0258	NA	0.1138	0.0172	0.0291	0.0329	0.0204	0.0403	NA	NA	0.1255	NA	0.0262
ENSG00000092010.15	0.0268	0.0400	0.0701	0.0147	0.0412	0.0092	0.0220	0.0220	0.0209	0.0686	0.0308	0.0176	0.0285	0.0670	0.0241	0.0096	0.0182	0.0423	0.0160	0.0384	0.0379	0.0331	0.0136	0.0419	0.0232	0.0264	0.1536	0.0577	0.0714	0.0414	0.0235	0.0179	0.0193	0.0281	0.1059
ENSG00000092850.12	0.1218	0.1747	0.2779	0.2006	0.1102	0.0918	NA	0.2745	0.1412	0.1280	0.0529	0.1858	0.0234	0.1749	0.1044	NA	0.0327	0.0708	NA	0.2148	0.1060	0.2775	0.1574	0.0856	0.2057	0.2632	0.0924	0.0520	0.0482	0.2573	0.1320	0.1833	0.0136	NA	0.2126
ENSG00000096384.20	0.0243	0.0156	0.0225	0.0205	0.0574	0.0117	0.0535	0.0271	0.0279	0.0221	0.0494	0.0153	0.0090	0.0275	0.0537	0.0342	0.0172	0.0401	0.0388	0.0186	0.0634	0.0080	0.0367	0.0202	0.0953	0.0311	0.0430	0.0031	0.0155	0.0374	0.0245	0.0333	0.0334	0.0807	0.0225
ENSG00000099377.14	0.1052	0.1398	0.1059	0.1970	0.1727	0.0157	NA	0.1496	0.1465	0.0274	0.0338	0.0151	0.0256	0.0927	0.0616	NA	0.1384	0.0162	NA	0.0340	0.0582	0.0758	0.0432	0.0776	0.1243	0.1986	0.0775	0.0536	0.1632	0.0059	0.0309	0.0289	0.1960	NA	0.0319
ENSG00000099624.8	0.1163	0.0336	NA	0.0287	NA	0.1632	NA	NA	NA	0.0596	0.1293	0.0704	NA	NA	0.0515	NA	0.0566	NA	NA	NA	0.0640	NA	NA	NA	0.0413	0.0913	0.0392	0.0470	NA	0.0258	NA	NA	0.0669	0.0855	0.0537
ENSG00000099860.9	0.0358	0.0801	NA	NA	NA	NA	NA	0.1712	0.1092	0.0616	0.0573	0.0700	NA	0.1578	0.1299	0.0317	0.1300	NA	NA	0.1530	0.0470	NA	NA	0.0883	0.0661	NA	NA	0.0819	NA	NA	0.0823	NA	NA	0.1057	NA
ENSG00000100053.10	0.0288	0.0083	0.0270	0.0748	0.0853	0.1427	0.0360	0.0774	0.1112	0.0160	0.0905	0.0142	0.1394	0.0127	0.0280	0.0670	0.1288	0.0519	0.0526	0.0193	0.0741	0.0093	0.0181	0.0498	0.0247	0.1019	0.1058	0.0327	0.0198	0.0381	0.0232	0.0110	0.1248	0.1529	0.0308
ENSG00000100097.12	0.0174	0.0266	0.0061	0.0555	0.0139	0.0409	0.0767	0.0715	0.0267	0.0519	0.0541	0.0346	0.0436	0.0175	0.0388	NA	0.1039	0.0538	NA	0.0306	0.0084	0.0520	0.0829	0.0506	0.0345	0.0902	0.0473	0.0253	0.0419	0.0284	0.1221	0.0448	NA	0.0487	0.0295
ENSG00000100116.17	0.0536	0.0141	0.0291	0.0206	0.0826	0.0484	0.0721	0.0191	0.0329	0.0432	0.0441	0.0287	0.0143	0.0118	0.0550	NA	0.0423	0.0429	NA	0.0342	0.0360	0.0174	0.0354	0.0124	0.0327	0.0267	0.0377	0.0610	0.0172	0.0305	0.0385	0.0520	0.0192	0.0208	0.0931
ENSG00000100216.6	0.0020	0.0064	0.0179	0.0365	0.0728	0.1609	0.0302	0.0104	0.0650	0.1194	0.1598	0.0032	0.0140	0.0032	0.1931	0.0046	0.1935	0.0329	NA	0.1743	0.1699	0.0183	0.1923	0.0151	0.0521	0.0240	0.0825	0.1124	0.0652	0.1647	0.0031	0.0030	0.1832	0.1631	0.0248
ENSG00000100253.13	0.0408	0.0198	0.0503	0.0383	0.0210	0.0404	0.0266	0.0200	0.0381	0.0635	0.1263	0.1046	0.0115	0.0553	0.0331	0.0187	0.0855	0.1061	NA	0.0281	0.0290	0.0449	0.0388	0.0434	0.0102	0.0770	0.0798	0.0486	0.0360	0.0859	0.0508	0.0111	0.0612	0.1001	0.1689
ENSG00000100298.16	0.0966	0.1847	0.1348	0.1908	0.0851	NA	0.1465	NA	0.0831	0.0994	0.1119	NA	0.0540	0.1072	0.2039	NA	0.2550	0.2555	NA	0.0550	0.0441	NA	0.1978	0.1096	0.0480	0.0492	0.1517	0.2291	0.1555	0.0970	0.0714	0.0592	0.0914	0.1177	0.0373
ENSG00000100665.12	0.1057	0.0089	0.1018	0.0950	0.0547	0.0243	0.0495	0.0653	0.0570	0.0363	0.0558	0.0411	0.0522	0.1142	0.1402	NA	0.0267	0.1875	NA	0.0358	0.0379	0.0958	0.0367	0.0710	0.0430	0.0150	0.0347	0.0363	0.0452	0.0622	0.0433	0.0223	0.0399	0.0139	0.0135
ENSG00000100836.11	0.0318	0.0186	NA	NA	0.0446	0.0369	NA	0.0218	0.0295	0.0303	0.0417	0.0179	0.0210	0.0359	NA	NA	0.0268	0.0232	NA	0.0531	0.0228	0.0357	0.0594	NA	0.0312	0.0380	0.0261	NA	0.0338	0.0475	NA	0.0203	0.0143	NA	0.0292
ENSG00000100941.9	0.0556	0.0539	0.0314	0.0400	0.0631	0.0657	0.0457	0.0191	0.0402	0.0185	0.0253	0.0301	0.0515	0.0355	0.0573	0.0415	0.0282	0.0136	0.0535	0.0207	0.0465	0.0701	0.0264	0.0445	NA	NA	0.0267	0.0155	0.0154	0.0693	0.0306	0.0510	0.0215	0.0442	NA
ENSG00000100985.7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NA	0.0000	0.0000	NA	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000101084.19	0.0329	0.0310	0.0469	0.0151	NA	0.0549	NA	NA	0.0231	0.0243	0.0296	0.0248	0.0316	0.0485	0.0321	NA	0.0393	0.0424	NA	NA	0.0270	0.0287	0.0403	NA	0.0244	NA	0.0264	0.0440	0.0391	0.0315	0.0349	0.0424	0.0354	NA	0.0164
ENSG00000101162.4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NA	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NA	0.0000	0.0000	NA	0.0000	0.0000	0.0000	0.0000	NA	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NA	0.0000
ENSG00000101189.7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NA	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000101197.13	0.1825	0.0179	0.0346	0.0620	0.0149	0.0234	0.1621	0.1412	0.1720	0.0153	0.0837	0.0107	0.0332	0.0779	0.0994	0.0930	0.0598	0.0926	0.0060	0.0264	0.0606	0.0640	0.2151	0.0686	0.0301	0.0986	0.0244	0.0764	0.1867	0.1291	0.0463	0.0539	0.0910	0.1252	0.0960
ENSG00000101335.10	0.0620	0.0117	0.0269	0.0165	0.0572	0.0130	0.1302	0.1147	0.1151	0.0769	0.0401	0.0224	0.0307	0.0316	0.0650	0.0465	0.0219	0.0005	NA	0.0426	0.0341	0.0262	0.0467	0.0023	0.0401	0.0164	0.0125	0.0276	0.0208	0.0834	0.0826	0.0252	0.0845	0.0303	0.0948
ENSG00000101405.3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NA	0.0000	0.0000	NA	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000101888.12	0.0611	0.0379	0.0458	0.0345	0.0461	0.0366	0.0584	0.0355	0.0582	0.0326	0.0685	0.0524	0.0682	0.0288	0.0746	0.0700	0.0905	0.0335	NA	0.0382	0.0583	0.0413	0.0182	0.0183	0.0464	0.0505	0.0255	0.0845	0.0364	0.1078	0.0357	0.0359	0.0901	0.0329	0.0923
