Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000053501.14	1076	44	793	1105	423	469	170	207	58	1186	1267	419	251	2342	972	288	82	743	107	134	2169	1597	101	176	1228	241	741	4198	1878	265	811	253	1538	769	161
ENSG00000054148.18	301	67	576	57	1252	1710	1923	na	34	65	58	1233	na	38	na	264	950	63	1301	na	1676	146	372	na	85	2190	25	1672	na	na	57	1328	105	138	112
ENSG00000057757.10	1712	13	90	836	717	890	1705	1333	164	694	41	892	215	161	2596	149	623	1246	1118	3281	783	1361	262	347	478	784	2084	1085	1337	156	354	529	678	751	1332
ENSG00000060491.17	3002	464	1537	861	1519	2104	1069	4038	50	753	1309	984	2859	4202	5176	357	438	687	1863	1362	2058	1873	713	1165	1811	2880	2424	2366	2983	569	1713	1074	1966	2262	1601
ENSG00000061492.12	1859	526	71	67	3855	94	375	122	60	59	1553	156	422	538	325	258	72	132	49	1779	3548	5100	221	563	35	311	296	2368	620	416	1272	142	150	1463	1891
ENSG00000061656.11	570	93	11	989	386	158	415	905	37	158	198	346	1320	402	710	138	109	1301	319	213	506	290	84	79	63	171	266	3060	2275	33	935	314	1687	1167	430
ENSG00000063322.15	157	182	445	1324	51	1128	1905	369	51	59	809	983	231	336	203	417	157	594	52	220	861	193	27	75	649	102	75	125	345	445	629	50	1877	1062	91
ENSG00000065518.8	1473	na	45	281	941	na	na	na	na	na	na	na	669	na	1247	na	150	na	na	350	na	na	na	na	na	na	na	1355	99	na	349	na	871	1211	na
ENSG00000066379.15	92	467	360	na	na	na	3446	na	28	na	928	1614	160	51	na	219	na	166	na	2483	5250	1521	379	548	81	227	1239	139	3085	407	606	804	1974	3384	2337
ENSG00000068079.8	684	68	92	na	505	na	217	702	20	139	317	125	448	3109	1012	166	na	na	188	na	3394	440	38	310	48	1989	104	266	54	434	38	554	418	862	1006
ENSG00000069482.7	na	na	na	1177	1047	858	na	1010	na	na	na	374	na	3151	na	na	423	na	na	na	310	2229	na	na	478	na	1088	na	571	472	102	962	na	na	na
ENSG00000069696.7	1280	476	615	1499	1847	2110	983	0	0	0	601	1594	0	0	503	11	477	918	0	326	42	55	33	186	0	1076	200	143	2300	405	85	1472	14	915	614
ENSG00000070388.12	na	na	na	na	857	na	na	1395	145	322	na	917	1210	na	na	219	234	704	627	349	1272	1260	na	na	na	944	na	na	1212	106	172	653	na	808	291
ENSG00000070404.10	2455	499	126	200	343	619	612	na	362	621	90	na	692	120	na	108	768	na	860	na	na	na	na	700	199	53	na	145	2272	na	na	680	na	na	740
ENSG00000071859.15	na	178	399	na	498	1172	78	450	10	104	1095	na	1178	168	na	199	71	na	119	751	250	189	181	45	944	1391	na	1042	534	na	372	na	665	319	2849
ENSG00000073067.14	3918	257	1022	885	1309	1802	2924	1862	na	309	1702	na	na	2051	291	473	876	703	1653	3760	1188	2263	189	na	23	139	1780	4218	3909	642	na	83	203	952	118
ENSG00000073150.14	212	436	891	1545	618	1266	1339	3223	58	739	1301	1710	2332	2639	3368	246	79	128	1069	2214	2554	1898	413	588	92	1885	399	242	1493	448	960	1341	136	102	1362
ENSG00000073598.6	3762	285	1115	1557	2173	2674	3208	3718	177	538	1550	1109	2729	3097	3711	279	528	1565	2082	2558	3138	3801	536	1165	1658	1052	2745	3273	3738	256	1073	1664	2126	2617	3241
ENSG00000077009.14	4261	35	51	44	134	1811	267	103	64	57	101	1389	3104	415	1796	491	1040	1042	127	274	2202	155	27	39	107	88	1661	237	302	31	591	1032	1317	2103	3266
ENSG00000078401.7	4284	603	1449	716	2858	3603	1398	4380	144	446	1800	989	3514	4113	1668	655	1195	1887	2749	3277	3706	1651	692	470	2107	2808	3619	1527	4722	742	1423	749	2912	3128	4200
ENSG00000078804.13	1259	118	454	111	252	923	1845	1119	10	298	1205	1255	1908	1663	1998	388	422	647	558	1668	1032	2005	629	198	554	561	226	914	933	345	743	1170	460	981	845
ENSG00000080511.5	133	na	924	329	304	na	1836	3037	75	276	316	989	805	994	2154	286	16	35	603	144	na	na	419	496	440	214	1630	na	na	na	530	1456	na	1399	778
ENSG00000081721.12	1725	257	110	863	1082	58	967	549	32	na	107	94	1713	na	787	167	588	34	491	na	740	2293	na	543	40	2023	na	621	2310	58	1090	828	341	609	na
ENSG00000083812.13	2589	31	44	742	637	na	1262	na	10	na	266	na	924	123	1796	303	777	701	519	372	1300	1671	na	na	na	95	1525	na	72	45	1342	69	1720	1187	na
ENSG00000083838.17	374	220	92	29	1667	127	na	4319	40	116	808	210	360	2384	152	78	70	1450	na	264	648	4219	198	306	2253	na	2377	248	na	105	373	957	1717	2320	na
ENSG00000083845.9	104	61	470	na	967	na	315	2405	18	947	115	102	na	112	378	888	na	776	94	174	1572	132	365	99	75	151	182	1935	165	355	59	401	249	1817	1590
ENSG00000084207.18	na	146	105	767	1127	149	80	1785	322	417	619	152	115	134	120	174	763	97	93	na	189	1978	41	31	125	995	143	na	227	5	28	457	604	100	na
ENSG00000086159.14	1255	662	na	366	344	1318	2424	3275	113	1082	1264	1879	190	1650	2923	708	724	939	277	3249	3110	na	na	689	na	na	na	528	1782	364	na	218	78	1527	373
ENSG00000086506.3	1629	252	492	742	941	1207	1433	1682	198	462	677	1007	1230	1427	1624	218	458	723	879	1226	1392	1713	261	474	738	944	1218	1403	1626	250	469	764	986	1222	1493
ENSG00000087074.9	1550	210	na	na	na	na	na	1758	22	317	na	348	259	1171	na	na	112	52	na	na	1406	28	25	na	233	na	1125	544	590	132	na	57	na	na	535
ENSG00000087077.14	2235	188	82	143	109	342	199	245	11	124	113	33	2317	994	1507	29	426	567	1283	3160	388	418	73	67	na	237	356	254	423	na	540	112	156	265	1426
ENSG00000087086.15	2417	293	1627	2413	3275	4197	1885	5856	196	717	2509	3289	1712	4924	5891	836	1678	935	3328	4232	1986	5801	823	1657	973	3349	4155	1978	5831	861	657	2494	3279	4120	2003
ENSG00000087250.9	1203	326	29	0	na	na	64	na	0	0	0	0	608	0	0	3	0	na	22	713	na	34	9	0	11	75	727	0	1653	198	na	563	na	439	0
ENSG00000087510.7	na	42	na	na	768	na	1263	na	52	268	na	783	1311	na	na	na	na	na	1345	790	na	na	430	96	na	119	na	2467	3534	na	na	na	na	na	2490
ENSG00000088320.4	6081	252	1339	1976	3521	3032	3731	6394	5	1807	755	3519	3154	5407	6319	861	490	839	997	4561	3671	1730	224	1093	752	3500	4384	1428	1674	479	1861	2634	3459	4546	2917
ENSG00000089220.5	1956	440	424	628	1350	2020	1279	1490	51	405	697	933	2218	1368	2130	230	439	1124	658	na	1931	1453	226	425	174	867	2582	1038	1423	8	510	1281	795	1180	1228
ENSG00000089692.9	815	16	1117	108	863	1061	4211	4902	na	43	737	1483	na	105	na	na	na	951	135	na	2016	724	na	41	873	232	787	158	1506	na	897	na	na	271	228
ENSG00000090104.12	na	na	na	na	na	156	na	817	na	na	na	518	na	na	172	78	1195	544	na	643	na	563	na	18	na	139	na	413	2268	na	682	254	na	na	91
ENSG00000090382.7	1640	112	820	670	802	na	566	1555	61	158	na	na	234	1610	1961	na	518	55	na	1285	na	1663	214	20	700	675	1154	111	na	200	na	728	na	426	67
ENSG00000090932.11	1628	85	390	302	443	1309	1223	4709	15	140	31	991	1691	1011	na	14	728	985	36	246	587	na	219	601	169	1637	192	176	4605	379	849	164	2225	1332	1673
ENSG00000090971.5	1681	na	15	0	na	1084	na	na	0	507	na	845	0	530	na	na	265	na	na	1030	na	21	17	na	na	na	107	64	na	16	265	na	na	na	na
ENSG00000091704.10	na	230	21	50	na	111	81	na	251	740	26	1991	52	na	2539	na	24	na	na	154	115	238	22	na	363	963	139	119	100	247	29	na	125	55	3017
ENSG00000092010.15	2923	101	215	1025	354	403	564	745	52	151	368	277	185	3853	1073	122	165	123	441	383	860	472	34	562	302	503	443	965	173	115	877	184	120	191	157
ENSG00000092850.12	1248	477	8	131	1420	1296	96	132	24	64	605	997	2777	1332	1708	447	460	554	914	1161	3602	114	436	21	957	994	87	1354	265	218	1170	651	899	163	99
ENSG00000095596.12	140	33	28	122	1070	518	413	111	na	410	1234	1960	176	481	na	29	1055	47	231	na	225	na	na	448	na	143	1292	261	411	31	73	na	177	1672	na
ENSG00000095739.11	na	225	456	na	na	na	1454	1733	na	na	na	952	na	na	1733	234	465	na	1008	1185	na	1918	na	527	778	na	na	99	na	na	66	na	1013	1320	na
ENSG00000096384.20	78	25	138	74	256	1100	2763	70	110	48	740	109	4305	3692	361	14	72	131	191	97	275	557	190	4	1587	312	5	68	283	2	580	112	3207	345	64
ENSG00000099377.14	172	171	1367	1134	36	221	3746	3634	32	274	1486	1383	96	3459	246	450	1627	708	2133	1957	5453	2256	731	784	698	66	2739	415	1326	17	503	290	1708	3043	3555
ENSG00000099624.8	na	19	102	na	na	961	137	498	4	7	na	18	na	1072	na	na	na	na	na	na	82	2265	188	na	63	60	519	na	137	233	na	1263	141	na	na
ENSG00000099849.15	1623	49	496	220	340	1252	1710	na	na	56	431	731	1433	368	1246	165	84	579	1258	86	448	na	257	44	829	47	1833	186	249	39	na	916	570	94	336
ENSG00000099860.9	154	na	415	na	566	na	na	na	44	7	na	na	na	1521	na	na	na	72	na	569	3543	na	241	88	719	na	1060	na	na	113	364	547	129	1224	na
ENSG00000100053.10	589	278	1439	1628	110	3310	1029	898	72	461	878	3417	1737	1116	1271	158	1271	1208	589	1322	2060	4630	695	1131	813	2524	172	1456	2407	498	1347	769	1030	147	1506
ENSG00000100097.12	50	218	864	491	42	460	na	793	6	33	20	119	0	40	2292	194	188	671	23	1970	535	55	175	936	46	1709	47	7	0	319	216	311	0	1808	0
ENSG00000100116.17	2055	494	27	22	264	2831	161	1802	40	46	114	92	2132	1397	109	443	35	90	248	2112	2045	1889	169	30	164	393	1450	187	104	228	852	56	83	264	1456
ENSG00000100216.6	1858	222	601	1013	44	1231	1623	1742	18	336	838	1165	181	1517	1888	194	586	823	560	1541	191	3113	289	603	1023	593	63	2088	2249	272	580	835	982	1626	1792
ENSG00000100253.13	2479	416	68	1529	1718	306	2975	1162	43	26	584	1793	122	131	144	18	455	47	123	2056	179	3734	26	26	30	155	3266	143	3452	251	396	861	165	1279	2164
ENSG00000100298.16	927	15	955	75	368	na	82	na	20	320	22	50	122	110	918	na	20	na	603	na	80	142	27	9	25	65	na	1453	77	12	948	57	63	na	3550
ENSG00000100665.12	101	289	520	1489	209	216	279	1751	34	946	288	189	2564	2914	639	37	1017	1384	3015	2440	589	1777	521	122	1416	1089	1401	1424	169	502	1043	143	475	1283	2952
ENSG00000100836.11	165	175	27	1165	na	1892	23	279	171	422	na	na	109	873	68	6	36	410	31	1236	822	2375	14	8	1875	1292	0	50	37	na	4	na	292	16	111
ENSG00000100941.9	1104	212	216	67	175	1879	67	146	66	55	78	263	833	724	265	313	417	103	519	1292	923	496	209	375	na	na	1812	680	na	69	251	132	683	218	821
ENSG00000100985.7	4115	445	1198	1312	2757	846	4904	4446	151	797	2038	2303	3334	1382	4652	916	396	1158	2451	1170	2804	4675	664	1689	2104	2627	2324	1413	3441	218	1219	609	1780	4004	2480
ENSG00000101084.19	na	265	843	378	505	1377	488	1916	237	1007	126	1147	na	299	386	23	483	na	218	204	108	1275	28	496	38	na	535	1501	49	541	1035	1864	78	62	258
ENSG00000101162.4	911	343	808	560	1525	1854	747	2576	421	248	1199	1584	622	na	918	422	244	352	1450	1903	2478	2511	382	212	1143	1491	522	2222	2473	282	385	1023	422	2000	773
ENSG00000101189.7	1661	357	773	655	1559	808	2760	1738	0	864	735	996	1319	2526	3120	257	796	776	1852	2208	2624	2883	401	865	1372	632	1956	2518	3260	335	308	1295	1542	1285	2804
ENSG00000101197.13	379	192	948	1472	1173	84	1442	na	24	48	76	1872	2478	2402	1944	525	780	1577	1608	2404	2487	2649	422	74	42	1150	228	120	4135	595	819	1719	878	3558	2020
ENSG00000101335.10	na	150	39	665	556	1268	863	85	14	30	316	277	591	1267	180	128	289	492	455	715	942	66	274	44	499	424	1436	1049	985	289	273	432	57	468	1508
ENSG00000101405.3	1409	206	422	600	782	977	1118	1381	199	370	578	775	895	1078	1408	165	347	566	829	939	1097	1289	174	388	572	748	974	1178	na	205	374	582	763	982	1083
ENSG00000101856.10	na	322	na	314	na	1810	na	533	na	na	na	na	na	1476	na	na	178	1183	1657	na	507	2347	na	85	na	367	na	511	1757	377	na	439	na	na	1528
ENSG00000101888.12	2157	469	301	1365	1385	203	2768	3087	102	17	1438	1745	2487	594	2711	21	423	636	179	181	437	152	358	936	81	2049	na	2654	3312	412	618	707	1944	1410	486
ENSG00000101951.17	na	300	na	na	1333	565	125	1809	61	381	na	na	na	1890	869	286	na	371	1607	na	na	79	na	597	1012	na	1300	na	205	234	39	104	1222	1101	na
ENSG00000102007.11	2691	562	1124	803	1062	1232	1463	1697	90	496	847	3185	3930	1497	1615	227	1520	725	987	334	1471	1721	473	777	738	831	134	1358	179	224	1365	707	906	1342	na
ENSG00000102145.16	6492	16	16	na	92	2207	na	4518	18	569	802	70	2335	74	109	507	72	1932	119	100	na	42	48	53	863	2217	110	276	1770	18	18	84	1182	186	87
ENSG00000102239.5	1532	208	423	691	944	1085	1461	1590	164	475	628	822	1183	1411	1617	211	418	738	854	na	1320	1603	222	387	671	864	1082	1316	1652	229	405	654	941	1083	1366
ENSG00000102265.12	819	1	162	215	1806	29	21	227	31	31	na	na	20	85	105	361	na	na	na	127	1566	142	1	282	1546	na	48	1306	150	23	826	8	na	290	713
ENSG00000102390.11	3102	38	379	524	1670	2236	1579	2814	65	1032	na	1718	1241	1040	na	386	1152	911	1582	2016	2377	1948	385	181	1233	1613	1501	2662	1240	468	990	na	1556	2244	2597
ENSG00000102401.20	121	461	53	879	165	1655	123	2110	45	na	972	988	78	203	2031	16	198	136	843	98	2597	117	62	567	107	na	160	1200	1250	277	436	na	1257	1329	737
ENSG00000102409.10	508	na	68	na	318	na	869	420	79	242	235	na	na	na	na	188	295	na	536	na	na	45	74	na	68	na	807	na	875	39	279	na	na	na	779
ENSG00000102854.16	160	151	41	839	112	188	208	259	45	1197	154	2215	1111	113	313	16	116	1074	564	2358	181	2160	365	784	82	642	225	78	69	16	63	na	133	213	228
ENSG00000102890.16	401	260	478	858	279	885	1818	1460	39	119	731	1924	1385	338	463	167	88	116	1337	142	2007	970	150	40	156	2493	258	203	2240	178	na	na	1176	320	1638
ENSG00000102931.8	1636	na	na	111	968	na	126	na	na	44	449	31	na	772	2964	190	na	376	863	931	na	1702	290	567	53	793	29	1204	na	427	336	na	955	na	1675
ENSG00000102962.5	811	121	753	1115	1418	1782	661	773	79	220	350	582	565	2037	779	664	259	336	452	543	959	1569	118	217	398	510	1701	1135	2542	144	741	na	1411	1799	727
ENSG00000102978.13	47	65	31	388	159	48	1101	382	38	1163	1425	944	2615	459	na	34	272	337	1484	599	156	166	469	876	20	1047	390	1278	68	44	37	na	66	1079	na
ENSG00000102981.10	1199	189	154	694	na	571	1067	na	88	444	76	na	na	1183	na	77	na	121	63	96	229	na	na	na	253	na	na	na	1308	na	na	na	88	415	1514
ENSG00000103035.11	na	231	na	na	na	129	3838	na	7	933	na	1623	2006	3362	183	375	na	na	na	2211	66	224	na	na	121	na	na	3272	1663	na	108	na	117	2725	na
ENSG00000103152.12	na	411	64	267	165	105	3118	890	38	655	na	1179	1998	319	323	na	na	53	2138	na	317	na	33	na	231	2004	2641	na	na	na	999	na	63	2530	223
ENSG00000103254.10	na	na	43	694	67	104	920	34	15	588	135	na	30	128	4814	41	669	29	907	1220	1786	1955	17	41	14	61	1445	na	135	163	620	na	1236	2808	115
ENSG00000103260.9	48	na	717	194	151	363	na	132	26	na	80	200	133	600	73	283	310	32	70	1733	na	392	223	14	na	na	1437	na	2048	27	399	na	1816	na	1225
ENSG00000103269.14	251	872	466	91	1097	1585	3133	5816	28	1337	809	2258	3919	49	294	229	898	1447	70	171	3859	6367	36	1805	160	136	117	1094	114	493	553	na	2107	4147	171
ENSG00000103343.13	1709	na	25	41	1028	na	65	na	66	463	1458	1938	2417	1612	3472	503	14	1427	1075	1332	103	na	245	592	689	1014	2436	46	68	16	na	na	50	61	na
ENSG00000103507.14	55	45	na	na	na	140	113	381	13	78	99	112	315	255	na	27	243	48	1468	81	na	88	223	na	na	55	204	4019	2909	51	278	na	72	na	218
ENSG00000104142.11	4498	234	946	885	1106	143	3503	4336	28	1107	853	962	84	1532	2021	28	610	70	1130	1201	1604	4396	247	1245	1856	983	1539	3181	2225	709	1119	na	814	166	1514
ENSG00000104472.10	na	na	29	43	na	na	400	na	11	na	na	na	na	1021	na	na	na	564	75	69	2639	na	171	na	33	na	na	na	1330	149	na	na	na	1941	na
ENSG00000104825.17	2134	35	381	120	89	2499	284	104	34	497	693	193	1535	283	3273	282	597	1498	182	3512	153	4944	4	11	87	2640	1161	99	443	245	27	na	50	1042	108
ENSG00000104863.12	41	306	18	169	164	561	65	1721	66	73	238	729	893	778	320	106	na	517	120	1414	1611	na	39	384	na	252	94	457	226	151	408	na	721	125	na
ENSG00000104889.7	3275	na	62	na	530	2725	1701	502	na	9	427	109	262	2192	227	289	558	425	227	356	183	328	91	na	67	1630	3098	270	202	293	79	na	3961	2000	na
ENSG00000104899.8	4543	233	na	53	788	na	1010	1176	55	402	600	406	4110	198	1897	198	1176	460	1777	na	1569	935	212	626	na	377	878	665	na	478	na	na	893	1179	3905
ENSG00000104918.8	0	0	na	na	0	na	na	na	131	37	na	na	na	945	na	0	na	0	na	na	0	0	0	0	27	0	0	0	222	147	0	na	0	0	na
ENSG00000104938.18	7379	366	2389	3125	318	3041	1858	7957	317	na	718	1371	2012	6358	2193	na	777	1186	1349	2621	6774	1611	498	253	994	1504	5266	na	1980	594	409	na	1574	4640	na
ENSG00000104976.13	2668	16	379	46	95	969	2348	na	67	25	59	na	447	1466	1	194	577	0	874	1240	63	3153	194	73	42	756	1052	na	73	na	379	na	53	56	98
ENSG00000104979.9	na	na	na	24	na	201	na	na	36	410	na	781	na	133	na	72	66	na	363	na	789	192	na	379	46	na	na	44	453	na	8	na	na	na	1415
ENSG00000105137.13	2461	300	na	na	1678	670	832	444	74	702	1623	2037	1298	375	1736	252	465	1435	2541	1277	na	310	432	359	728	440	1762	538	3227	236	213	na	2347	na	1399
ENSG00000105141.6	2169	309	28	847	1308	4029	1674	237	34	255	806	1098	1775	1727	2452	280	484	1008	233	1338	1755	2705	311	939	802	1412	1267	2961	2323	350	510	na	1844	1250	763
ENSG00000105146.14	802	41	68	1017	1412	3849	148	453	114	16	236	1399	593	273	1896	304	1442	2047	2375	1594	1222	66	45	254	1571	607	647	1905	693	433	226	na	2686	2060	443
ENSG00000105185.12	142	10	504	66	133	592	536	90	85	737	702	127	1122	2363	1149	106	588	255	355	1162	109	294	51	102	93	207	231	na	400	246	704	na	369	230	na
ENSG00000105198.12	2809	23	706	567	70	1548	1326	34	na	105	193	125	na	na	163	31	na	37	na	1576	na	219	12	18	na	73	na	na	144	97	586	na	na	na	35
ENSG00000105246.6	na	283	19	na	na	552	117	na	na	124	na	na	na	1574	1854	na	601	544	846	759	831	372	na	1016	154	1182	na	2483	na	292	na	na	na	1441	na
ENSG00000105261.8	2591	466	1048	1966	1527	1791	2186	4169	42	770	2114	1475	2857	2224	4818	375	551	1107	1494	2937	2222	4106	348	1376	77	996	3540	3970	158	397	51	na	1477	1903	2204
ENSG00000105369.10	1510	483	1145	1537	809	2432	79	1632	2	984	72	69	2799	2850	3512	594	994	1406	2954	1250	54	1275	175	331	1480	1764	1013	1173	100	274	37	na	2357	1291	3514
ENSG00000105371.10	na	302	na	na	1111	1340	1786	2003	na	na	826	na	na	1637	na	na	16	934	1161	na	146	1878	250	79	na	1042	1391	na	1936	na	556	na	na	na	1598
ENSG00000105376.5	na	44	476	486	na	1077	2329	784	34	11	na	na	1027	na	888	na	na	43	589	na	na	na	33	na	272	472	na	1808	28	na	na	na	na	115	na
ENSG00000105472.14	3320	475	482	667	149	106	256	3714	26	394	1511	1973	2586	1593	1980	262	520	982	1890	1228	255	3534	587	951	615	928	1485	1109	1829	526	1068	na	127	2523	3088
ENSG00000105519.18	2194	28	558	927	1259	3871	43	522	15	na	51	na	na	519	1874	111	1136	717	1103	1524	279	192	230	17	1146	2968	na	104	1120	na	na	na	1860	70	105
ENSG00000105550.10	221	317	646	1557	1963	2570	93	2019	134	1072	837	138	1302	1894	1313	274	641	83	1231	1631	3122	3692	317	581	83	687	122	187	3772	284	568	na	1205	2407	1706
ENSG00000105640.13	na	42	na	638	148	1370	1080	2077	31	49	123	na	na	238	na	313	na	235	na	1117	97	na	na	na	523	217	951	158	345	402	143	na	1032	na	1129
ENSG00000105672.15	107	318	39	106	2980	1272	3331	1784	13	46	77	2881	154	303	175	593	na	42	3166	196	106	2621	380	na	1631	na	2110	135	na	581	765	na	189	1543	3859
ENSG00000105677.12	45	255	100	na	274	74	1237	162	24	1274	703	29	410	1564	386	64	na	na	730	171	na	88	na	27	29	2237	143	98	134	na	1443	na	435	2299	318
ENSG00000105697.9	4301	185	na	na	na	1624	1678	195	16	na	na	1285	na	1241	1957	na	512	na	221	1047	1698	668	13	648	408	244	1366	na	1571	212	na	na	1759	na	697
ENSG00000105711.14	1374	79	944	na	670	1176	1297	219	na	na	259	263	522	192	294	59	na	334	465	1040	779	1643	385	618	403	na	404	75	na	110	263	na	65	989	363
ENSG00000106038.13	na	na	364	na	na	605	105	na	23	321	19	415	893	127	na	na	11	409	na	1140	na	843	75	324	213	319	593	63	na	228	na	na	737	na	na
ENSG00000106268.16	1274	362	na	37	1736	85	119	na	34	na	947	1116	154	116	81	38	68	1006	1709	59	2038	71	41	na	44	425	100	1836	149	61	30	na	127	78	938
ENSG00000106330.12	558	231	1121	137	270	96	1665	5008	23	96	1069	2347	2096	155	189	451	146	264	1302	375	2750	2501	40	1822	27	116	168	154	4147	538	72	na	993	336	136
ENSG00000106333.13	na	141	na	71	na	29	93	na	149	36	35	na	692	32	65	na	196	20	60	na	na	na	30	119	na	na	148	na	125	200	164	na	na	na	343
ENSG00000106367.15	1928	761	650	1125	278	923	105	3820	na	na	110	na	na	na	1080	403	36	697	2266	1503	243	1930	na	41	90	na	3353	122	3146	258	398	na	834	1175	3812
ENSG00000106400.12	679	15	617	301	210	822	507	1802	26	144	458	1234	2496	1786	147	9	1234	1131	363	71	3447	452	108	631	375	46	217	448	31	97	231	na	173	250	1798
ENSG00000106560.11	na	66	na	158	25	na	35	na	6	140	4	201	292	0	na	53	0	na	na	0	na	434	na	0	0	102	0	0	na	na	115	na	9	na	na
ENSG00000106803.10	na	na	270	580	na	na	na	1875	22	573	147	na	241	na	533	238	689	22	na	1382	421	1902	322	na	701	na	1086	527	na	na	na	na	1272	na	na
