Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000057757.10	8.26	1.15	.98	5.29	4.18	na	5.44	4.91	10.22	7.59	.99	3.74	4.07	1.36	11.95	3.26	7.24	9.82	4.05	13.02	4.47	1.22	3.28	5.37	5.16	2.54	9.57	1.06	4.80	2.57	7.18	3.58	4.27	4.62	3.58
ENSG00000060491.17	3.70	2.03	3.23	.50	1.54	na	1.60	3.81	.09	1.69	6.34	1.35	5.46	3.29	8.80	4.08	1.07	1.05	5.91	.90	.44	1.65	.61	4.05	3.92	5.09	.63	1.89	2.04	2.94	2.70	3.78	2.81	na	.24
ENSG00000061492.12	2.05	3.75	.87	.88	7.09	na	1.22	.95	1.66	1.61	2.90	.73	.77	.78	2.78	1.52	na	.30	.45	4.35	6.42	4.91	3.87	na	.61	.87	.88	2.27	1.43	4.76	6.25	.72	na	na	2.17
ENSG00000061656.11	1.59	1.07	0	16.31	2.03	na	.61	1.99	3.65	.54	6.67	.75	2.35	.51	1.07	2.68	1.15	12.12	.93	2.16	4.27	1.22	4.87	.43	1.09	1.52	1.62	10.31	7.71	0	6.18	2.16	2.84	na	1.60
ENSG00000063322.15	.12	1.17	2.17	2.18	.63	2.71	1.79	.54	1.27	.30	4.36	2.57	.87	.34	.76	4.65	.66	.77	.35	.48	.34	.12	.06	.82	1.45	.52	.78	.22	.45	1.83	1.05	.34	3.52	1.17	.08
ENSG00000065518.8	4.34	na	1.45	3.13	4.96	na	na	na	na	na	na	na	3.21	na	8.72	na	1.67	na	na	2.04	na	na	na	na	na	na	na	2.47	1.90	na	3.99	na	2.75	5.65	na
ENSG00000066379.15	.38	1.59	1.55	na	na	na	6.14	na	3.52	na	18.36	21.11	1.02	.44	na	2.59	na	.38	na	2.85	6.97	1.45	2.75	4.28	.57	.61	5.30	.27	2.85	1.74	2.87	2.38	2.21	6.01	1.87
ENSG00000068079.8	3.60	0	2.16	na	0	na	4.66	0	0	0	2.86	2.67	3.44	8.27	2.91	4.93	na	na	1.93	na	11.06	2.66	3.53	4.76	0	9.73	1.60	1.65	.93	7.44	1.63	3.82	0	na	6.19
ENSG00000069482.7	na	na	na	26.82	18.30	na	na	11.83	na	na	na	9.53	na	33.61	na	na	na	na	na	na	5.51	19.88	na	na	13.73	na	14.52	na	7.03	25.36	6.30	23.90	na	na	na
ENSG00000069696.7	11.76	17.31	15.86	17.60	17.03	na	17.79	0	0	0	15.71	16.14	0	0	10.80	0	16.81	16.91	0	16.22	0	0	13.91	15.95	0	11.75	0	0	16.63	16.09	0	15.95	0	na	17.52
ENSG00000070388.12	na	na	na	na	4.51	na	na	6.52	8.48	4.81	na	2.78	2.82	na	na	4.22	na	7.66	4.04	1.18	5.91	.99	na	na	na	9.18	na	na	5.73	2.43	1.73	3.55	na	na	1.11
ENSG00000070404.10	2.79	.66	.34	.23	.31	na	.20	na	4.98	3.16	1.19	na	.37	.90	na	0	na	na	5.95	na	na	na	na	na	.99	.02	na	.20	1.40	na	na	2.89	na	na	1.47
ENSG00000071859.15	na	5.29	5.05	na	3.42	na	.47	1.89	1.03	3.12	3.45	na	5.31	.83	na	2.42	na	na	2.28	2.69	1.49	.66	3.30	1.89	3.34	7.82	na	8.12	1.23	na	4.87	na	na	na	3.51
ENSG00000073067.14	14.94	.96	7.27	3.44	.91	na	4.94	4.96	na	1.43	12.48	na	na	2.80	.80	8.34	na	3.26	3.37	4.77	1.59	.80	.89	na	.29	1.00	1.12	10.34	8.25	6.27	na	.92	na	na	1.21
ENSG00000073150.14	1.10	2.83	1.69	1.40	.40	na	2.80	3.35	4.94	1.14	2.32	1.42	2.21	2.09	1.35	3.89	.60	.70	1.91	1.83	2.05	3.08	1.88	1.57	1.14	5.69	2.03	1.47	2.05	2.01	1.66	2.16	.24	.21	3.89
ENSG00000073598.6	18.32	14.14	18.10	18.71	19.13	18.14	18.61	18.02	19.37	12.51	18.06	13.53	18.17	18.63	18.60	13.20	13.93	19.10	18.22	18.33	18.55	18.86	18.33	17.63	18.43	13.77	19.14	18.40	18.65	12.67	18.03	18.22	18.69	17.61	18.31
ENSG00000077009.14	14.40	2.63	1.22	.69	1.42	na	3.23	.50	6.81	5.94	3.50	6.01	7.84	1.80	2.77	11.21	6.52	5.09	4.13	4.59	3.49	1.40	1.90	1.16	1.35	.97	4.51	2.64	2.29	1.80	10.19	3.85	5.67	na	6.69
ENSG00000078401.7	12.19	11.20	15.72	7.55	16.57	na	8.00	12.05	11.45	7.89	11.67	8.44	15.39	15.01	8.81	10.93	11.41	11.62	15.00	12.50	11.62	7.88	16.09	7.28	15.21	15.95	16.16	8.17	14.79	15.78	15.23	7.19	16.04	12.28	15.13
ENSG00000078804.13	2.16	6.77	5.10	.60	2.25	na	.55	1.36	.64	.81	4.21	1.38	2.78	15.62	1.93	3.42	2.69	2.38	4.28	4.25	.80	.64	4.38	1.76	3.07	5.41	.81	2.02	2.56	1.76	2.93	5.29	1.02	na	4.33
ENSG00000080511.5	.88	na	11.94	5.15	2.37	na	6.55	4.00	7.12	6.69	3.80	6.81	2.70	4.07	6.23	5.75	.60	.73	5.32	2.68	na	na	10.94	5.41	2.81	2.43	6.81	na	na	na	5.16	5.53	na	na	4.43
ENSG00000081721.12	11.23	2.99	2.15	4.44	11.15	1.53	8.39	6.23	6.48	na	2.50	1.47	10.94	na	3.19	13.08	8.23	1.12	9.97	na	8.59	12.66	na	8.30	1.05	15.29	na	6.21	9.92	.93	10.67	3.22	3.46	5.22	na
ENSG00000083812.13	3.16	.60	.12	.42	1.09	na	.93	na	.14	na	1.03	na	1.53	.82	1.45	.76	1.94	.33	.99	.81	.46	1.29	na	na	na	.44	2.59	na	.30	.40	2.47	.14	.71	1.87	na
ENSG00000083838.17	.62	4.10	.21	2.51	2.07	na	na	2.59	0	.66	2.67	.70	.14	2.01	.67	3.45	.77	2.57	na	.28	.94	4.22	2.09	1.81	5.76	na	7.39	1.75	na	1.78	2.40	1.21	4.82	na	na
ENSG00000083845.9	.84	2.65	3.40	na	1.73	na	12.21	6.08	1.35	19.20	.77	1.30	na	.37	3.00	7.40	na	2.14	1.08	.66	3.57	.64	14.25	2.44	1.36	1.95	.62	3.17	1.59	2.27	4.55	3.23	3.62	na	8.27
ENSG00000084207.18	na	2.53	3.93	10.17	3.01	na	1.68	4.84	8.11	3.56	4.48	4.59	1.55	1.30	4.11	2.68	na	.80	2.39	na	.84	7.16	1.03	na	1.06	7.39	.73	na	1.72	.39	1.39	4.99	na	na	na
ENSG00000086159.14	1.95	2.66	na	2.19	.95	2.87	4.18	3.83	11.97	4.18	5.35	3.92	1.73	2.50	6.98	7.99	2.27	1.95	.71	4.97	2.16	na	na	6.26	na	na	na	2.04	1.02	12.50	na	1.30	.50	1.54	1.47
ENSG00000086506.3	32.71	30.64	30.09	29.64	32.32	31.12	31.77	32.22	32.78	32.23	32.69	30.96	31.99	32.21	31.63	34.09	32.12	30.09	34.24	31.53	33.08	32.36	32.02	31.21	30.42	31.27	31.02	32.16	31.88	32.06	30.82	29.01	31.44	33.07	30.78
ENSG00000087074.9	2.81	1.84	na	na	na	na	na	2.65	1.37	1.08	na	.36	1.53	1.30	na	na	.78	.18	na	na	2.49	.20	.48	na	.54	na	3.11	.99	1.11	2.10	na	1.04	na	na	1.08
ENSG00000087077.14	4.41	3.23	1.98	.77	.69	na	.37	2.32	.94	.87	1.89	.84	5.86	3.70	3.50	.82	na	2.96	4.74	12.13	.55	1.57	.33	.55	na	.36	1.06	.98	2.34	na	5.07	1.94	2.06	na	2.79
ENSG00000087086.15	21.75	21.39	29.52	30.68	30.96	na	22.17	30.22	32.83	21.45	30.97	31.05	22.35	31.00	31.76	30.08	31.70	22.74	30.82	31.20	21.62	31.04	29.95	30.45	21.84	30.87	31.20	21.16	31.16	31.11	21.69	30.46	30.51	na	21.25
ENSG00000087250.9	1.97	6.19	2.94	0	na	na	1.78	na	0	0	0	0	6.82	0	0	0	na	na	.21	5.30	na	2.06	0	na	0	0	3.66	0	12.49	2.24	na	15.13	na	na	0
ENSG00000087510.7	na	3.78	na	na	5.21	na	7.33	na	5.56	3.57	na	6.03	8.00	na	na	na	na	na	8.59	5.27	na	na	7.32	3.54	na	1.94	na	9.08	9.36	na	na	na	na	na	7.68
ENSG00000088320.4	15.00	9.14	14.60	14.62	15.52	na	13.41	16.17	15.89	15.30	8.43	14.84	13.61	15.61	15.79	15.67	11.04	9.10	8.93	15.88	13.32	8.95	8.98	10.39	6.58	15.50	16.24	10.39	8.88	9.21	15.75	15.92	14.59	15.75	9.85
ENSG00000089220.5	5.39	12.35	5.76	5.90	8.18	na	5.17	10.40	4.70	8.32	4.58	4.13	11.48	2.98	6.44	5.41	8.10	10.50	12.12	2.13	7.59	10.10	7.37	5.58	3.97	5.24	13.40	4.03	7.50	.55	2.29	11.40	9.24	2.69	7.50
ENSG00000089692.9	4.54	1.52	7.46	.81	7.51	na	9.98	15.31	na	1.41	6.53	5.64	na	1.47	na	na	na	2.45	.75	na	4.84	3.25	na	na	4.92	1.38	2.07	1.93	4.18	na	6.69	na	na	na	3.21
ENSG00000090104.12	na	na	na	na	na	na	na	4.40	na	na	na	2.83	na	na	1.17	.95	na	5.57	na	2.30	na	.27	na	na	na	.36	na	1.27	2.84	na	2.16	.51	na	na	1.47
ENSG00000090382.7	4.50	5.56	10.88	12.28	2.44	na	4.26	2.46	1.95	3.47	na	na	2.83	7.03	9.22	na	3.12	2.37	na	13.63	na	9.51	7.10	1.89	12.36	4.39	8.64	2.77	na	2.24	na	5.82	na	na	1.75
ENSG00000090932.11	2.70	3.46	1.43	2.36	2.99	na	2.05	2.84	1.44	.78	.65	2.61	6.47	5.27	na	.73	3.45	2.86	.44	1.25	1.73	na	4.90	7.45	1.33	8.17	1.26	.95	9.20	4.09	4.12	.47	12.73	na	3.76
ENSG00000090971.5	2.66	na	.96	0	na	na	na	na	0	3.28	na	4.05	0	.70	na	na	na	na	na	2.20	na	.19	0	na	na	na	.21	.39	na	0	4.39	na	na	na	na
ENSG00000091704.10	na	3.00	.78	.96	na	na	.40	na	2.03	7.49	.34	7.48	.79	na	4.38	na	na	na	na	.73	.79	.65	1.29	na	1.82	1.59	1.58	.59	.23	1.77	.48	na	na	na	6.05
ENSG00000092010.15	3.29	1.11	1.42	5.11	1.33	.47	3.17	.23	3.72	.43	2.44	2.22	.17	18.88	.58	1.50	.95	1.44	1.59	.72	.18	3.58	0	2.68	2.01	2.74	.80	2.86	.69	4.17	10.17	.44	.36	.19	0
ENSG00000092850.12	2.41	10.32	.28	1.22	5.34	na	.29	1.41	1.66	2.30	3.76	2.66	7.13	3.58	1.59	6.77	na	6.13	1.81	3.40	14.06	1.13	11.33	.73	5.95	4.76	1.13	6.33	5.11	6.10	13.67	1.96	na	na	.55
ENSG00000095596.12	.86	1.13	.31	.58	2.56	na	2.06	.30	na	3.60	3.36	4.07	1.76	1.97	na	1.27	na	.69	2.42	na	3.07	na	na	5.48	na	1.47	2.25	1.14	3.08	.20	.82	na	na	na	na
ENSG00000095739.11	na	6.85	8.49	na	na	na	2.67	8.01	na	na	na	5.04	na	na	5.00	9.85	7.54	na	8.49	8.20	na	2.59	na	3.56	5.20	na	na	.45	na	na	.87	na	6.34	na	na
ENSG00000096384.20	.32	.60	2.43	.91	1.90	3.09	3.55	.15	6.53	.81	4.97	1.03	5.54	3.68	1.41	.45	1.28	1.26	1.37	.45	1.09	2.46	1.60	.07	4.06	2.07	.02	.38	2.45	0	1.90	1.42	3.69	2.14	.25
ENSG00000099377.14	.91	1.68	1.99	4.43	.74	na	3.88	6.86	4.32	3.15	2.66	2.81	.41	6.22	.81	5.43	na	2.37	11.67	3.26	17.86	1.52	8.29	3.07	2.76	.41	6.62	.50	5.57	1.53	2.14	3.01	na	na	6.06
ENSG00000099624.8	na	0	2.20	na	na	na	.21	3.61	0	0	na	0	na	4.46	na	na	na	na	na	na	1.16	5.67	5.16	na	0	0	1.37	na	1.07	1.90	na	9.34	.63	na	na
ENSG00000099849.15	3.54	.46	2.38	.64	1.14	na	7.47	na	na	.81	2.14	1.36	3.08	.80	.68	1.04	.46	1.92	4.49	.21	2.09	na	1.02	1.13	4.29	.41	4.88	1.18	2.15	1.13	na	2.90	2.93	.42	.59
ENSG00000099860.9	.58	na	2.07	na	.48	na	na	na	11.72	0	na	na	na	3.66	na	na	na	0	na	5.65	13.37	na	5.33	0	3.79	na	2.29	na	na	3.15	3.74	2.01	0	2.57	na
ENSG00000100053.10	5.24	13.12	36.60	20.31	.44	19.14	3.46	5.25	10.73	6.51	20.81	26.83	12.08	8.85	9.10	5.39	16.16	26.32	1.62	13.25	11.82	24.49	29.04	18.36	8.68	18.20	3.23	10.97	3.69	24.48	14.82	11.40	11.37	3.81	21.71
ENSG00000100097.12	0	9.52	21.81	9.88	1.47	na	na	12.50	0	0	0	11.67	0	.67	15.79	11.40	13.10	16.10	2.67	7.69	4.68	2.19	7.14	10.87	1.79	21.67	0	0	0	10.24	3.79	8.49	0	na	0
ENSG00000100116.17	5.25	3.01	1.27	.70	.94	na	.94	3.50	8.82	1.45	3.73	2.31	14.65	2.11	.83	4.20	1.36	.30	6.70	4.57	5.24	8.48	7.48	1.19	1.21	3.46	6.79	1.30	.85	1.35	3.89	1.72	.90	na	4.56
ENSG00000100216.6	4.76	3.11	7.31	21.53	1.22	na	6.73	3.96	1.90	2.15	6.07	5.64	1.26	4.18	6.07	2.78	7.02	5.45	5.03	6.96	1.71	7.58	7.16	6.42	20.02	3.81	1.26	4.94	5.29	7.70	4.51	6.92	3.62	4.80	19.78
ENSG00000100253.13	6.69	7.85	2.22	5.99	4.84	na	9.76	2.87	3.31	1.20	2.34	11.73	1.32	.98	1.62	1.52	1.57	1.24	.77	6.94	2.00	4.22	.94	1.07	.47	3.59	10.08	.84	7.99	1.49	1.48	3.10	2.76	2.05	9.08
ENSG00000100298.16	4.35	1.97	7.43	2.89	2.30	na	1.79	na	2.35	3.28	3.11	1.78	2.96	2.70	5.18	na	1.36	na	9.85	3.98	1.65	2.45	3.43	.75	1.08	1.18	na	1.35	1.67	3.61	7.26	2.70	2.01	na	8.21
ENSG00000100665.12	.24	3.08	3.89	6.39	2.87	na	.99	8.14	3.48	10.09	1.91	3.46	3.26	6.89	2.19	1.47	8.28	4.01	5.75	5.81	.85	6.58	8.14	2.43	8.41	4.18	7.93	3.73	.50	3.15	5.89	2.08	1.86	na	4.54
ENSG00000100836.11	.76	.69	1.17	3.09	na	na	.50	.83	2.41	3.17	na	na	4.67	2.18	.40	.27	na	3.59	.69	6.96	1.16	5.07	0	na	18.02	2.36	0	.19	.92	na	.36	na	na	na	1.74
ENSG00000100941.9	3.52	2.47	2.59	.64	.49	3.25	.53	.36	3.01	.59	1.05	1.17	1.32	1.59	1.70	7.77	2.33	1.73	5.38	12.71	3.03	1.11	4.12	2.78	na	na	6.64	1.74	na	2.73	1.87	.69	2.82	.64	.70
ENSG00000100985.7	10.14	7.82	9.39	10.33	12.78	na	13.03	12.58	9.72	8.48	13.52	9.87	14.26	6.71	13.44	14.09	6.04	8.12	10.44	7.03	10.39	13.69	13.56	13.77	13.68	13.12	10.43	6.76	10.28	6.40	10.02	6.53	10.43	na	9.52
ENSG00000101084.19	na	6.73	10.48	7.85	4.35	na	4.94	8.77	4.26	7.41	4.18	7.96	na	2.82	1.94	1.35	na	na	4.33	3.14	.99	4.71	1.69	na	1.32	na	1.84	1.53	.37	12.33	12.13	9.43	na	na	3.13
ENSG00000101162.4	2.97	4.34	4.97	3.63	4.83	na	2.81	4.36	4.86	2.32	4.74	4.64	2.78	4.63	2.55	5.37	na	2.45	4.51	4.67	5.30	4.48	5.12	na	4.41	4.74	2.56	4.57	4.23	3.53	3.54	4.21	na	na	2.93
ENSG00000101189.7	4.70	6.06	7.40	5.01	7.75	na	6.32	4.91	6.28	5.19	4.99	7.48	5.15	6.43	6.54	5.28	8.00	5.05	6.31	6.48	5.90	8.06	8.08	5.60	7.35	4.17	7.59	6.72	5.94	6.03	3.91	6.21	7.79	4.81	6.07
ENSG00000101197.13	4.40	1.37	18.97	8.27	2.49	1.31	6.04	1.41	2.69	1.89	2.03	6.74	18.17	12.79	7.47	18.10	5.79	4.50	6.54	8.15	15.07	5.87	14.30	3.65	.69	3.39	1.70	1.58	7.94	13.97	6.84	12.08	13.10	13.03	5.43
ENSG00000101335.10	2.38	4.11	.79	4.48	1.88	na	1.93	.46	6.18	.80	4.13	2.35	1.01	4.14	1.07	.79	4.67	4.58	3.28	3.69	6.51	.36	4.85	.26	7.14	2.91	4.44	4.08	2.22	5.06	1.18	1.48	.56	4.32	4.51
ENSG00000101405.3	35.65	36.97	36.09	35.38	36.03	na	36.48	36.12	34.01	37.13	36.34	37.89	37.28	36.89	35.77	37.64	37.45	36.56	34.84	36.46	36.35	37.22	36.10	36.59	35.90	37.25	37.28	35.76	36.69	35.75	35.79	36.52	36.49	na	37.09
ENSG00000101856.10	na	5.99	na	2.05	.32	7.30	na	1.74	na	na	na	na	na	4.76	na	na	1.80	7.22	8.00	na	1.83	6.49	na	.98	na	2.01	na	1.94	5.08	6.77	na	3.20	na	na	5.53
ENSG00000101888.12	2.87	3.32	1.65	4.88	5.44	na	5.16	2.64	2.80	.21	4.10	4.47	8.48	1.37	6.99	.58	1.66	3.33	1.19	1.28	1.02	.31	3.86	4.52	.63	2.55	.83	2.15	6.46	5.86	3.11	2.28	4.60	1.80	.29
ENSG00000101951.17	na	17.37	6.22	na	8.76	2.28	2.01	5.93	6.53	2.59	na	na	5.70	27.08	2.28	6.59	na	7.96	20.97	4.62	na	.52	na	7.29	5.52	na	2.94	na	3.52	14.43	2.19	5.18	1.42	5.74	na
ENSG00000102007.11	8.97	25.18	18.69	15.96	12.87	12.81	8.13	10.34	9.82	10.76	23.64	22.70	22.39	12.33	6.27	3.31	19.80	11.52	10.15	5.62	8.12	10.98	14.34	5.86	20.46	3.55	2.56	3.99	3.94	10.20	14.77	8.14	3.65	17.52	14.84
ENSG00000102145.16	12.52	1.00	.62	5.22	.36	na	5.05	5.67	1.39	3.20	6.30	.46	5.22	.90	.40	5.54	.28	5.12	2.16	1.53	.53	.42	1.09	1.98	3.77	7.88	1.64	2.66	3.63	1.34	.38	1.70	2.75	2.88	1.10
ENSG00000102239.5	5.76	5.86	5.35	6.07	6.11	na	5.84	5.71	5.78	5.40	5.21	5.32	5.52	6.01	5.83	5.68	5.53	5.77	5.65	5.72	5.68	6.02	4.99	5.23	5.59	5.50	5.64	5.60	6.03	5.93	5.71	5.70	5.66	5.55	5.81
ENSG00000102265.12	5.26	0	3.46	4.04	11.04	na	0	3.95	5.08	2.16	na	6.44	.38	1.51	2.38	22.98	na	na	5.67	2.82	14.94	2.94	0	8.14	11.80	na	1.69	8.55	3.62	3.22	8.69	0	na	2.40	6.50
ENSG00000102390.11	10.54	3.27	2.73	3.69	11.52	na	13.81	5.44	6.13	14.13	11.88	13.60	12.54	6.21	18.87	12.68	10.00	9.63	12.56	13.30	10.64	2.01	6.50	4.92	12.76	14.81	3.09	15.02	4.67	16.34	20.68	na	7.12	na	7.29
ENSG00000102401.20	.11	1.36	.54	.54	.31	na	.19	.77	.90	2.28	1.59	1.35	.48	.65	2.72	.29	.39	.56	.80	.43	2.20	.33	.83	.37	.18	2.82	.21	2.30	1.64	2.38	.51	na	2.00	1.73	.29
ENSG00000102409.10	3.32	3.63	1.50	na	3.29	na	5.12	3.07	3.96	3.70	3.61	na	na	na	na	7.93	na	na	4.79	na	na	.26	2.88	na	1.08	na	5.92	na	4.20	2.22	4.77	na	na	na	4.80
ENSG00000102854.16	.36	1.97	.48	2.05	.47	2.08	.28	.84	1.78	10.42	1.85	5.48	3.60	.34	1.39	.70	1.93	7.11	1.94	3.70	.47	.91	2.40	2.35	1.50	1.98	1.79	.21	.17	.53	.70	na	.29	1.47	1.55
ENSG00000102890.16	2.40	1.20	2.10	1.21	.07	2.19	3.66	1.18	.75	.62	1.74	5.35	4.05	1.04	1.38	1.53	1.38	.42	3.66	.22	3.30	1.02	.30	.92	.36	7.27	.71	.71	3.45	.53	1.62	na	2.04	1.67	3.04
ENSG00000102891.4	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
