Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000026025.16	12.34	21.13	13.44	.39	na	29.24	na	3.06	na	na	29.19	1.21	26.10	na	1.43	na	.23	na	na	1.83	na	1.48	1.52	na	na	2.81	1.58	16.59	na	7.96	na	na	1.74	1.37	na
ENSG00000033100.17	na	19.09	.81	1.19	2.30	2.72	4.33	3.98	1.14	na	20.08	.50	2.84	.60	na	2.20	2.31	na	6.73	4.99	1.33	1.01	na	11.48	na	na	1.80	5.42	14.54	13.16	7.14	22.77	na	3.15	1.72
ENSG00000034510.6	58.98	60.64	57.95	58.53	59.86	57.19	58.92	59.88	24.41	58.03	59.04	58.90	58.22	59.29	58.88	59.17	57.96	58.80	58.70	58.51	57.90	58.70	56.73	60.46	58.96	58.67	59.90	59.26	59.01	57.81	58.78	59.01	58.58	59.13	59.51
ENSG00000037042.9	9.25	18.14	na	na	16.44	na	na	27.16	na	na	31.83	23.56	na	6.24	4.20	15.65	13.13	20.78	4.10	15.35	14.53	na	na	13.09	2.22	6.69	22.36	na	4.51	12.87	22.19	29.63	na	22.41	12.11
ENSG00000037757.14	2.57	16.09	22.08	.76	33.28	14.20	8.23	43.11	2.90	2.76	17.86	3.74	6.31	13.51	29.49	4.62	4.29	3.74	29.92	21.68	32.72	2.40	22.51	2.30	11.78	34.65	16.94	24.26	53.43	4.75	3.13	31.32	22.96	12.71	8.36
ENSG00000039987.7	na	8.80	18.39	.97	1.28	28.69	1.02	25.33	na	14.61	.82	11.01	10.12	11.78	na	13.43	11.04	na	na	16.66	1.06	32.04	25.88	19.84	na	7.50	23.76	na	1.74	22.98	12.36	na	na	.29	2.87
ENSG00000041880.15	9.13	na	15.64	1.28	26.58	3.60	2.46	33.96	2.50	4.99	1.79	12.89	13.41	1.85	2.43	3.87	42.59	2.83	4.62	5.29	4.04	22.30	11.95	10.62	27.79	20.12	4.65	na	8.56	3.00	1.71	6.03	1.06	1.88	37.41
ENSG00000043355.12	3.82	na	2.87	na	19.34	21.92	2.93	6.85	na	na	21.51	na	na	na	na	na	na	na	na	na	na	2.16	4.64	na	na	na	na	26.35	na	8.19	na	14.96	5.38	na	14.05
ENSG00000044012.4	38.09	33.38	39.29	38.61	36.20	38.18	38.91	39.17	29.50	38.54	39.54	36.49	36.96	38.12	37.12	38.39	37.09	36.66	38.08	38.13	37.50	37.78	39.63	38.58	37.75	38.59	38.83	37.02	37.25	40.92	38.14	40.39	38.32	37.13	37.68
ENSG00000048462.11	na	na	54.56	24.25	51.02	2.27	45.36	51.94	22.51	25.31	55.18	na	50.98	58.05	43.89	52.12	na	18.25	58.51	34.48	48.63	na	na	na	na	na	55.83	59.47	74.59	56.33	5.57	na	36.77	na	27.61
ENSG00000048545.18	12.30	14.72	14.26	13.38	13.10	11.62	13.50	26.90	.10	13.41	11.65	12.71	20.99	25.17	25.25	11.85	15.99	2.70	18.14	12.45	2.67	19.06	1.53	1.96	1.82	11.74	11.37	12.48	12.17	17.63	15.77	14.09	21.55	11.61	14.19
ENSG00000053372.5	14.15	16.25	.19	16.52	9.03	0	13.16	14.72	9.37	0	11.96	.16	1.06	0	0	21.34	8.48	0	9.73	na	14.44	10.28	0	14.26	1.60	.80	15.09	26.66	12.02	8.73	18.93	26.60	0	15.13	10.68
ENSG00000053438.11	12.16	na	.65	4.15	2.12	na	na	6.51	na	13.31	4.17	na	16.27	1.62	9.80	6.49	11.58	na	1.34	na	na	na	3.43	na	na	na	4.47	3.81	na	na	na	11.53	2.43	13.20	na
ENSG00000053501.14	15.35	5.45	42.61	38.19	14.01	12.94	4.45	2.25	6.48	45.04	46.70	12.98	4.58	46.24	17.05	27.71	5.11	20.15	3.30	3.91	41.33	20.94	13.39	10.76	50.59	8.38	16.24	57.17	35.77	31.25	46.28	9.33	43.84	15.92	3.67
ENSG00000054148.18	5.10	9.51	27.24	2.14	31.03	38.78	37.55	na	3.89	4.39	2.47	40.81	na	.91	na	29.04	44.45	3.01	38.59	na	32.40	2.69	41.79	na	3.71	53.29	.60	23.87	na	na	4.34	44.78	3.25	3.72	2.66
ENSG00000057757.10	16.14	1.50	3.67	22.63	16.11	17.42	23.50	17.60	10.54	22.17	.99	20.23	4.07	1.73	25.93	11.84	21.37	31.25	22.46	37.28	9.45	14.61	22.66	16.77	15.37	15.43	29.48	14.05	17.35	12.92	18.31	13.78	15.54	14.37	18.37
ENSG00000060491.17	14.68	16.25	22.36	11.88	14.11	17.43	8.39	24.85	1.12	13.47	27.18	17.58	22.62	19.97	26.80	31.42	5.61	10.97	23.03	11.24	10.83	16.35	30.60	27.66	27.45	20.44	17.04	14.74	24.37	25.11	26.12	19.67	20.90	12.40	8.50
ENSG00000061492.12	16.51	32.13	2.27	1.51	49.92	1.23	3.76	1.15	3.82	1.86	29.96	2.36	5.71	5.74	3.06	16.74	2.31	2.63	.83	22.50	31.58	39.09	13.76	17.22	.74	4.96	3.82	24.41	5.50	24.03	33.36	2.91	2.51	16.89	18.70
ENSG00000061656.11	9.10	10.95	.65	35.44	9.44	2.97	6.42	12.52	4.64	8.46	7.97	10.55	23.28	6.28	9.97	14.87	5.18	33.51	8.80	5.28	8.72	5.12	8.43	3.44	2.38	3.77	5.73	41.71	28.92	3.49	38.70	11.73	32.89	20.71	10.85
ENSG00000063322.15	.75	7.48	12.23	19.48	.60	11.76	16.26	1.70	1.80	1.51	16.36	13.98	1.92	2.02	1.36	22.54	2.80	8.70	.49	1.85	10.67	.81	.88	1.93	9.76	1.05	.71	1.11	2.26	21.02	13.55	.75	21.52	11.50	.68
ENSG00000065518.8	27.37	na	3.63	29.33	34.86	na	na	na	na	na	na	na	25.97	na	28.39	na	9.01	na	na	25.90	na	na	na	na	na	na	na	22.63	1.90	na	24.28	na	19.98	31.55	na
ENSG00000066379.15	1.22	30.92	18.69	na	na	na	57.31	na	3.09	na	34.80	41.26	3.84	.70	na	15.81	na	2.63	na	33.30	53.32	13.79	39.31	28.29	2.58	6.32	18.37	2.10	40.64	23.11	26.33	18.46	34.29	48.82	23.39
ENSG00000068079.8	26.75	10.59	7.38	na	14.28	na	6.14	14.14	3.59	14.12	30.65	10.79	22.59	62.08	24.18	31.73	na	na	9.07	na	71.67	7.71	5.16	23.70	2.54	52.45	4.28	8.01	1.26	53.91	2.95	36.16	21.79	39.02	33.91
ENSG00000069482.7	na	na	na	48.53	32.23	22.25	na	19.29	na	na	na	12.90	na	61.31	na	na	27.48	na	na	na	7.60	38.73	na	na	20.60	na	28.30	na	12.02	50.58	7.41	41.44	na	na	na
ENSG00000069696.7	17.94	39.04	30.65	33.33	32.68	32.46	32.36	0	0	0	33.89	32.24	0	0	20.58	6.01	32.40	35.69	0	38.76	.57	.76	28.20	31.10	0	20.97	4.31	5.22	32.55	34.73	23.74	33.47	.75	16.31	34.18
ENSG00000070388.12	na	na	na	na	14.59	na	na	13.48	10.33	10.81	na	15.99	16.84	na	na	14.79	7.66	16.46	10.63	4.20	14.05	12.39	na	na	na	16.27	na	na	11.75	6.89	5.44	14.98	na	10.65	3.48
ENSG00000070404.10	37.28	26.69	3.90	5.09	6.24	7.65	12.41	na	27.69	30.33	2.68	na	10.30	2.20	na	11.94	36.27	na	25.41	na	na	na	na	28.31	5.50	1.42	na	3.23	29.98	na	na	19.26	na	na	13.50
ENSG00000071859.15	na	17.99	21.91	na	19.50	27.58	2.03	20.62	1.03	4.99	38.34	na	36.57	3.27	na	31.38	4.40	na	4.18	18.07	5.98	4.16	22.29	3.87	28.40	39.27	na	46.06	7.34	na	36.25	na	20.93	8.66	48.41
ENSG00000073067.14	44.26	14.70	25.51	18.12	21.47	24.15	32.75	20.16	na	13.34	46.01	na	na	30.38	2.28	42.04	52.04	16.58	29.47	42.87	13.61	28.09	10.18	na	.40	2.17	25.48	37.26	40.76	34.60	na	2.32	5.88	16.60	1.52
ENSG00000073150.14	1.10	14.92	16.01	19.07	5.57	9.00	7.64	16.13	2.13	12.63	14.64	14.90	15.64	14.19	17.70	8.00	1.40	1.74	9.77	15.65	14.38	10.13	14.03	10.81	1.14	15.32	2.76	1.47	7.61	15.56	17.12	15.57	1.43	.75	8.08
ENSG00000073598.6	34.54	19.45	35.68	33.60	35.04	34.46	34.56	34.33	12.46	18.56	33.61	19.08	35.11	33.34	34.16	19.10	18.22	33.79	33.73	33.13	33.85	34.92	34.58	36.98	35.54	18.10	35.19	35.09	34.53	17.71	34.34	35.63	34.29	33.74	34.71
ENSG00000077009.14	48.23	4.16	2.39	1.38	4.82	37.91	4.36	1.57	7.62	3.24	4.34	44.74	59.58	8.61	28.38	41.29	56.70	31.25	4.89	5.89	36.31	3.21	3.18	2.50	3.99	2.58	31.45	4.74	4.31	3.09	29.52	41.47	38.45	36.69	52.36
ENSG00000078401.7	26.42	26.09	32.48	11.24	32.31	32.57	10.98	26.99	6.89	10.55	25.93	11.63	31.72	31.08	11.22	28.06	25.91	27.06	31.13	28.13	26.67	11.11	31.32	11.06	31.71	31.75	32.65	11.95	30.62	33.30	32.06	11.70	32.79	26.91	31.63
ENSG00000078804.13	13.37	8.49	13.96	1.17	1.93	9.60	9.91	7.76	1.29	7.96	14.22	14.06	10.86	30.67	12.03	13.64	13.52	11.60	8.39	13.51	6.56	10.32	16.01	4.22	5.25	14.38	5.41	5.20	11.57	10.79	17.41	20.33	13.18	5.80	9.72
ENSG00000080511.5	1.33	na	34.28	13.85	17.05	na	29.21	31.42	7.12	26.13	15.01	29.59	15.19	16.06	31.68	23.51	1.20	.94	16.20	4.49	na	na	28.91	26.25	13.45	12.99	26.38	na	na	na	25.89	36.22	na	26.31	16.93
ENSG00000081721.12	19.82	24.80	8.23	26.53	28.28	2.16	25.73	10.44	8.57	na	3.75	2.34	31.02	na	14.23	27.37	28.83	1.73	18.30	na	15.14	35.94	na	32.45	1.75	34.89	na	11.89	29.76	7.58	54.58	27.37	11.81	13.80	na
ENSG00000083812.13	6.90	.60	.44	5.57	5.15	na	4.26	na	.21	na	2.50	na	4.51	.70	5.22	6.68	9.88	6.93	3.06	1.44	5.19	6.89	na	na	na	.52	6.63	na	.30	.83	12.88	.42	9.04	5.20	na
ENSG00000083838.17	3.49	12.70	1.80	.74	17.84	1.07	na	29.20	1.68	3.06	15.80	2.90	3.49	15.79	1.53	3.91	1.99	20.72	na	3.11	6.13	21.59	10.24	7.44	24.22	na	24.98	2.39	na	3.48	10.14	18.54	22.34	23.85	na
ENSG00000083845.9	1.68	6.41	21.48	na	21.35	na	6.50	37.85	2.02	51.02	3.68	3.07	na	2.06	5.74	67.52	na	24.89	2.66	3.92	24.86	1.77	37.82	6.47	3.17	3.90	3.99	31.94	2.67	34.63	3.21	12.98	6.92	35.41	28.62
ENSG00000084207.18	na	19.59	7.60	30.91	36.29	4.15	1.62	32.45	54.39	22.63	31.75	5.20	2.77	2.84	2.55	26.81	44.82	3.86	3.42	na	3.35	28.36	5.94	1.77	6.89	24.88	4.20	na	4.66	.98	2.05	27.08	21.26	3.49	na
ENSG00000086159.14	6.47	29.99	na	7.45	6.96	14.58	17.53	13.26	7.65	20.35	18.03	16.95	1.73	19.22	16.64	29.45	20.49	12.20	2.84	23.14	12.80	na	na	22.46	na	na	na	5.24	9.01	27.38	na	4.25	1.85	10.50	3.95
ENSG00000086506.3	38.08	40.25	39.74	39.91	38.20	39.09	38.61	38.95	32.78	37.86	37.17	40.36	39.78	38.82	37.57	36.39	37.44	38.99	36.41	39.39	37.97	39.67	41.42	38.59	39.82	38.31	39.45	38.12	37.84	40.38	38.31	40.89	39.56	39.43	40.11
ENSG00000087074.9	12.35	9.42	na	na	na	na	na	11.99	1.37	7.88	na	3.44	1.86	9.52	na	na	2.93	.63	na	na	11.53	.29	1.09	na	3.42	na	10.45	4.32	4.02	8.00	na	1.24	na	na	3.73
ENSG00000087077.14	28.93	14.35	5.35	5.17	2.42	6.61	3.53	3.86	1.15	6.72	3.92	1.03	32.68	15.99	20.48	2.63	19.55	17.92	27.87	50.20	5.07	7.05	6.06	3.11	na	5.75	7.06	3.71	5.84	na	21.27	3.81	3.81	6.41	24.21
ENSG00000087086.15	34.35	30.39	64.48	64.03	64.57	65.83	31.86	65.70	20.63	35.51	65.61	65.16	34.14	64.84	65.97	65.36	65.80	31.64	65.70	65.96	33.19	65.27	64.80	65.44	32.76	65.80	65.30	33.18	65.60	66.69	33.04	65.54	64.61	64.69	33.47
ENSG00000087250.9	27.62	48.08	3.41	0	na	na	2.14	na	0	0	0	0	30.83	0	0	.82	0	na	1.20	28.12	na	2.06	2.52	0	1.04	3.26	23.58	0	35.95	22.70	na	32.35	na	27.97	0
ENSG00000087510.7	na	6.88	na	na	13.04	na	16.05	na	3.79	7.40	na	15.46	17.59	na	na	na	na	na	17.92	7.11	na	na	23.16	4.98	na	4.27	na	19.32	19.44	na	na	na	na	na	17.03
ENSG00000088320.4	42.30	14.32	33.85	33.31	42.93	31.21	31.83	44.15	.30	43.75	14.32	42.67	32.18	43.72	43.81	41.89	13.99	15.82	14.21	44.12	31.45	14.10	12.82	29.24	14.30	42.69	42.80	13.63	13.68	25.99	44.60	42.94	42.45	43.99	26.39
ENSG00000089220.5	28.40	30.68	19.55	19.52	28.60	30.73	19.28	24.06	4.70	21.97	19.65	20.08	31.04	18.19	29.37	20.85	23.51	28.21	21.19	na	28.86	23.48	22.78	19.96	6.37	19.69	32.33	20.64	20.85	.55	19.94	30.83	22.31	18.53	20.83
ENSG00000089692.9	8.88	.84	25.92	1.96	11.95	11.32	31.43	36.65	na	1.69	11.45	22.30	na	1.47	na	na	na	19.15	1.50	na	19.31	9.50	na	1.19	16.13	3.21	9.88	1.93	11.82	na	22.29	na	na	2.42	2.34
ENSG00000090104.12	na	na	na	na	na	2.98	na	10.43	na	na	na	8.84	na	na	1.69	8.04	39.72	14.83	na	11.20	na	5.93	na	.90	na	3.38	na	5.99	23.92	na	22.50	9.75	na	na	1.47
ENSG00000090382.7	24.51	14.00	30.15	24.07	15.77	na	11.39	20.85	4.72	9.50	na	na	6.13	35.50	25.96	na	26.26	2.18	na	31.10	na	25.96	21.08	1.72	27.11	13.43	21.16	2.59	na	16.43	na	26.73	na	10.28	1.63
ENSG00000090932.11	19.01	6.06	10.86	6.88	21.39	21.23	11.97	38.00	1.35	6.28	.96	21.66	24.41	16.52	na	.93	21.15	25.96	.61	2.70	6.53	na	14.10	18.00	3.55	35.85	2.13	1.86	34.50	30.91	25.23	2.65	44.52	29.17	24.79
ENSG00000090971.5	24.42	na	.96	0	na	23.92	na	na	0	23.70	na	22.34	0	9.32	na	na	17.26	na	na	24.13	na	.40	2.11	na	na	na	2.25	1.09	na	2.53	10.05	na	na	na	na
ENSG00000091704.10	na	21.55	1.09	1.60	na	2.31	1.16	na	26.22	32.10	.90	43.57	1.33	na	31.27	na	1.27	na	na	3.13	1.75	3.78	2.03	na	9.41	21.34	2.85	2.02	1.46	25.22	1.55	na	2.71	.80	43.08
ENSG00000092010.15	43.62	11.31	11.76	33.67	9.39	8.74	10.30	12.21	5.71	8.18	13.96	7.41	4.01	65.44	15.97	14.08	9.28	4.94	11.65	8.44	15.99	9.09	3.86	30.26	11.20	14.31	9.87	18.76	3.09	13.64	50.31	6.76	3.60	4.22	3.15
ENSG00000092850.12	12.18	28.27	.25	2.65	27.01	16.40	.96	1.34	1.66	2.54	14.07	17.41	30.98	17.08	15.65	28.69	17.42	13.37	15.27	16.93	33.74	1.13	24.77	.73	25.29	20.42	1.39	20.22	2.88	19.74	34.00	15.19	14.11	2.91	1.03
ENSG00000095596.12	2.80	2.33	.97	2.43	19.37	11.38	7.62	1.09	na	15.64	29.47	35.11	2.11	4.19	na	2.30	37.17	1.55	3.70	na	3.07	na	na	11.64	na	3.09	19.91	3.01	4.31	2.11	3.52	na	3.00	29.09	na
ENSG00000095739.11	na	12.47	12.64	na	na	na	12.62	13.55	na	na	na	12.78	na	na	13.15	13.09	12.75	na	13.93	13.05	na	14.12	na	13.85	13.81	na	na	.87	na	na	1.75	na	13.63	14.65	na
ENSG00000096384.20	.43	.93	2.62	.93	2.40	8.25	16.62	.37	4.20	.91	9.20	1.03	29.00	21.33	1.96	.53	1.37	1.65	1.83	.73	1.73	2.98	7.12	.07	18.95	2.91	.03	.42	1.53	.07	10.52	1.42	27.20	2.63	.40
ENSG00000099377.14	1.68	15.25	36.13	27.63	.89	3.09	33.87	31.71	2.63	10.18	31.70	19.43	1.09	24.82	1.89	31.33	46.32	12.93	42.48	20.98	68.74	20.08	47.10	30.68	16.69	1.01	43.23	4.06	19.17	.90	15.51	6.25	23.20	35.58	35.01
ENSG00000099624.8	na	2.16	6.35	na	na	23.75	3.69	23.34	.57	1.01	na	.45	na	23.97	na	na	na	na	na	na	1.61	37.85	24.67	na	2.79	2.48	11.73	na	2.03	22.75	na	49.37	5.55	na	na
ENSG00000099849.15	18.09	3.79	19.52	5.38	6.93	15.97	26.03	na	na	1.83	9.44	14.28	20.56	4.45	14.21	11.81	3.00	13.21	22.54	1.16	5.57	na	18.91	1.92	17.81	.92	24.27	2.49	2.88	2.45	na	20.77	12.61	1.60	5.42
ENSG00000099860.9	3.19	na	30.24	na	17.26	na	na	na	7.13	.53	na	na	na	26.80	na	na	na	12.28	na	26.28	59.52	na	24.29	6.72	27.10	na	26.55	na	na	18.77	23.71	18.50	4.85	16.67	na
ENSG00000100053.10	10.01	35.59	74.90	64.39	4.48	63.89	22.71	15.85	9.49	26.80	39.92	75.08	42.05	24.79	23.70	20.02	61.19	49.10	17.01	30.48	38.64	74.56	70.13	61.10	32.68	59.41	4.20	28.50	45.38	55.21	62.91	32.06	31.14	4.52	38.88
ENSG00000100097.12	1.86	40.90	67.39	37.76	3.26	37.30	na	37.21	3.84	4.42	1.81	41.60	0	1.68	66.01	63.39	65.05	70.78	3.40	70.23	36.39	3.08	58.72	68.97	3.41	68.49	2.72	.93	0	69.95	34.61	47.26	0	66.98	0
ENSG00000100116.17	34.09	39.33	1.63	.70	6.91	60.59	3.72	25.25	4.95	3.52	5.01	3.38	30.55	22.76	1.90	49.33	1.70	3.94	7.49	40.06	34.41	35.30	18.75	1.88	6.52	12.85	39.68	3.99	1.30	20.68	44.72	1.72	2.58	4.60	30.11
ENSG00000100216.6	15.90	12.19	20.26	34.94	1.22	13.77	17.90	14.54	2.14	11.66	17.59	17.83	1.90	14.90	16.99	15.21	16.53	17.71	7.12	18.10	1.71	21.57	19.46	18.89	34.08	7.81	1.44	28.78	23.44	13.76	18.14	18.30	13.98	24.65	29.51
ENSG00000100253.13	30.38	29.15	2.22	35.79	31.62	3.91	33.49	12.73	3.31	1.20	13.87	37.06	2.15	1.61	1.62	1.52	14.52	1.24	1.89	31.35	2.00	37.85	1.74	1.07	.83	2.99	40.88	2.32	32.30	17.61	15.07	19.09	2.76	15.28	27.57
ENSG00000100298.16	17.64	1.97	55.20	4.17	31.53	na	1.79	na	2.77	25.88	1.97	1.78	2.96	2.70	23.83	na	1.36	na	22.50	na	1.65	3.59	3.87	.75	1.08	2.19	na	30.26	1.67	1.68	52.08	2.90	2.01	na	65.11
ENSG00000100665.12	.81	15.51	14.01	24.56	2.87	2.42	2.66	13.80	1.86	24.69	5.36	2.56	25.08	24.92	5.21	2.01	26.58	23.83	36.62	25.16	5.50	13.70	26.75	3.12	24.02	14.73	15.40	12.62	1.23	25.20	25.45	2.46	6.60	13.90	24.38
ENSG00000100836.11	2.33	11.58	1.21	27.50	na	24.34	.50	3.37	14.49	12.91	na	na	2.43	16.00	.71	.55	1.68	9.77	.71	30.63	10.70	41.61	.76	.28	57.19	22.36	0	.87	1.06	na	.36	na	8.28	.20	1.74
ENSG00000100941.9	17.17	12.58	12.36	2.51	3.58	23.76	1.56	1.25	5.12	1.81	2.34	6.04	11.59	10.07	3.41	28.22	19.91	4.11	15.35	33.13	16.88	8.17	19.66	16.68	na	na	28.74	8.27	na	7.72	15.98	1.94	13.68	4.11	18.02
ENSG00000100985.7	22.47	17.77	22.81	17.52	27.17	7.05	31.29	25.36	6.31	16.05	26.97	22.06	26.54	9.51	26.43	33.47	8.20	15.59	23.29	9.65	18.66	26.50	26.59	31.10	27.76	26.13	18.63	9.71	19.55	9.02	23.47	8.44	17.82	30.75	16.60
ENSG00000101084.19	na	25.11	35.12	13.32	12.35	27.44	7.86	23.37	19.76	43.20	4.31	26.25	na	4.64	5.64	2.39	24.01	na	5.45	4.25	1.78	16.40	2.94	23.89	1.32	na	10.05	24.19	.82	43.45	42.29	47.56	2.01	1.42	4.35
ENSG00000101162.4	3.86	9.81	11.45	5.50	10.86	10.57	3.69	10.50	11.88	3.68	11.36	11.24	3.69	na	3.89	11.97	3.62	3.48	10.40	10.83	11.70	10.25	10.87	3.15	10.84	10.63	3.11	10.56	10.09	8.14	5.67	9.78	3.13	11.35	3.82
ENSG00000101189.7	8.36	12.24	13.65	7.71	13.74	5.74	15.37	8.73	0	14.45	8.63	8.71	9.24	14.33	15.10	9.04	14.05	9.08	15.45	14.96	14.67	14.52	14.15	14.52	15.48	5.62	13.81	14.30	15.51	11.53	5.48	14.69	13.62	9.03	15.58
ENSG00000101197.13	4.38	18.99	33.22	35.47	21.69	2.68	22.40	na	2.69	1.89	2.03	34.53	34.73	27.66	23.78	37.63	31.59	43.86	32.16	39.26	40.51	30.46	40.26	2.99	1.08	23.44	3.55	1.58	42.35	37.94	33.07	39.34	20.15	49.43	26.44
ENSG00000101335.10	na	10.80	.79	8.88	6.56	10.36	6.53	.46	1.13	1.26	4.00	4.63	5.06	8.76	1.07	8.30	8.31	10.13	6.67	8.66	11.56	.36	10.53	.82	13.90	6.13	10.73	7.94	6.80	10.42	7.00	6.46	.56	4.23	9.23
ENSG00000101405.3	34.66	35.70	36.19	34.62	33.80	34.10	32.38	34.41	34.01	32.22	33.48	33.68	31.48	31.52	34.64	29.25	30.49	32.81	35.45	32.72	31.93	32.06	30.79	34.00	33.08	32.47	33.79	34.00	na	35.28	32.98	33.70	33.27	34.08	31.79
ENSG00000101856.10	na	16.21	na	5.70	na	17.90	na	4.19	na	na	na	na	na	12.68	na	na	4.87	19.30	20.07	na	4.63	16.77	na	2.39	na	5.02	na	4.67	12.91	18.54	na	7.83	na	na	13.09
ENSG00000101888.12	16.45	23.24	7.84	20.52	19.64	2.78	21.20	25.55	4.08	.40	26.79	26.73	30.20	5.09	21.88	1.22	10.20	12.32	1.80	1.80	3.43	.89	18.33	28.80	1.31	20.15	na	20.77	20.98	17.26	15.95	9.48	25.98	15.23	5.09
ENSG00000101951.17	na	40.21	na	na	38.08	9.83	2.33	25.01	6.53	19.00	na	na	na	43.66	10.19	40.97	na	12.90	59.10	na	na	.96	na	31.94	27.16	na	23.24	na	4.27	32.01	2.14	5.04	43.36	26.46	na
ENSG00000102007.11	43.43	45.65	44.78	30.50	28.34	26.44	24.27	25.12	9.82	25.55	36.39	58.89	57.38	26.78	22.15	20.71	57.01	25.45	25.67	9.51	24.35	25.92	45.48	55.69	30.40	18.89	2.56	20.66	3.62	19.92	55.48	23.24	20.74	31.25	na
ENSG00000102145.16	53.55	1.14	.62	na	1.61	31.57	na	39.91	1.39	19.67	18.23	1.34	29.59	.90	1.17	34.00	2.57	38.86	2.16	1.53	na	.42	3.48	1.98	20.68	34.65	1.64	3.35	18.12	1.34	.68	2.13	19.10	2.88	1.10
ENSG00000102239.5	7.66	7.31	7.40	8.04	8.25	7.60	8.50	7.95	5.78	8.28	7.34	7.21	8.26	8.21	8.08	7.39	7.32	8.58	7.48	na	7.71	8.00	7.78	6.80	7.82	7.57	7.60	7.68	8.24	8.00	7.10	7.64	8.22	7.59	7.96
ENSG00000102265.12	36.77	.12	22.68	8.69	64.63	.89	.38	5.34	6.06	2.31	na	na	.51	2.67	2.98	45.87	na	na	na	3.29	31.12	3.03	.39	16.09	63.51	na	1.85	36.99	3.62	11.91	57.52	.51	na	9.83	16.24
