Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000026025.16	99.09	100.00	99.96	na	na	na	na	100.00	na	na	94.35	99.67	97.17	na	99.40	na	na	na	na	na	na	100.00	na	na	na	99.94	100.00	99.91	na	na	na	na	99.29	na	na
ENSG00000033100.17	na	98.16	99.44	99.64	99.76	na	na	99.35	99.44	na	97.26	100.00	99.68	na	na	na	99.34	na	98.93	99.10	na	99.98	na	98.98	na	na	99.43	99.63	97.83	na	na	96.89	na	na	99.97
ENSG00000034510.6	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000037042.9	98.06	92.64	na	na	98.24	na	na	89.61	na	na	91.39	93.29	na	96.86	99.06	96.70	94.60	95.64	97.76	99.97	97.91	na	na	98.12	97.94	100.00	96.78	na	98.97	na	97.96	95.09	na	96.98	97.53
ENSG00000037757.14	98.82	100.00	98.07	99.56	97.64	99.98	98.49	96.29	95.54	99.04	95.00	98.68	99.80	98.45	93.97	98.20	98.64	na	98.18	99.95	93.45	99.21	97.49	99.32	98.57	94.07	99.53	97.95	96.00	96.39	98.61	97.38	98.61	97.37	100.00
ENSG00000039987.7	na	99.09	95.12	100.00	98.82	na	100.00	94.50	na	97.96	99.35	97.61	100.00	99.98	na	100.00	100.00	na	na	97.26	100.00	95.87	95.20	96.61	na	100.00	95.69	na	98.61	93.93	100.00	na	na	100.00	97.53
ENSG00000041880.15	98.30	na	99.90	100.00	95.52	99.08	100.00	94.99	na	98.66	99.78	96.95	99.93	99.46	99.08	100.00	95.53	98.53	97.29	97.59	99.36	92.56	99.87	100.00	94.21	99.90	99.31	na	99.11	na	98.86	99.20	100.00	100.00	90.95
ENSG00000043355.12	na	na	na	na	97.11	na	na	na	na	na	85.49	na	na	na	na	na	na	na	na	na	na	100.00	na	na	na	na	na	97.18	na	na	na	100.00	na	na	100.00
ENSG00000044012.4	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000048462.11	na	na	100.00	97.81	92.52	na	100.00	99.97	89.67	85.92	99.89	na	95.94	78.28	87.81	93.38	na	100.00	83.26	100.00	100.00	na	na	na	na	na	85.32	78.14	62.15	68.72	96.72	na	100.00	na	95.04
ENSG00000053372.5	92.26	na	na	na	95.09	na	92.29	90.87	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	94.52	na	na	95.15	na	98.94	na	na	na	na	na	99.52
ENSG00000053438.11	96.77	na	na	99.56	na	na	na	na	na	95.03	98.44	na	98.64	na	na	98.36	97.00	na	na	na	na	na	na	na	na	na	99.64	99.54	na	na	na	na	na	na	na
ENSG00000053501.14	97.94	96.15	98.40	99.48	na	na	99.02	99.74	95.00	93.15	96.24	97.55	99.63	100.00	99.40	98.50	98.68	98.83	98.87	99.47	99.55	98.15	96.10	98.93	89.88	99.89	94.34	94.84	100.00	80.42	98.15	99.69	99.56	na	99.72
ENSG00000054148.18	94.25	95.90	99.94	98.83	98.48	95.14	98.86	na	95.25	99.65	99.31	100.00	na	99.13	na	93.61	89.83	98.69	95.57	na	98.63	98.18	89.87	na	97.37	88.26	99.58	99.06	na	na	98.38	90.95	99.09	98.66	98.40
ENSG00000057757.10	100.00	na	99.79	94.68	98.94	na	94.52	95.08	89.77	92.43	99.82	96.92	95.94	98.63	88.02	99.91	92.75	90.20	95.94	86.99	100.00	99.71	96.63	99.27	98.52	99.39	90.39	99.67	98.90	98.35	98.27	98.44	99.07	98.80	96.41
ENSG00000060491.17	96.34	97.99	96.82	99.51	99.97	na	99.95	96.24	na	99.83	93.67	99.67	94.54	96.70	91.17	95.91	98.93	98.94	94.05	99.10	99.55	98.34	99.69	95.97	96.05	94.85	99.95	100.00	99.94	97.01	100.00	96.19	97.16	na	99.97
ENSG00000061492.12	99.45	96.24	100.00	99.72	92.90	na	98.77	99.29	98.33	98.38	97.09	99.26	99.22	100.00	97.21	98.88	98.13	99.79	99.54	95.64	93.56	95.08	97.67	na	99.38	99.12	99.11	98.46	98.56	95.17	93.74	99.27	na	na	98.63
ENSG00000061656.11	98.40	na	na	85.10	99.21	na	99.43	98.00	na	na	97.27	99.71	100.00	99.82	99.56	98.30	99.66	87.87	99.65	98.64	95.86	99.44	95.12	na	99.08	99.75	98.37	89.62	93.20	na	93.81	99.18	97.18	na	98.39
ENSG00000063322.15	99.89	99.11	98.39	98.48	99.55	98.02	99.53	99.43	98.79	99.74	96.86	99.30	99.37	99.84	99.95	95.34	99.33	99.85	99.69	99.73	99.87	99.90	na	99.17	98.55	100.00	99.42	99.85	100.00	98.55	99.25	99.65	97.65	98.82	na
ENSG00000065518.8	96.30	na	98.54	96.86	95.03	na	na	na	na	na	na	na	96.78	na	92.50	na	98.32	na	na	98.11	na	na	na	na	na	na	na	97.82	98.49	na	96.00	na	97.67	94.34	na
ENSG00000066379.15	99.61	98.40	98.44	na	na	na	93.85	na	96.47	na	83.93	78.88	98.95	99.58	na	97.40	na	99.61	na	97.14	93.02	98.54	97.24	95.71	99.42	99.43	94.69	99.75	97.14	98.25	97.12	97.64	98.12	93.98	98.58
ENSG00000068079.8	99.82	na	97.83	na	na	na	95.33	na	na	na	97.13	97.32	98.81	91.78	97.08	96.50	na	na	99.46	na	88.96	99.59	96.46	99.91	na	90.30	98.39	98.34	99.06	92.55	98.52	99.32	na	na	99.12
ENSG00000069482.7	na	na	na	73.24	82.47	na	na	100.00	na	na	na	100.00	na	66.35	na	na	84.82	na	na	na	94.48	80.04	na	na	100.00	na	85.48	na	92.98	76.30	100.00	76.17	na	na	na
ENSG00000069696.7	100.00	82.76	84.24	82.49	83.04	na	82.24	na	na	na	84.29	83.78	na	na	100.00	na	83.12	83.04	na	83.68	na	na	86.08	83.74	na	100.00	na	na	83.39	83.91	na	84.10	na	na	82.54
ENSG00000070388.12	na	na	na	na	100.00	na	na	100.00	97.34	98.08	na	98.83	98.85	na	na	100.00	98.65	100.00	98.33	99.49	100.00	100.00	na	na	na	100.00	na	na	97.64	99.06	100.00	100.00	na	na	100.00
ENSG00000070404.10	97.20	na	na	99.76	99.68	na	na	na	95.01	96.83	98.80	na	99.62	99.72	na	na	99.39	na	98.96	na	na	na	na	na	99.63	na	na	na	99.72	na	na	98.94	na	na	99.74
ENSG00000071859.15	na	94.70	95.11	na	100.00	na	99.55	100.00	na	96.87	96.65	na	94.78	99.94	na	98.21	na	na	97.74	100.00	98.52	99.35	96.69	98.10	96.61	92.40	na	92.02	98.76	na	95.12	na	na	na	96.59
ENSG00000073067.14	85.02	99.27	92.77	96.55	99.42	na	95.05	100.00	na	98.56	87.51	na	na	97.20	100.00	91.65	84.96	96.73	96.62	95.24	100.00	99.49	na	na	99.70	98.99	100.00	89.63	91.74	93.72	na	99.63	na	na	100.00
ENSG00000073150.14	100.00	97.16	100.00	100.00	99.60	na	100.00	96.64	95.05	100.00	97.67	100.00	97.78	97.90	100.00	100.00	100.00	100.00	100.00	100.00	97.94	98.79	98.32	100.00	98.85	94.34	97.96	98.81	97.94	100.00	100.00	97.83	99.75	100.00	96.10
ENSG00000073598.6	81.69	100.00	81.94	81.36	80.82	81.93	81.41	82.04	80.64	100.00	81.96	100.00	82.04	81.35	81.43	100.00	100.00	80.81	82.02	81.70	81.54	81.18	81.95	82.48	81.72	100.00	80.80	81.62	81.41	100.00	81.91	81.86	81.35	82.31	81.64
ENSG00000077009.14	85.64	97.36	98.77	100.00	100.00	na	96.76	99.49	93.18	94.31	96.49	100.00	92.17	100.00	97.22	100.00	93.81	94.90	95.86	95.38	96.50	98.59	98.33	98.83	99.24	99.02	97.05	97.35	100.00	na	98.65	99.57	94.32	na	93.88
ENSG00000078401.7	87.81	88.80	84.27	100.00	83.42	na	100.00	87.95	88.54	100.00	88.28	100.00	84.60	84.98	100.00	89.06	88.58	88.42	84.99	87.55	88.42	100.00	83.90	100.00	84.78	84.04	83.83	100.00	85.20	84.21	84.76	100.00	83.95	87.76	84.86
ENSG00000078804.13	97.83	96.35	94.86	99.66	97.73	na	99.79	99.27	na	99.53	95.79	98.61	97.22	84.35	98.05	96.57	97.30	97.61	97.70	95.73	99.58	100.00	95.61	98.23	98.64	97.23	99.18	98.91	97.42	98.23	97.06	94.70	99.00	na	97.67
ENSG00000080511.5	100.00	na	88.05	96.56	98.50	na	93.46	96.00	100.00	93.67	100.00	93.18	97.31	97.23	93.76	94.24	99.54	99.40	96.53	97.31	na	na	89.05	94.58	97.18	97.56	93.24	na	na	na	94.83	94.46	na	na	97.08
ENSG00000081721.12	90.93	97.00	97.84	100.00	100.00	99.77	91.52	93.74	93.51	na	97.49	98.95	89.05	na	100.00	100.00	100.00	98.87	94.17	na	91.34	87.35	na	91.69	98.94	84.62	na	100.00	90.07	na	89.37	100.00	99.56	99.52	na
ENSG00000083812.13	96.82	99.39	99.87	99.98	98.90	na	99.06	na	na	na	98.95	na	98.44	99.17	98.53	99.21	98.02	99.66	99.00	99.18	99.53	99.96	na	na	na	99.54	97.41	na	99.89	99.59	97.52	99.85	99.27	98.12	na
ENSG00000083838.17	99.37	95.89	na	97.52	99.85	na	na	97.40	na	99.65	97.32	99.29	na	99.84	99.90	96.54	99.22	97.42	na	100.00	99.04	95.77	na	98.18	94.21	na	92.56	98.22	na	98.21	98.45	99.80	95.17	na	na
ENSG00000083845.9	99.15	97.34	99.94	na	99.97	na	87.78	93.87	na	81.21	99.22	98.66	na	99.66	96.98	92.59	na	97.85	98.91	99.33	99.87	100.00	85.99	97.55	98.63	100.00	99.37	96.84	98.40	na	95.39	96.76	96.40	na	95.65
ENSG00000084207.18	na	99.57	96.06	89.82	96.98	na	98.29	97.07	91.88	96.43	95.46	95.37	98.44	98.69	95.84	97.31	86.89	99.43	98.52	na	99.15	92.80	na	na	98.93	99.11	99.52	na	98.27	na	99.77	95.00	na	na	na
ENSG00000086159.14	98.38	97.33	na	97.80	99.04	97.12	96.74	96.16	88.02	95.81	94.67	96.08	98.26	97.49	93.02	92.00	97.72	98.04	99.28	95.03	97.83	na	na	93.76	na	na	na	97.95	99.16	90.22	na	98.71	99.49	98.45	98.52
ENSG00000086506.3	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000087074.9	97.57	98.37	na	na	na	na	na	97.34	na	99.11	na	99.64	98.46	na	na	na	99.21	99.84	na	na	97.50	99.79	na	na	99.57	na	97.31	99.00	99.05	97.89	na	99.10	na	na	98.90
ENSG00000087077.14	95.58	100.00	98.01	na	99.30	na	99.62	98.28	na	na	98.10	99.96	94.15	99.88	99.98	99.72	99.75	100.00	95.27	87.82	99.48	98.44	na	na	na	99.63	98.99	99.46	97.63	na	97.16	98.09	100.00	na	97.18
ENSG00000087086.15	100.00	100.00	70.47	69.41	69.10	na	100.00	69.81	67.26	100.00	69.06	68.94	77.58	69.02	68.27	70.02	68.29	100.00	69.17	68.83	99.96	68.97	70.14	69.54	100.00	69.12	68.81	100.00	68.87	69.09	100.00	69.57	69.48	na	100.00
ENSG00000087250.9	98.00	93.80	98.32	100.00	na	na	98.28	na	na	na	100.00	100.00	93.11	100.00	100.00	na	100.00	na	99.78	95.94	na	97.99	100.00	na	100.00	100.00	97.22	100.00	89.81	98.00	na	100.00	na	na	100.00
ENSG00000087510.7	na	97.68	na	na	95.05	na	92.69	na	94.92	100.00	na	94.00	91.98	na	na	na	na	na	91.40	100.00	na	na	92.67	100.00	na	100.00	na	90.89	90.66	na	na	na	na	na	92.84
ENSG00000088320.4	85.05	100.00	85.31	85.37	84.55	na	86.56	83.84	84.16	84.64	100.00	85.22	86.33	84.39	84.17	84.43	100.00	100.00	100.00	84.18	86.59	100.00	100.00	89.58	100.00	84.56	83.79	100.00	100.00	90.61	84.27	84.04	85.45	84.26	90.11
ENSG00000089220.5	94.59	87.50	97.90	97.76	91.80	na	97.74	95.53	98.31	95.84	97.87	98.55	88.50	98.93	93.55	97.68	96.80	89.48	94.72	99.09	92.37	95.35	96.61	97.46	100.00	97.76	86.55	96.00	97.11	na	98.82	88.57	96.27	98.75	96.23
ENSG00000089692.9	100.00	98.42	92.53	99.18	93.96	na	90.00	84.69	na	98.62	100.00	94.32	na	98.52	na	na	na	97.54	99.37	na	95.14	96.75	na	na	95.04	98.60	100.00	98.06	99.86	na	93.27	na	na	na	96.78
ENSG00000090104.12	na	na	na	na	na	na	na	95.60	na	na	na	97.16	na	na	98.83	na	88.40	94.42	na	97.69	na	99.72	na	na	na	na	na	98.72	97.15	na	97.83	na	na	na	98.52
ENSG00000090382.7	96.81	94.43	89.14	92.11	98.47	na	99.95	98.39	98.89	100.00	na	na	97.16	95.49	90.76	na	98.09	98.44	na	91.55	na	93.76	100.00	98.36	92.14	97.20	94.58	99.97	na	98.18	na	96.06	na	na	99.97
ENSG00000090932.11	97.29	96.53	100.00	97.63	97.18	na	98.79	97.28	na	99.21	na	97.36	94.56	100.00	na	na	100.00	97.55	99.55	98.74	98.29	na	95.09	92.54	99.33	91.95	100.00	99.09	90.78	95.90	100.00	99.54	87.60	na	96.36
ENSG00000090971.5	97.71	na	99.03	na	na	na	na	na	na	100.00	na	100.00	na	99.36	na	na	93.46	na	na	100.00	na	na	na	na	na	na	99.78	100.00	na	na	100.00	na	na	na	na
ENSG00000091704.10	na	98.58	99.21	100.00	na	na	99.59	na	97.96	92.50	na	93.36	99.61	na	95.60	na	99.57	na	na	99.26	99.20	99.34	na	na	99.78	98.38	99.93	99.65	99.85	98.44	na	na	na	na	93.94
ENSG00000092010.15	96.70	na	99.83	99.52	98.66	99.58	96.98	na	98.56	na	97.59	97.77	99.97	81.08	99.41	98.72	na	98.55	98.40	99.27	100.00	96.39	na	99.93	98.02	97.50	99.21	97.27	99.33	96.40	90.67	99.63	na	na	na
ENSG00000092850.12	97.57	89.67	na	98.77	94.63	na	99.81	99.67	98.33	97.69	96.23	99.34	92.83	99.26	99.70	93.22	96.30	99.94	99.60	96.70	85.94	99.72	88.55	99.47	94.04	96.30	100.00	98.57	94.88	98.92	86.32	99.43	na	na	99.93
ENSG00000095596.12	99.09	98.86	na	99.41	99.96	na	99.15	99.69	na	96.39	96.63	95.94	98.24	98.03	na	98.72	92.65	99.30	97.59	na	96.94	na	na	100.00	na	98.43	99.95	99.96	96.76	na	99.17	na	na	na	na
ENSG00000095739.11	na	94.36	92.99	na	na	na	97.87	93.38	na	na	na	95.79	na	na	95.86	92.28	93.81	na	92.78	93.29	na	97.85	na	97.04	95.79	na	na	99.60	na	na	99.27	na	94.62	na	na
ENSG00000096384.20	99.67	99.39	97.52	100.00	98.09	100.00	96.43	99.86	93.46	99.18	100.00	98.95	94.43	96.30	98.57	na	100.00	98.73	98.62	100.00	100.00	97.54	100.00	99.92	95.94	97.91	na	99.60	97.54	na	98.09	100.00	96.30	97.85	99.84
ENSG00000099377.14	99.86	98.31	98.00	95.56	99.25	na	96.12	93.13	95.67	98.35	97.33	97.16	99.62	93.76	99.19	94.63	94.66	99.75	88.28	99.91	82.10	98.91	91.70	96.92	99.74	99.58	93.39	99.49	96.24	98.46	98.59	97.02	na	na	93.93
ENSG00000099624.8	na	na	97.79	na	na	na	na	99.74	na	na	na	na	na	99.60	na	na	na	na	na	na	98.83	94.34	94.69	na	na	na	99.90	na	99.98	98.93	na	90.61	99.48	na	na
ENSG00000099849.15	97.30	na	97.57	99.35	98.87	na	94.31	na	na	99.34	97.85	98.66	96.94	99.19	99.93	99.17	99.60	98.68	95.50	99.78	98.41	na	98.97	98.86	95.70	99.58	95.15	98.83	97.84	98.86	na	97.09	99.95	99.57	99.40
ENSG00000099860.9	99.41	na	97.92	na	99.51	na	na	na	88.27	na	na	na	na	100.00	na	na	na	na	na	94.34	86.62	na	94.66	na	96.20	na	97.70	na	na	96.84	96.25	97.98	na	97.42	na
ENSG00000100053.10	94.75	95.55	63.39	79.68	99.75	80.85	100.00	100.00	89.26	99.54	79.26	73.18	87.91	100.00	90.91	96.82	83.83	73.67	99.10	86.67	88.17	75.59	70.95	81.63	91.38	81.79	96.76	100.00	96.27	75.51	85.17	88.63	88.62	96.18	78.33
ENSG00000100097.12	na	100.00	77.95	92.79	98.98	na	na	100.00	na	na	na	98.77	na	na	84.20	88.20	86.89	83.89	97.32	92.21	96.59	98.42	92.85	88.82	100.00	78.32	na	na	na	89.75	98.53	93.80	na	na	na
ENSG00000100116.17	96.82	96.98	99.02	99.67	100.00	na	99.05	99.58	91.17	99.30	96.26	97.68	85.35	98.52	99.16	96.84	98.63	na	93.23	99.71	95.84	91.45	92.51	99.11	98.78	96.54	95.21	98.92	99.14	na	97.04	98.76	99.09	na	95.41
ENSG00000100216.6	99.82	99.82	99.78	99.16	100.00	na	99.79	99.87	98.09	100.00	93.90	94.35	99.97	99.84	99.79	100.00	92.92	100.00	100.00	93.02	99.90	92.40	99.85	93.54	99.16	100.00	98.73	95.01	94.66	92.24	100.00	99.76	99.81	95.16	99.05
ENSG00000100253.13	94.13	92.14	97.77	95.26	95.15	na	92.45	100.00	97.97	99.02	98.62	88.26	98.67	99.01	98.37	98.47	98.42	100.00	100.00	93.89	97.99	95.77	99.19	99.54	99.52	96.36	89.91	99.15	92.02	98.50	98.51	96.87	97.23	97.96	91.23
ENSG00000100298.16	95.64	na	92.63	97.10	99.32	na	99.97	na	na	96.71	96.80	98.21	100.00	98.17	99.83	na	98.90	na	90.14	96.01	100.00	97.54	96.56	na	99.60	99.25	na	99.57	99.58	96.38	92.73	97.29	97.98	na	91.78
ENSG00000100941.9	97.16	97.52	97.40	99.62	99.50	96.73	99.62	99.93	96.98	99.93	98.94	98.82	98.65	99.95	98.59	92.22	97.66	98.50	94.61	87.21	96.96	99.94	96.45	97.21	na	na	93.35	100.00	na	100.00	98.19	99.91	97.17	100.00	99.29
ENSG00000100985.7	89.82	92.13	90.56	89.62	87.21	na	86.91	87.39	90.39	91.45	86.43	90.13	85.76	100.00	86.52	85.98	93.91	91.86	89.53	100.00	89.54	86.30	86.43	86.22	86.33	86.88	89.45	100.00	89.69	100.00	89.95	100.00	89.56	na	90.47
ENSG00000101162.4	100.00	95.62	95.02	99.98	95.17	na	99.96	95.63	95.13	100.00	95.27	95.37	100.00	95.36	100.00	94.59	100.00	100.00	95.48	95.33	94.71	95.52	94.96	na	95.60	95.27	100.00	95.43	95.77	96.49	100.00	95.79	na	na	100.00
ENSG00000101189.7	100.00	93.86	92.61	100.00	92.21	na	93.68	99.98	93.74	94.81	100.00	92.54	100.00	93.54	93.45	100.00	91.96	100.00	93.70	93.50	94.07	91.94	91.91	94.39	92.64	99.99	92.36	93.25	94.06	93.96	100.00	93.76	92.19	100.00	93.92
ENSG00000101197.13	95.63	98.62	81.02	92.90	99.81	98.68	97.53	98.84	100.00	98.14	98.17	93.25	81.82	87.99	100.00	81.89	95.41	96.15	94.27	91.86	86.86	95.02	87.34	96.57	99.43	99.21	98.64	98.59	92.00	86.08	94.07	88.01	88.02	87.04	94.98
ENSG00000101335.10	97.97	100.00	100.00	95.49	100.00	na	100.00	100.00	100.00	99.32	95.90	97.66	100.00	95.80	100.00	99.20	100.00	100.00	96.68	100.00	100.00	100.00	97.64	99.73	100.00	97.02	95.58	95.89	100.00	97.94	98.81	100.00	100.00	95.71	95.47
ENSG00000101405.3	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	na	100.00
ENSG00000101856.10	na	100.00	na	99.96	99.67	99.98	na	99.98	na	na	na	na	na	100.00	na	na	100.00	99.98	100.00	na	100.00	100.00	na	100.00	na	100.00	na	100.00	100.00	100.00	na	100.00	na	na	100.00
ENSG00000101888.12	97.12	96.67	99.83	95.13	99.84	na	94.85	97.34	100.00	na	95.85	95.49	91.51	100.00	92.97	99.94	98.33	98.18	100.00	98.70	98.96	99.95	96.13	95.47	99.91	97.44	100.00	97.84	93.52	94.13	99.78	100.00	95.41	100.00	99.70
ENSG00000101951.17	na	82.62	93.77	na	91.23	99.62	97.98	100.00	98.79	97.40	na	na	94.25	72.86	97.71	99.33	na	98.94	79.02	96.15	na	99.47	na	92.70	94.47	na	97.05	na	97.23	100.00	97.80	94.81	98.57	94.25	na
ENSG00000102007.11	91.02	74.81	81.31	98.24	98.65	98.57	99.21	98.92	99.31	98.80	97.82	77.29	77.63	98.78	99.41	99.70	80.23	98.71	99.28	94.37	99.25	98.97	85.65	94.13	98.06	99.55	99.72	99.58	99.97	100.00	85.27	99.38	99.67	98.05	98.44
ENSG00000102145.16	87.47	99.00	na	99.05	na	na	94.94	94.34	98.60	96.79	100.00	100.00	94.77	99.82	99.59	94.45	na	94.87	99.92	98.46	99.46	99.57	na	98.01	96.22	92.11	99.41	97.33	100.00	98.65	na	99.92	97.26	97.11	98.89
ENSG00000102239.5	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000102265.12	94.73	na	96.53	100.00	88.82	na	na	96.02	96.61	98.20	na	93.55	99.64	98.48	97.61	77.21	na	na	94.32	97.17	85.05	97.05	na	100.00	88.19	na	98.30	91.44	96.37	na	91.30	na	na	99.40	100.00
ENSG00000102390.11	89.87	96.81	97.35	96.38	88.49	na	86.21	94.76	100.00	85.86	99.76	86.36	91.45	99.87	81.12	87.31	89.99	99.96	87.43	86.66	89.38	97.95	93.58	100.00	87.20	85.03	97.98	85.52	99.97	83.65	79.31	95.13	92.87	na	92.70
ENSG00000102401.20	99.97	98.98	99.65	99.95	99.76	na	99.81	99.85	99.27	97.80	98.40	99.27	99.51	99.34	97.34	na	100.00	99.41	99.90	99.85	97.89	99.71	99.51	99.79	99.83	97.17	99.98	100.00	99.13	97.92	99.95	99.98	98.09	100.00	99.69
ENSG00000102409.10	100.00	100.00	100.00	na	100.00	na	99.97	100.00	100.00	100.00	100.00	na	na	na	na	100.00	100.00	na	100.00	na	na	100.00	100.00	na	100.00	na	100.00	na	100.00	98.83	100.00	na	na	na	100.00
ENSG00000102854.16	99.63	98.02	na	98.15	99.52	98.04	99.71	100.00	98.21	89.54	98.14	94.51	96.38	100.00	98.60	na	98.06	92.88	100.00	96.29	99.52	99.08	97.53	97.64	98.49	100.00	98.20	na	na	na	na	99.70	99.94	98.52	98.42
ENSG00000102890.16	97.59	98.79	98.43	99.07	na	100.00	96.78	99.16	99.66	99.40	98.56	94.67	96.35	98.95	98.61	98.52	98.66	99.57	96.32	99.77	96.69	98.97	na	99.07	100.00	92.73	99.31	99.28	96.54	na	98.37	100.00	97.95	98.32	98.17
ENSG00000102931.8	97.66	na	na	100.00	90.96	na	98.20	na	na	99.15	100.00	99.63	na	98.80	77.82	98.93	na	93.23	90.68	100.00	na	97.27	95.20	na	97.99	94.23	99.90	98.48	na	92.66	93.80	80.79	na	na	91.15
ENSG00000102962.5	100.00	100.00	100.00	100.00	100.00	na	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.99	100.00	100.00	100.00	100.00	100.00	100.00	99.99	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
ENSG00000102978.13	99.86	na	99.94	99.95	96.01	99.97	96.89	97.89	na	87.74	91.76	96.72	94.08	99.88	na	na	98.00	97.99	91.75	99.92	97.95	98.15	94.05	94.06	99.63	97.77	99.84	95.48	99.59	na	98.56	98.85	98.61	99.87	na
