Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_900
ENSG00000026025.16	90.62%	91.40%	97.59%	89.20%	na	na	na	97.81%	na	na	94.79%	98.78%	93.20%	na	92.41%	na	98.89%	na	na	100.00%	na	100.00%	99.93%	na	na	97.59%	94.98%	98.77%	na	96.83%	na	na	98.11%	na
ENSG00000033100.17	na	89.46%	94.01%	87.16%	90.10%	na	93.44%	92.86%	94.52%	na	91.77%	93.41%	94.01%	94.01%	na	94.01%	na	na	93.94%	92.86%	92.66%	86.75%	na	94.01%	na	na	94.01%	92.87%	94.01%	89.32%	93.43%	92.84%	na	92.05%
ENSG00000034510.6	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000037042.9	74.59%	83.26%	na	na	76.30%	na	na	83.05%	na	na	78.77%	78.42%	na	81.80%	77.97%	82.40%	78.49%	74.51%	73.38%	72.27%	80.17%	na	na	78.90%	78.01%	87.49%	83.29%	na	76.83%	77.97%	83.14%	78.38%	na	82.42%
ENSG00000037757.14	97.13%	96.93%	97.28%	97.41%	97.13%	97.13%	97.13%	97.49%	96.55%	97.11%	97.27%	97.02%	97.24%	97.53%	97.26%	96.93%	96.93%	96.93%	96.93%	97.12%	97.26%	97.29%	97.13%	97.11%	97.29%	97.29%	97.29%	97.38%	97.34%	97.12%	97.20%	97.12%	97.24%	97.09%
ENSG00000039987.7	na	92.27%	91.97%	100.00%	92.27%	na	91.97%	92.27%	na	92.27%	92.27%	92.27%	92.27%	100.00%	na	100.00%	91.97%	na	na	86.87%	92.27%	91.97%	87.53%	92.27%	na	91.57%	92.27%	na	100.00%	100.00%	91.97%	na	na	92.27%
ENSG00000041880.15	94.06%	na	93.81%	89.59%	98.75%	94.34%	98.75%	98.75%	98.75%	98.75%	98.75%	98.75%	98.75%	98.75%	98.75%	90.05%	98.75%	98.75%	98.75%	92.76%	92.76%	92.76%	98.75%	95.84%	89.88%	98.75%	98.75%	na	98.75%	98.75%	98.75%	92.76%	92.85%	92.99%
ENSG00000043355.12	100.00%	na	100.00%	na	100.00%	na	100.00%	100.00%	na	na	100.00%	na	na	na	na	na	na	na	na	100.00%	na	100.00%	100.00%	na	na	na	na	100.00%	na	100.00%	na	100.00%	100.00%	100.00%
ENSG00000044012.4	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000048462.11	na	na	88.26%	100.00%	86.00%	na	88.26%	88.26%	100.00%	85.97%	88.26%	na	86.00%	86.00%	86.00%	100.00%	na	85.97%	86.00%	85.97%	88.26%	na	na	na	na	na	100.00%	88.26%	88.26%	88.26%	100.00%	na	100.00%	100.00%
ENSG00000048545.18	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000053372.5	99.28%	98.98%	97.95%	99.04%	99.30%	na	99.30%	99.29%	98.93%	99.02%	99.04%	99.04%	99.04%	99.30%	99.24%	99.16%	99.07%	98.94%	99.28%	100.00%	99.29%	99.30%	99.06%	99.29%	99.30%	99.04%	99.29%	98.99%	99.06%	99.27%	98.86%	99.01%	99.07%	99.07%
ENSG00000053438.11	85.80%	na	85.80%	85.80%	85.80%	na	na	85.80%	na	85.80%	85.80%	na	85.80%	85.80%	85.80%	85.80%	na	na	85.80%	na	na	na	85.80%	na	na	na	85.80%	85.80%	na	na	na	85.80%	na	na
ENSG00000053501.14	90.13%	90.69%	91.13%	91.76%	91.99%	na	92.25%	90.42%	91.76%	90.92%	90.13%	90.13%	88.80%	88.20%	89.47%	89.90%	90.13%	91.76%	91.76%	91.76%	91.76%	90.13%	88.20%	89.18%	91.76%	88.20%	90.13%	88.80%	84.24%	86.03%	89.18%	90.13%	88.20%	90.73%
ENSG00000054148.18	95.47%	95.34%	93.99%	94.81%	94.85%	95.49%	94.88%	na	95.14%	94.81%	93.99%	94.26%	na	93.99%	na	92.79%	93.99%	94.91%	95.51%	na	95.42%	95.49%	92.79%	na	95.16%	94.85%	94.26%	95.30%	na	na	94.81%	95.49%	94.85%	95.49%
ENSG00000057757.10	94.65%	91.12%	91.45%	91.45%	91.45%	na	91.45%	91.45%	94.59%	100.00%	94.65%	91.35%	91.37%	100.00%	94.65%	91.42%	94.65%	91.45%	91.42%	94.65%	94.65%	91.45%	91.45%	94.65%	94.65%	91.45%	91.45%	94.65%	91.45%	91.45%	94.64%	91.45%	91.45%	91.45%
ENSG00000060491.17	92.16%	92.88%	85.27%	100.00%	81.84%	na	100.00%	100.00%	100.00%	83.01%	100.00%	100.00%	84.83%	84.54%	100.00%	81.18%	77.57%	77.61%	84.93%	100.00%	80.68%	83.09%	82.34%	82.88%	100.00%	84.54%	84.53%	100.00%	84.29%	82.99%	92.88%	84.43%	81.02%	85.79%
ENSG00000061492.12	95.95%	96.57%	96.51%	97.90%	96.04%	na	93.44%	97.64%	96.51%	97.91%	95.97%	97.90%	93.39%	97.91%	96.63%	96.41%	na	96.03%	98.80%	93.38%	96.09%	97.91%	100.00%	na	96.73%	92.88%	96.45%	96.47%	96.09%	96.23%	95.97%	96.18%	na	96.47%
ENSG00000061656.11	87.34%	100.00%	99.62%	92.55%	99.11%	na	99.64%	95.81%	100.00%	100.00%	98.40%	92.93%	95.96%	100.00%	96.93%	92.55%	92.55%	100.00%	92.55%	91.99%	95.96%	95.13%	100.00%	99.64%	99.64%	100.00%	100.00%	98.54%	100.00%	95.31%	100.00%	100.00%	99.04%	95.27%
ENSG00000063322.15	87.75%	87.75%	87.75%	89.15%	87.75%	87.75%	87.75%	87.75%	89.49%	87.75%	87.75%	87.75%	87.75%	87.75%	87.75%	87.75%	89.33%	87.75%	87.75%	87.75%	87.75%	96.72%	87.75%	87.75%	89.15%	87.75%	87.75%	87.75%	87.75%	87.75%	86.80%	87.75%	87.75%	87.75%
ENSG00000065518.8	100.00%	na	100.00%	100.00%	100.00%	na	na	na	na	na	na	na	100.00%	na	100.00%	na	100.00%	na	na	100.00%	na	na	na	na	na	na	na	100.00%	100.00%	na	100.00%	na	100.00%	na
ENSG00000066379.15	87.68%	87.68%	87.68%	na	na	na	87.68%	na	85.81%	na	87.68%	87.68%	87.68%	87.68%	na	85.93%	na	79.37%	na	85.93%	85.93%	79.93%	85.93%	87.68%	87.68%	87.68%	87.68%	87.68%	87.68%	79.93%	87.68%	79.35%	85.92%	87.65%
ENSG00000068079.8	99.40%	99.40%	99.49%	na	99.49%	na	99.40%	99.49%	96.80%	92.01%	99.49%	97.16%	99.40%	99.49%	99.49%	94.56%	na	na	97.23%	na	88.93%	99.49%	99.40%	99.49%	99.40%	99.49%	97.20%	99.40%	99.49%	96.66%	99.49%	99.40%	91.38%	92.07%
ENSG00000069482.7	na	na	na	100.00%	100.00%	na	na	100.00%	na	na	na	98.84%	na	100.00%	na	na	na	na	na	na	100.00%	100.00%	na	na	98.84%	na	100.00%	na	99.96%	99.87%	99.51%	99.96%	na	na
ENSG00000069696.7	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000070388.12	na	na	na	na	99.55%	na	na	99.55%	99.55%	99.55%	na	99.55%	99.55%	na	na	99.55%	na	99.55%	99.55%	99.55%	99.55%	99.55%	na	na	na	99.55%	na	na	99.55%	99.55%	99.55%	99.55%	na	99.55%
ENSG00000070404.10	98.41%	100.00%	100.00%	98.41%	98.41%	na	90.34%	na	92.02%	89.44%	98.41%	na	100.00%	98.41%	na	98.41%	na	na	92.02%	na	na	na	na	na	98.40%	98.41%	na	92.02%	98.41%	na	na	98.41%	na	98.41%
ENSG00000071859.15	na	98.13%	98.10%	na	98.13%	na	100.00%	98.12%	95.64%	98.13%	97.84%	na	96.73%	96.28%	na	98.09%	na	na	97.02%	95.33%	98.12%	98.13%	96.28%	98.13%	98.37%	95.80%	na	95.78%	98.13%	na	95.51%	na	na	94.82%
ENSG00000073067.14	88.41%	86.84%	88.70%	88.72%	85.72%	na	88.71%	86.84%	na	88.72%	83.66%	na	na	87.48%	86.84%	85.54%	na	88.67%	86.83%	88.70%	88.72%	86.84%	88.41%	na	88.41%	80.94%	88.72%	86.84%	83.66%	79.40%	na	83.07%	na	83.66%
ENSG00000073150.14	92.03%	92.03%	93.75%	93.68%	93.75%	na	93.75%	92.03%	93.70%	93.75%	93.75%	92.03%	92.03%	94.00%	93.75%	94.00%	92.03%	92.03%	93.75%	93.75%	93.75%	92.03%	93.75%	93.71%	93.75%	93.75%	92.03%	93.75%	93.75%	93.72%	93.75%	92.03%	92.03%	93.75%
ENSG00000073598.6	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000077009.14	84.33%	82.61%	85.83%	86.26%	74.97%	na	83.84%	86.08%	83.31%	84.83%	84.51%	81.09%	88.07%	85.39%	85.44%	88.81%	82.08%	86.06%	82.08%	86.08%	86.08%	82.10%	84.43%	81.35%	85.39%	85.05%	86.08%	83.31%	83.34%	81.50%	83.25%	75.75%	82.61%	86.94%
ENSG00000078401.7	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000078804.13	99.19%	99.16%	99.28%	99.30%	99.31%	na	99.20%	99.31%	99.80%	99.26%	87.10%	99.31%	99.31%	99.23%	99.20%	99.29%	99.19%	99.20%	99.30%	99.29%	99.20%	99.86%	99.25%	87.10%	99.28%	99.19%	99.85%	99.31%	99.20%	99.30%	99.19%	87.10%	99.92%	87.07%
ENSG00000080511.5	96.47%	na	100.00%	96.47%	100.00%	na	100.00%	100.00%	100.00%	93.55%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	96.95%	96.47%	96.47%	100.00%	na	na	na	100.00%	100.00%	na	96.47%
ENSG00000081721.12	95.23%	91.34%	90.84%	95.13%	94.21%	99.63%	99.55%	99.52%	94.64%	na	94.24%	95.82%	94.16%	na	94.48%	90.32%	92.48%	99.39%	94.24%	na	91.41%	91.38%	na	94.48%	94.08%	99.25%	na	91.34%	94.48%	94.40%	94.24%	95.26%	95.06%	na
ENSG00000083812.13	74.28%	71.90%	66.28%	74.27%	78.49%	na	74.17%	na	74.22%	na	74.16%	na	74.28%	74.25%	74.28%	71.89%	74.27%	71.89%	74.27%	74.28%	74.17%	74.27%	na	na	na	74.28%	74.28%	na	74.28%	74.28%	67.12%	74.28%	74.28%	na
ENSG00000083838.17	99.96%	92.64%	89.01%	85.45%	96.56%	na	na	94.37%	99.95%	92.08%	93.70%	99.91%	96.56%	91.70%	89.06%	93.64%	97.08%	97.38%	na	99.96%	90.20%	96.96%	91.14%	94.86%	99.95%	na	94.15%	94.82%	na	99.99%	95.37%	91.37%	92.61%	na
ENSG00000083845.9	98.92%	100.00%	99.29%	na	97.81%	na	96.10%	98.99%	99.18%	99.23%	100.00%	99.83%	na	97.23%	97.78%	93.89%	na	92.91%	97.12%	99.74%	95.70%	97.36%	100.00%	100.00%	98.97%	93.09%	95.95%	97.98%	95.58%	99.40%	100.00%	100.00%	93.82%	99.67%
ENSG00000084207.18	na	98.91%	96.00%	98.91%	98.91%	na	98.91%	100.00%	98.91%	85.02%	98.91%	97.50%	98.00%	98.91%	95.48%	98.91%	na	96.75%	98.00%	na	85.49%	98.00%	98.91%	na	100.00%	95.78%	96.00%	na	96.34%	98.91%	98.91%	91.70%	na	na
ENSG00000086159.14	76.02%	76.01%	na	93.81%	77.77%	79.58%	82.62%	82.62%	70.25%	90.28%	79.68%	86.06%	76.54%	71.76%	78.08%	76.02%	81.90%	89.83%	76.02%	85.74%	79.87%	na	na	90.28%	na	na	na	76.54%	76.02%	75.93%	na	86.76%	74.20%	90.30%
ENSG00000086506.3	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000087074.9	94.35%	94.35%	na	na	na	na	na	94.35%	94.35%	99.81%	na	99.81%	99.81%	94.35%	na	na	94.35%	94.35%	na	na	94.35%	94.70%	99.81%	na	94.50%	na	94.35%	94.35%	94.70%	94.35%	na	94.35%	na	94.35%
ENSG00000087077.14	92.21%	91.74%	90.11%	91.61%	88.36%	na	91.16%	92.46%	91.07%	89.09%	89.71%	93.22%	92.00%	86.71%	91.61%	90.46%	na	92.46%	92.46%	89.53%	92.46%	89.12%	91.21%	90.42%	na	93.22%	92.60%	90.46%	90.77%	na	92.46%	92.56%	85.54%	87.91%
ENSG00000087086.15	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000087250.9	94.19%	99.97%	100.00%	97.51%	na	na	96.31%	na	99.89%	97.26%	94.19%	97.22%	94.19%	96.76%	97.35%	96.70%	na	na	100.00%	97.26%	na	96.91%	100.00%	na	97.35%	100.00%	94.19%	96.91%	99.97%	96.31%	na	99.89%	na	94.29%
ENSG00000087510.7	na	96.30%	na	na	96.66%	na	96.66%	na	96.68%	96.68%	na	96.68%	96.68%	na	na	na	na	na	96.68%	96.68%	na	na	96.65%	96.62%	na	96.62%	na	96.67%	96.68%	na	na	na	na	96.68%
ENSG00000088320.4	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000089220.5	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000089692.9	86.10%	85.62%	88.44%	85.62%	85.62%	na	88.43%	85.62%	na	83.19%	85.62%	88.44%	na	83.32%	na	na	na	85.62%	85.62%	na	85.62%	83.36%	na	na	88.44%	88.44%	85.62%	83.32%	88.32%	na	88.41%	na	na	88.44%
ENSG00000090104.12	na	na	na	na	na	na	na	97.83%	na	na	na	100.00%	na	na	95.03%	100.00%	na	97.83%	na	100.00%	na	97.06%	na	na	na	100.00%	na	96.64%	97.83%	na	100.00%	97.46%	na	100.00%
ENSG00000090382.7	83.40%	83.40%	83.40%	83.40%	83.40%	na	83.40%	83.40%	83.40%	83.40%	na	na	83.40%	83.40%	83.40%	na	83.40%	83.40%	na	83.40%	na	83.40%	83.40%	83.40%	83.40%	83.40%	83.40%	83.40%	na	83.40%	na	83.40%	na	83.40%
ENSG00000090932.11	90.47%	100.00%	90.57%	100.00%	90.47%	na	90.47%	90.47%	90.53%	90.47%	88.81%	90.47%	100.00%	90.47%	na	90.47%	90.47%	88.82%	90.47%	90.47%	100.00%	na	90.21%	90.47%	100.00%	88.82%	100.00%	100.00%	90.47%	90.47%	82.75%	100.00%	90.47%	90.47%
ENSG00000090971.5	100.00%	na	99.95%	100.00%	na	na	na	na	99.80%	100.00%	na	100.00%	99.45%	99.95%	na	na	na	na	na	99.95%	na	99.45%	99.95%	na	na	na	100.00%	99.45%	na	100.00%	100.00%	na	na	na
ENSG00000091704.10	na	97.94%	87.43%	96.70%	na	na	92.12%	na	96.19%	93.94%	88.72%	95.26%	90.16%	na	97.77%	na	na	na	na	99.95%	92.25%	87.85%	95.87%	na	91.75%	100.00%	99.93%	99.95%	93.22%	95.06%	97.54%	na	na	96.25%
ENSG00000092010.15	94.44%	92.54%	94.55%	94.24%	93.96%	93.52%	94.73%	94.55%	90.27%	94.87%	92.70%	95.43%	92.26%	94.56%	94.55%	94.44%	94.73%	94.21%	94.57%	94.55%	93.64%	91.54%	93.77%	94.26%	94.44%	94.29%	94.56%	94.44%	92.52%	93.74%	93.96%	94.55%	94.21%	92.62%
ENSG00000092850.12	98.03%	97.47%	97.54%	97.51%	84.67%	na	96.72%	97.54%	97.96%	98.01%	98.01%	98.03%	97.53%	98.35%	98.03%	97.81%	na	96.05%	98.03%	98.01%	98.03%	97.96%	96.72%	98.01%	98.03%	96.68%	98.03%	96.69%	98.03%	96.62%	97.99%	98.03%	na	98.01%
ENSG00000095596.12	94.95%	94.95%	94.95%	94.95%	94.95%	na	94.29%	92.07%	na	94.95%	94.29%	94.95%	94.95%	94.29%	na	94.95%	na	96.04%	95.64%	na	95.12%	na	na	94.95%	na	94.95%	94.29%	94.95%	94.95%	94.29%	94.95%	na	na	na
ENSG00000095739.11	na	100.00%	100.00%	na	na	na	100.00%	100.00%	na	na	na	100.00%	na	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	na	na	100.00%	na	na	100.00%	na	100.00%	na
ENSG00000096384.20	99.86%	100.00%	99.86%	99.86%	99.86%	99.86%	99.86%	83.70%	99.82%	99.86%	99.86%	99.86%	83.28%	83.70%	83.74%	99.86%	99.86%	99.86%	99.86%	83.17%	83.28%	83.28%	99.86%	99.82%	99.86%	83.28%	83.17%	83.28%	83.70%	99.86%	99.86%	99.86%	83.70%	99.86%
ENSG00000099377.14	100.00%	98.69%	98.63%	100.00%	90.45%	na	98.34%	99.98%	98.60%	98.82%	91.31%	98.44%	98.22%	99.03%	99.99%	99.17%	na	88.41%	99.03%	98.97%	98.03%	98.86%	90.07%	98.41%	98.77%	99.98%	99.12%	100.00%	99.18%	99.97%	99.21%	99.99%	na	99.15%
ENSG00000099624.8	na	100.00%	100.00%	na	na	na	100.00%	100.00%	98.69%	100.00%	na	99.15%	na	99.15%	na	na	na	na	na	na	100.00%	100.00%	99.15%	na	100.00%	100.00%	100.00%	na	99.15%	100.00%	na	100.00%	100.00%	na
ENSG00000099849.15	98.85%	97.55%	94.07%	98.73%	98.90%	na	92.97%	na	na	98.89%	96.48%	95.93%	96.56%	98.29%	96.03%	96.45%	98.29%	96.08%	96.36%	98.14%	96.08%	na	97.97%	97.57%	95.74%	94.34%	98.35%	98.10%	94.98%	98.93%	na	98.68%	96.23%	98.03%
ENSG00000099860.9	93.97%	na	92.48%	na	93.33%	na	na	na	93.11%	92.48%	na	na	na	92.48%	na	na	na	93.32%	na	93.94%	92.48%	na	93.53%	92.48%	92.48%	na	93.33%	na	na	87.30%	92.48%	92.48%	93.97%	na
ENSG00000100053.10	96.41%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	96.41%	100.00%	100.00%	100.00%	100.00%	97.28%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	96.41%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	96.41%	100.00%	97.19%	96.37%	100.00%	96.41%	100.00%
ENSG00000100097.12	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	96.27%	99.97%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	99.97%	100.00%
ENSG00000100116.17	91.14%	89.15%	86.66%	88.61%	88.61%	na	91.14%	89.13%	85.73%	90.58%	88.81%	85.96%	87.98%	86.89%	87.85%	90.58%	91.73%	91.52%	90.30%	91.39%	87.62%	88.39%	90.84%	88.93%	91.14%	91.52%	91.92%	89.74%	87.43%	91.14%	91.14%	88.44%	91.14%	84.64%
ENSG00000100216.6	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000100253.13	85.51%	79.89%	88.46%	88.46%	84.93%	na	84.93%	82.78%	77.10%	76.99%	88.41%	74.99%	86.38%	83.85%	82.19%	84.87%	73.28%	82.78%	83.85%	82.78%	88.46%	82.78%	82.75%	88.46%	83.85%	88.46%	84.19%	79.90%	88.46%	82.76%	82.66%	77.10%	86.54%	82.19%
ENSG00000100298.16	100.00%	100.00%	98.14%	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	99.07%	na	100.00%	100.00%	100.00%	99.07%	96.42%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	98.35%	100.00%	100.00%
ENSG00000100665.12	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000100836.11	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	97.50%	na	100.00%	94.98%	96.21%	96.22%	96.68%	100.00%	na	95.60%	96.69%	100.00%	100.00%	96.67%	na	100.00%	na	na	100.00%
ENSG00000100941.9	78.07%	80.81%	71.54%	76.25%	79.67%	80.71%	74.70%	80.54%	87.60%	74.78%	74.77%	66.79%	71.55%	77.87%	71.72%	71.48%	62.28%	80.52%	58.39%	71.49%	80.60%	80.71%	58.54%	71.72%	na	na	80.64%	74.62%	na	81.88%	78.07%	80.64%	71.55%	82.55%
ENSG00000100985.7	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
