Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000078401.7	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000078804.13	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	87.50%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	87.50%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	87.50%	100.00%	na	87.50%
ENSG00000080511.5	100.00%	na	100.00%	80.00%	75.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	75.00%	75.00%	100.00%	100.00%	75.00%	75.00%	75.00%	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	na	100.00%	100.00%	na	na	80.00%
ENSG00000081721.12	87.50%	75.00%	62.50%	71.43%	71.43%	85.71%	83.33%	100.00%	71.43%	na	85.71%	87.50%	85.71%	na	85.71%	66.67%	66.67%	85.71%	85.71%	na	75.00%	75.00%	na	71.43%	85.71%	83.33%	na	75.00%	85.71%	na	85.71%	75.00%	75.00%	75.00%	na
ENSG00000083812.13	66.67%	66.67%	50.00%	66.67%	71.43%	na	66.67%	na	na	na	66.67%	na	66.67%	66.67%	66.67%	66.67%	66.67%	66.67%	66.67%	66.67%	66.67%	66.67%	na	na	na	66.67%	66.67%	na	66.67%	66.67%	50.00%	66.67%	66.67%	66.67%	na
ENSG00000083838.17	100.00%	100.00%	na	80.00%	88.89%	na	na	90.00%	na	90.91%	88.89%	88.89%	na	90.00%	91.67%	88.89%	88.89%	91.67%	na	100.00%	90.91%	100.00%	na	100.00%	100.00%	na	77.78%	100.00%	na	85.71%	100.00%	80.00%	100.00%	na	na
ENSG00000083845.9	100.00%	90.00%	100.00%	na	91.67%	na	84.62%	91.67%	na	90.91%	90.00%	90.91%	na	92.31%	81.82%	84.62%	na	75.00%	83.33%	92.31%	91.67%	100.00%	90.00%	90.00%	91.67%	83.33%	84.62%	91.67%	76.92%	na	90.00%	81.82%	85.71%	na	100.00%
ENSG00000084207.18	na	88.89%	77.78%	88.89%	100.00%	na	100.00%	88.89%	88.89%	69.23%	100.00%	88.89%	90.00%	100.00%	90.00%	100.00%	80.00%	90.00%	90.00%	na	66.67%	100.00%	na	na	88.89%	100.00%	88.89%	na	100.00%	na	100.00%	90.00%	na	na	na
ENSG00000086159.14	50.00%	50.00%	na	42.86%	55.56%	50.00%	62.50%	62.50%	60.00%	42.86%	37.50%	50.00%	37.50%	66.67%	37.50%	50.00%	77.78%	55.56%	83.33%	44.44%	57.14%	na	na	42.86%	na	na	na	75.00%	50.00%	66.67%	na	57.14%	42.86%	66.67%	71.43%
ENSG00000086506.3	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000087074.9	85.71%	71.43%	na	na	na	na	na	71.43%	na	100.00%	na	100.00%	83.33%	na	na	na	85.71%	85.71%	na	na	71.43%	85.71%	na	na	85.71%	na	71.43%	71.43%	71.43%	85.71%	na	85.71%	na	na	71.43%
ENSG00000087077.14	90.91%	90.91%	83.33%	na	75.00%	na	90.91%	80.00%	na	na	84.62%	81.82%	92.31%	85.71%	83.33%	90.91%	91.67%	80.00%	80.00%	83.33%	80.00%	81.82%	na	na	na	90.91%	81.82%	81.82%	90.91%	na	80.00%	90.91%	75.00%	na	76.92%
ENSG00000087086.15	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	50.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000087250.9	100.00%	100.00%	100.00%	88.89%	na	na	100.00%	na	na	na	87.50%	87.50%	100.00%	87.50%	87.50%	na	100.00%	na	85.71%	87.50%	na	100.00%	83.33%	na	87.50%	100.00%	87.50%	85.71%	85.71%	85.71%	na	100.00%	na	na	87.50%
ENSG00000087510.7	na	75.00%	na	na	100.00%	na	100.00%	na	100.00%	100.00%	na	100.00%	100.00%	na	na	na	na	na	100.00%	100.00%	na	na	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	na	na	na	na	na	100.00%
ENSG00000088320.4	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000089220.5	100.00%	100.00%	66.67%	66.67%	100.00%	na	66.67%	66.67%	66.67%	66.67%	66.67%	66.67%	100.00%	66.67%	100.00%	66.67%	66.67%	100.00%	66.67%	66.67%	100.00%	66.67%	66.67%	66.67%	100.00%	66.67%	100.00%	100.00%	66.67%	na	66.67%	100.00%	66.67%	66.67%	66.67%
ENSG00000089692.9	85.71%	60.00%	83.33%	80.00%	60.00%	na	83.33%	60.00%	na	83.33%	80.00%	83.33%	na	66.67%	na	na	na	60.00%	60.00%	na	60.00%	83.33%	na	na	83.33%	83.33%	80.00%	66.67%	66.67%	na	66.67%	na	na	na	83.33%
ENSG00000090104.12	na	na	na	na	na	na	na	75.00%	na	na	na	85.71%	na	na	77.78%	na	88.89%	75.00%	na	85.71%	na	90.00%	na	na	na	na	na	77.78%	75.00%	na	85.71%	na	na	na	85.71%
ENSG00000090382.7	75.00%	75.00%	75.00%	75.00%	75.00%	na	75.00%	75.00%	75.00%	75.00%	na	na	75.00%	75.00%	75.00%	na	75.00%	75.00%	na	75.00%	na	75.00%	75.00%	75.00%	75.00%	75.00%	75.00%	75.00%	na	75.00%	na	75.00%	na	na	75.00%
ENSG00000090932.11	66.67%	80.00%	83.33%	80.00%	66.67%	na	66.67%	83.33%	na	66.67%	na	83.33%	80.00%	83.33%	na	na	66.67%	66.67%	83.33%	66.67%	80.00%	na	66.67%	83.33%	80.00%	66.67%	80.00%	80.00%	66.67%	66.67%	71.43%	80.00%	66.67%	na	66.67%
ENSG00000090971.5	66.67%	na	100.00%	na	na	na	na	na	na	100.00%	na	100.00%	na	71.43%	na	na	100.00%	na	na	100.00%	na	na	na	na	na	na	100.00%	83.33%	na	na	100.00%	na	na	na	na
ENSG00000091704.10	na	90.91%	71.43%	84.62%	na	na	78.57%	na	83.33%	83.33%	na	92.86%	76.92%	na	90.91%	na	83.33%	na	na	90.91%	76.92%	71.43%	na	na	78.57%	100.00%	90.91%	90.91%	84.62%	91.67%	na	na	na	na	91.67%
ENSG00000092010.15	91.67%	na	90.91%	92.31%	91.67%	93.33%	100.00%	na	87.50%	na	92.86%	84.62%	92.86%	100.00%	90.91%	91.67%	na	92.31%	100.00%	90.91%	100.00%	100.00%	na	100.00%	91.67%	91.67%	91.67%	91.67%	100.00%	100.00%	100.00%	90.91%	na	na	na
ENSG00000092850.12	83.33%	100.00%	na	100.00%	75.00%	na	75.00%	80.00%	83.33%	100.00%	100.00%	83.33%	100.00%	85.71%	83.33%	100.00%	83.33%	100.00%	83.33%	83.33%	100.00%	83.33%	100.00%	83.33%	100.00%	100.00%	100.00%	85.71%	100.00%	85.71%	100.00%	83.33%	na	na	83.33%
ENSG00000095596.12	85.71%	71.43%	na	85.71%	71.43%	na	85.71%	87.50%	na	85.71%	85.71%	71.43%	85.71%	85.71%	na	71.43%	71.43%	77.78%	87.50%	na	77.78%	na	na	85.71%	na	85.71%	85.71%	71.43%	71.43%	na	71.43%	na	na	na	na
ENSG00000095739.11	na	66.67%	66.67%	na	na	na	66.67%	66.67%	na	na	na	66.67%	na	na	66.67%	66.67%	66.67%	na	66.67%	66.67%	na	66.67%	na	66.67%	66.67%	na	na	66.67%	na	na	66.67%	na	66.67%	na	na
ENSG00000096384.20	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	83.33%	100.00%	100.00%	100.00%	100.00%	83.33%	83.33%	83.33%	na	100.00%	100.00%	100.00%	83.33%	83.33%	83.33%	100.00%	75.00%	100.00%	83.33%	na	83.33%	83.33%	na	100.00%	100.00%	83.33%	100.00%	80.00%
ENSG00000099377.14	100.00%	100.00%	83.33%	100.00%	87.50%	na	100.00%	100.00%	100.00%	100.00%	77.78%	100.00%	90.00%	100.00%	100.00%	100.00%	100.00%	85.71%	87.50%	100.00%	87.50%	100.00%	75.00%	100.00%	100.00%	100.00%	88.89%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%
ENSG00000099624.8	na	na	100.00%	na	na	na	na	88.89%	na	na	na	na	na	90.00%	na	na	na	na	na	na	100.00%	88.89%	90.00%	na	na	na	88.89%	na	90.00%	88.89%	na	100.00%	88.89%	na	na
ENSG00000099849.15	90.91%	na	100.00%	100.00%	100.00%	na	84.62%	na	na	90.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	90.00%	na	90.91%	100.00%	100.00%	92.31%	100.00%	100.00%	100.00%	100.00%	na	90.91%	100.00%	100.00%	100.00%
ENSG00000099860.9	88.89%	na	85.71%	na	87.50%	na	na	na	87.50%	na	na	na	na	85.71%	na	na	na	na	na	88.89%	85.71%	na	75.00%	na	71.43%	na	75.00%	na	na	75.00%	71.43%	85.71%	na	87.50%	na
ENSG00000100053.10	75.00%	75.00%	75.00%	75.00%	100.00%	75.00%	100.00%	100.00%	66.67%	66.67%	75.00%	100.00%	100.00%	100.00%	66.67%	100.00%	66.67%	75.00%	100.00%	100.00%	66.67%	100.00%	66.67%	75.00%	66.67%	100.00%	66.67%	100.00%	100.00%	100.00%	75.00%	75.00%	100.00%	100.00%	75.00%
ENSG00000100097.12	na	100.00%	83.33%	83.33%	85.71%	na	na	100.00%	na	na	na	100.00%	na	na	80.00%	100.00%	80.00%	100.00%	100.00%	100.00%	83.33%	83.33%	100.00%	83.33%	100.00%	100.00%	na	na	na	100.00%	100.00%	83.33%	na	na	na
ENSG00000100116.17	77.78%	83.33%	76.92%	81.82%	84.62%	na	77.78%	81.82%	75.00%	77.78%	72.73%	81.82%	83.33%	84.62%	75.00%	88.89%	80.00%	na	84.62%	90.00%	83.33%	75.00%	90.00%	81.82%	77.78%	90.00%	81.82%	90.00%	75.00%	na	88.89%	83.33%	77.78%	na	71.43%
ENSG00000100216.6	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000100253.13	57.14%	42.86%	62.50%	62.50%	55.56%	na	55.56%	62.50%	37.50%	37.50%	75.00%	33.33%	57.14%	50.00%	50.00%	55.56%	42.86%	62.50%	66.67%	50.00%	62.50%	50.00%	50.00%	62.50%	50.00%	62.50%	55.56%	42.86%	75.00%	50.00%	50.00%	37.50%	57.14%	57.14%	60.00%
ENSG00000100298.16	85.71%	na	100.00%	85.71%	85.71%	na	88.89%	na	na	100.00%	100.00%	87.50%	100.00%	88.89%	100.00%	na	100.00%	na	100.00%	85.71%	100.00%	88.89%	85.71%	na	87.50%	85.71%	na	85.71%	85.71%	85.71%	100.00%	90.00%	85.71%	na	100.00%
ENSG00000100941.9	75.00%	66.67%	55.56%	63.64%	69.23%	77.78%	50.00%	66.67%	75.00%	70.00%	70.00%	60.00%	55.56%	75.00%	55.56%	55.56%	45.45%	66.67%	50.00%	55.56%	77.78%	77.78%	50.00%	66.67%	na	na	77.78%	70.00%	na	60.00%	75.00%	66.67%	66.67%	62.50%	80.00%
ENSG00000100985.7	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	50.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000101162.4	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%
ENSG00000101189.7	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000101197.13	100.00%	80.00%	100.00%	66.67%	100.00%	100.00%	66.67%	75.00%	66.67%	100.00%	75.00%	100.00%	100.00%	100.00%	80.00%	100.00%	60.00%	66.67%	50.00%	66.67%	60.00%	50.00%	50.00%	100.00%	75.00%	50.00%	75.00%	75.00%	66.67%	100.00%	50.00%	80.00%	80.00%	80.00%	80.00%
ENSG00000101335.10	66.67%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
