Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_900
ENSG00000078804.13	0.03%	0.03%	0.03%	0.03%	0.03%	na	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.04%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.04%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%
ENSG00000080511.5	0.03%	na	0.03%	0.03%	0.03%	na	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	na	na	0.03%	0.03%	0.03%	0.03%	0.03%	na	na	na	0.03%	0.03%	na	0.03%
ENSG00000081721.12	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	na	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	na
ENSG00000083812.13	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	na	0.02%	na	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	na	na	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	na
ENSG00000083838.17	0.05%	0.05%	0.05%	0.05%	0.05%	na	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	na
ENSG00000083845.9	0.07%	0.07%	0.07%	na	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	na	0.07%	0.07%	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%
ENSG00000084207.18	na	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	na	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	0.06%	na	na
ENSG00000086159.14	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	na	0.02%	na	na	na	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%
ENSG00000086506.3	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%
ENSG00000087074.9	0.04%	0.04%	na	na	na	na	na	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	na	na	0.04%	0.04%	na	na	0.04%	0.04%	0.04%	na	0.04%	na	0.04%	0.04%	0.04%	0.04%	na	0.04%	na	0.04%
ENSG00000087077.14	0.06%	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	0.06%
ENSG00000087086.15	0.01%	0.01%	0.01%	0.01%	0.01%	na	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%
ENSG00000087250.9	0.05%	0.05%	0.05%	0.05%	na	na	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	na	0.05%	0.05%	na	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	na	0.05%
ENSG00000087510.7	na	0.02%	na	na	0.02%	na	0.02%	na	0.02%	0.02%	na	0.02%	0.02%	na	na	na	na	na	0.02%	0.02%	na	na	0.02%	0.02%	na	0.02%	na	0.02%	0.02%	na	na	na	na	0.02%
ENSG00000088320.4	0.01%	0.01%	0.01%	0.01%	0.01%	na	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%
ENSG00000089220.5	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%
ENSG00000089692.9	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	na	0.02%	0.02%	0.02%	na	0.02%	na	na	na	0.02%	0.02%	na	0.02%	0.02%	na	na	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	na	na	0.02%
ENSG00000090104.12	na	na	na	na	na	na	na	0.05%	na	na	na	0.05%	na	na	0.05%	0.05%	na	0.05%	na	0.05%	na	0.05%	na	na	na	0.05%	na	0.05%	0.05%	na	0.05%	0.05%	na	0.05%
ENSG00000090382.7	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	na	na	0.02%	0.02%	0.02%	na	0.02%	0.02%	na	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	na	0.02%	na	0.02%
ENSG00000090932.11	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%
ENSG00000090971.5	0.04%	na	0.04%	0.04%	na	na	na	na	0.04%	0.04%	na	0.04%	0.04%	0.04%	na	na	na	na	na	0.05%	na	0.04%	0.04%	na	na	na	0.04%	0.04%	na	0.04%	0.04%	na	na	na
ENSG00000091704.10	na	0.07%	0.07%	0.07%	na	na	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%	na	0.07%	na	na	na	na	0.07%	0.07%	0.07%	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	na	na	0.07%
ENSG00000092010.15	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%
ENSG00000092850.12	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.03%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%
ENSG00000095596.12	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	na	0.04%	0.04%	na	0.04%	na	na	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	na	na	na
ENSG00000095739.11	na	0.02%	0.02%	na	na	na	0.02%	0.02%	na	na	na	0.02%	na	na	0.02%	0.02%	0.02%	na	0.02%	0.02%	na	0.02%	na	0.02%	0.02%	na	na	0.02%	na	na	0.02%	na	0.02%	na
ENSG00000096384.20	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%
ENSG00000099377.14	0.03%	0.03%	0.03%	0.03%	0.03%	na	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	na	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	na	0.03%
ENSG00000099624.8	na	0.06%	0.06%	na	na	na	0.06%	0.06%	0.06%	0.06%	na	0.06%	na	0.06%	na	na	na	na	na	na	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	na	0.06%	0.06%	na	0.06%	0.06%	na
ENSG00000099849.15	0.06%	0.06%	0.06%	0.06%	0.06%	na	0.06%	na	na	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%
ENSG00000099860.9	0.05%	na	0.05%	na	0.05%	na	na	na	0.05%	0.05%	na	na	na	0.05%	na	na	na	0.05%	na	0.05%	0.05%	na	0.05%	0.05%	0.05%	na	0.05%	na	na	0.05%	0.05%	0.05%	0.05%	na
ENSG00000100053.10	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%
ENSG00000100097.12	0.05%	0.05%	0.05%	0.05%	0.05%	na	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%
ENSG00000100116.17	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%
ENSG00000100216.6	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%
ENSG00000100253.13	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%
ENSG00000100298.16	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%
ENSG00000100665.12	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%
ENSG00000100836.11	0.06%	0.06%	0.06%	0.06%	na	na	0.06%	0.06%	0.06%	0.06%	na	na	0.06%	0.06%	0.06%	0.06%	na	0.07%	0.06%	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	0.06%	0.06%	na	0.06%	na	na	0.06%
ENSG00000100941.9	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.05%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	na	na	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%
ENSG00000100985.7	0.02%	0.01%	0.01%	0.01%	0.01%	na	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.02%	0.01%	0.01%	0.01%	0.01%	0.01%	0.02%	0.01%	0.01%	0.01%	0.01%
