Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000026025.16	94.66%	96.89%	98.41%	86.57%	na	95.61%	na	96.70%	na	na	93.33%	89.70%	95.67%	na	88.12%	na	84.80%	na	na	87.81%	na	89.70%	89.32%	na	na	88.52%	88.96%	95.82%	na	91.74%	na	na	87.49%	86.72%	na
ENSG00000033100.17	na	92.84%	89.48%	87.47%	93.14%	97.68%	86.65%	84.49%	89.67%	na	92.87%	97.76%	85.60%	95.76%	na	90.90%	87.96%	na	89.32%	88.34%	95.23%	85.02%	na	85.81%	na	na	91.50%	89.26%	92.48%	93.48%	86.42%	90.67%	na	88.16%	86.45%
ENSG00000034510.6	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000037042.9	88.68%	97.85%	na	na	91.94%	na	na	97.54%	na	na	94.28%	95.98%	na	91.64%	100.00%	91.86%	98.21%	91.85%	89.75%	97.47%	91.97%	na	na	92.35%	96.52%	93.70%	96.13%	na	85.94%	97.83%	91.42%	95.92%	na	95.37%	93.31%
ENSG00000037757.14	99.76%	100.00%	94.59%	99.79%	99.55%	98.79%	91.49%	98.42%	85.67%	100.00%	98.13%	100.00%	99.44%	92.11%	96.74%	98.95%	100.00%	99.98%	100.00%	97.44%	99.55%	99.85%	98.28%	99.88%	83.48%	97.97%	95.04%	98.57%	98.27%	93.42%	100.00%	100.00%	97.85%	91.97%	97.55%
ENSG00000039987.7	na	98.29%	96.48%	87.85%	87.72%	93.14%	85.63%	88.95%	na	91.91%	87.75%	90.48%	86.99%	96.51%	na	97.97%	92.13%	na	na	85.65%	87.71%	92.94%	96.65%	87.71%	na	93.93%	88.13%	na	98.84%	94.37%	95.85%	na	na	87.68%	87.67%
ENSG00000041880.15	99.94%	na	90.75%	98.37%	97.17%	97.32%	97.87%	92.21%	100.00%	100.00%	96.71%	93.22%	91.64%	93.20%	92.64%	93.10%	97.03%	98.16%	95.70%	90.59%	97.54%	94.90%	96.70%	92.36%	90.40%	97.94%	98.62%	na	99.85%	99.98%	94.64%	99.97%	98.11%	98.45%	96.28%
ENSG00000043355.12	96.12%	na	94.66%	na	100.00%	100.00%	96.13%	98.28%	na	na	98.97%	na	na	na	na	na	na	na	na	na	na	96.89%	96.14%	na	na	na	na	100.00%	na	96.15%	na	100.00%	98.28%	na	100.00%
ENSG00000044012.4	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000048462.11	na	na	96.27%	90.25%	89.70%	97.09%	96.18%	96.19%	82.46%	92.12%	96.24%	na	90.24%	89.70%	89.70%	89.71%	na	92.26%	89.71%	93.48%	92.12%	na	na	na	na	na	89.70%	89.70%	87.66%	91.27%	94.89%	na	96.20%	na	94.30%
ENSG00000048545.18	90.22%	90.22%	90.22%	90.22%	91.19%	90.22%	90.22%	87.70%	54.17%	90.22%	90.22%	90.22%	87.70%	87.70%	87.70%	90.22%	87.77%	83.70%	87.70%	90.22%	86.56%	87.70%	84.84%	84.82%	84.93%	90.22%	90.22%	90.22%	90.22%	87.70%	87.77%	90.22%	87.70%	90.22%	90.22%
ENSG00000053372.5	93.44%	96.29%	82.36%	96.10%	92.05%	90.92%	97.44%	97.33%	82.59%	90.93%	96.48%	100.00%	81.86%	90.92%	90.95%	96.69%	96.87%	90.89%	96.10%	na	96.38%	96.10%	90.92%	97.24%	100.00%	82.13%	96.93%	96.48%	96.96%	99.20%	96.47%	96.30%	90.92%	96.10%	98.35%
ENSG00000053438.11	92.92%	na	99.14%	98.23%	99.12%	na	na	98.24%	na	91.75%	99.29%	na	98.60%	100.00%	97.53%	94.70%	94.54%	na	100.00%	na	na	na	98.90%	na	na	na	98.85%	95.41%	na	na	na	98.23%	99.27%	97.71%	na
ENSG00000053501.14	92.65%	94.16%	93.47%	95.03%	94.05%	87.85%	89.88%	86.24%	84.38%	97.63%	98.93%	89.11%	95.29%	97.80%	69.68%	96.29%	93.18%	96.89%	93.41%	90.19%	98.16%	94.88%	95.10%	95.20%	97.63%	95.09%	93.25%	91.78%	96.62%	97.66%	97.69%	88.78%	98.74%	94.70%	90.60%
ENSG00000054148.18	83.78%	99.83%	99.61%	98.99%	98.93%	98.15%	98.93%	na	87.19%	99.91%	98.62%	98.70%	na	98.69%	na	97.78%	94.10%	89.96%	99.66%	na	98.72%	98.58%	99.55%	na	98.51%	95.82%	98.15%	99.96%	na	na	99.81%	94.68%	98.73%	98.12%	98.51%
ENSG00000057757.10	94.50%	85.48%	100.00%	98.39%	98.85%	98.85%	98.39%	99.14%	85.68%	95.77%	90.38%	97.03%	90.36%	100.00%	91.29%	99.93%	92.53%	96.10%	98.39%	90.42%	93.68%	100.00%	96.71%	98.85%	98.72%	100.00%	95.98%	100.00%	98.85%	100.00%	98.85%	100.00%	98.85%	98.72%	99.14%
ENSG00000060491.17	98.18%	96.48%	95.96%	98.81%	97.64%	98.14%	97.89%	100.00%	100.00%	96.36%	98.74%	98.97%	97.10%	95.79%	94.47%	96.59%	100.00%	98.81%	99.26%	100.00%	98.81%	98.16%	100.00%	99.52%	99.15%	97.58%	96.57%	99.12%	96.41%	98.30%	96.11%	97.84%	99.31%	97.07%	100.00%
ENSG00000061492.12	95.72%	89.96%	86.54%	92.93%	84.01%	95.66%	85.88%	92.93%	87.34%	92.91%	97.63%	88.05%	92.51%	85.88%	92.94%	98.53%	92.93%	86.10%	92.93%	95.33%	92.33%	93.66%	97.25%	98.77%	92.91%	85.83%	86.04%	97.80%	85.83%	88.06%	92.33%	87.69%	93.01%	96.66%	96.99%
ENSG00000061656.11	91.87%	91.58%	90.83%	98.45%	88.96%	92.44%	93.96%	91.73%	97.09%	97.06%	87.44%	94.80%	91.34%	90.63%	88.36%	91.84%	92.14%	93.89%	94.42%	86.54%	88.79%	92.77%	91.25%	85.03%	88.58%	91.82%	92.17%	92.89%	93.07%	96.19%	96.60%	89.95%	93.03%	77.30%	95.44%
ENSG00000063322.15	98.04%	98.55%	96.00%	96.12%	96.20%	97.60%	96.48%	97.99%	94.83%	98.03%	96.08%	95.91%	94.20%	98.07%	95.55%	96.98%	97.93%	97.97%	95.54%	97.95%	94.20%	98.06%	98.40%	98.29%	95.78%	97.93%	96.56%	97.94%	98.01%	96.25%	95.53%	95.20%	97.35%	97.30%	97.94%
ENSG00000065518.8	96.26%	na	100.00%	97.05%	91.29%	na	na	na	na	na	na	na	90.98%	na	96.25%	na	89.71%	na	na	96.08%	na	na	na	na	na	na	na	96.16%	94.79%	na	96.62%	na	96.16%	91.93%	na
ENSG00000066379.15	91.45%	97.98%	92.16%	na	na	na	96.35%	na	88.74%	na	96.56%	89.12%	90.44%	90.46%	na	99.85%	na	91.34%	na	95.87%	91.86%	92.82%	92.43%	98.96%	88.81%	92.07%	98.26%	90.46%	98.21%	97.83%	95.18%	98.71%	97.76%	97.83%	97.27%
ENSG00000068079.8	92.82%	92.19%	91.02%	na	93.04%	na	93.43%	93.05%	91.64%	89.73%	96.90%	93.36%	91.62%	88.00%	93.33%	97.55%	na	na	95.15%	na	90.23%	92.41%	91.87%	91.50%	92.58%	91.20%	89.50%	93.86%	94.15%	92.78%	94.75%	98.92%	89.31%	94.84%	93.53%
ENSG00000069482.7	na	na	na	83.33%	88.63%	81.84%	na	81.84%	na	na	na	90.73%	na	83.33%	na	na	88.63%	na	na	na	77.45%	87.36%	na	na	90.73%	na	87.36%	na	83.40%	83.92%	90.73%	83.40%	na	na	na
ENSG00000069696.7	100.00%	95.58%	94.62%	94.63%	94.63%	94.63%	94.63%	100.00%	100.00%	100.00%	94.59%	94.63%	100.00%	100.00%	100.00%	98.30%	94.63%	94.63%	100.00%	96.43%	95.73%	95.73%	100.00%	94.60%	100.00%	100.00%	98.30%	98.30%	94.63%	94.63%	100.00%	94.63%	95.73%	100.00%	94.61%
ENSG00000070388.12	na	na	na	na	100.00%	na	na	99.97%	100.00%	99.23%	na	99.92%	99.92%	na	na	99.97%	99.58%	99.97%	99.16%	99.95%	99.98%	100.00%	na	na	na	99.97%	na	na	99.11%	99.16%	99.97%	99.97%	na	99.11%	100.00%
ENSG00000070404.10	96.78%	99.27%	94.87%	94.88%	94.24%	94.24%	91.30%	na	98.36%	96.35%	94.73%	na	94.25%	96.08%	na	97.43%	95.23%	na	96.57%	na	na	na	na	94.35%	94.33%	95.68%	na	98.54%	96.61%	na	na	94.32%	na	na	94.13%
ENSG00000071859.15	na	96.27%	95.27%	na	96.85%	99.98%	95.29%	94.00%	91.57%	92.01%	97.50%	na	97.99%	90.29%	na	97.23%	90.48%	na	92.04%	98.08%	96.39%	90.72%	92.17%	89.34%	99.10%	97.57%	na	95.72%	92.67%	na	95.36%	na	97.03%	88.56%	94.92%
ENSG00000073067.14	92.62%	99.45%	97.59%	93.14%	99.79%	99.37%	97.73%	99.37%	na	90.40%	97.73%	na	na	95.78%	93.54%	97.24%	93.70%	90.60%	97.49%	95.79%	97.46%	100.00%	89.74%	na	94.29%	94.63%	99.95%	95.79%	96.12%	94.61%	na	94.69%	95.74%	99.54%	93.23%
ENSG00000073150.14	100.00%	96.39%	100.00%	100.00%	100.00%	99.37%	99.38%	92.32%	73.26%	99.23%	93.88%	99.44%	93.00%	91.20%	100.00%	99.38%	95.54%	100.00%	100.00%	100.00%	92.62%	91.28%	97.02%	100.00%	100.00%	93.84%	93.56%	100.00%	100.00%	100.00%	99.37%	96.37%	100.00%	100.00%	93.93%
ENSG00000073598.6	83.05%	100.00%	82.97%	83.05%	83.00%	83.00%	83.05%	83.05%	84.62%	100.00%	83.05%	100.00%	83.05%	83.05%	83.05%	100.00%	100.00%	83.00%	83.05%	83.05%	83.00%	83.05%	82.98%	82.97%	82.97%	100.00%	83.05%	83.05%	83.05%	100.00%	82.99%	82.97%	83.05%	83.05%	83.05%
ENSG00000077009.14	96.38%	100.00%	99.42%	99.63%	99.77%	97.13%	99.77%	100.00%	99.54%	94.81%	99.31%	99.71%	96.50%	99.54%	98.49%	99.72%	95.71%	94.47%	99.64%	98.85%	100.00%	100.00%	99.61%	100.00%	100.00%	100.00%	99.19%	99.77%	99.64%	99.56%	94.93%	98.61%	97.18%	99.65%	93.97%
ENSG00000078401.7	94.75%	92.86%	92.71%	100.00%	92.71%	92.71%	100.00%	92.86%	90.86%	100.00%	94.75%	100.00%	92.71%	92.71%	100.00%	92.77%	92.83%	94.75%	92.70%	92.86%	92.86%	100.00%	92.51%	100.00%	92.71%	92.70%	92.71%	100.00%	92.71%	92.70%	92.69%	100.00%	92.71%	94.75%	92.71%
ENSG00000078804.13	96.82%	98.91%	100.00%	99.94%	88.33%	98.90%	100.00%	98.89%	99.55%	99.79%	98.88%	99.66%	98.79%	98.90%	99.83%	99.10%	99.10%	98.87%	98.73%	88.52%	99.23%	100.00%	99.04%	99.38%	99.53%	98.43%	100.00%	98.47%	100.00%	99.18%	98.42%	98.41%	97.04%	98.42%	98.56%
ENSG00000080511.5	99.94%	na	95.00%	95.62%	96.13%	na	94.35%	94.26%	100.00%	92.98%	98.03%	94.26%	97.90%	97.91%	95.00%	93.57%	100.00%	100.00%	97.91%	83.33%	na	na	94.24%	95.10%	96.46%	94.13%	92.66%	na	na	na	92.64%	92.80%	na	94.25%	95.61%
ENSG00000081721.12	97.97%	92.22%	95.85%	94.28%	93.64%	99.44%	93.14%	91.87%	94.04%	na	98.00%	97.03%	89.31%	na	89.81%	94.12%	93.83%	99.54%	99.89%	na	88.53%	95.44%	na	96.26%	88.00%	94.17%	na	93.37%	92.13%	96.73%	90.38%	95.69%	96.50%	90.58%	na
ENSG00000083812.13	97.59%	99.84%	100.00%	99.79%	99.51%	na	95.86%	na	100.00%	na	98.44%	na	96.48%	89.27%	96.48%	100.00%	97.25%	99.81%	97.69%	85.94%	95.86%	97.28%	na	na	na	97.38%	100.00%	na	99.77%	100.00%	99.51%	100.00%	95.83%	100.00%	na
ENSG00000083838.17	91.87%	96.69%	98.46%	95.88%	97.23%	95.71%	na	99.41%	92.14%	88.35%	89.38%	94.04%	92.71%	93.44%	95.60%	94.66%	96.60%	92.49%	na	94.88%	93.94%	93.02%	91.65%	96.58%	97.54%	na	95.43%	95.73%	na	83.67%	96.85%	95.78%	93.56%	96.78%	na
ENSG00000083845.9	87.96%	70.53%	80.13%	na	87.85%	na	83.97%	92.58%	82.79%	94.70%	93.72%	89.00%	na	88.95%	84.86%	94.66%	na	85.22%	80.11%	81.63%	95.64%	81.32%	98.99%	84.80%	83.49%	88.31%	84.62%	91.32%	83.69%	83.58%	80.89%	82.63%	83.86%	90.80%	94.78%
ENSG00000084207.18	na	93.53%	91.50%	87.08%	82.54%	91.46%	91.10%	92.05%	85.49%	95.36%	86.05%	90.30%	86.86%	86.54%	79.17%	97.16%	86.24%	91.90%	93.61%	na	88.40%	85.91%	88.53%	91.49%	94.77%	85.53%	90.71%	na	91.66%	91.90%	92.78%	95.50%	92.44%	92.65%	na
ENSG00000086159.14	97.99%	94.02%	na	97.56%	95.79%	97.47%	97.59%	96.99%	88.31%	96.18%	97.71%	97.84%	95.50%	97.68%	93.95%	96.18%	95.52%	97.65%	93.22%	97.55%	98.27%	na	na	96.79%	na	na	na	93.99%	97.56%	97.69%	na	94.03%	100.00%	97.74%	95.07%
ENSG00000086506.3	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000087074.9	95.99%	90.43%	na	na	na	na	na	86.26%	95.93%	98.11%	na	95.55%	96.82%	98.07%	na	na	89.86%	95.41%	na	na	91.31%	90.05%	94.26%	na	89.28%	na	92.14%	89.61%	89.30%	93.57%	na	92.16%	na	na	91.01%
ENSG00000087077.14	94.29%	99.36%	92.92%	97.98%	97.32%	96.20%	98.36%	93.02%	95.62%	92.37%	96.79%	93.59%	99.21%	95.21%	98.64%	95.94%	97.51%	100.00%	95.76%	95.83%	93.15%	99.95%	99.07%	97.77%	na	96.29%	94.73%	97.62%	94.08%	na	96.76%	97.02%	93.93%	94.98%	98.89%
ENSG00000087086.15	100.00%	100.00%	89.44%	89.30%	89.47%	89.47%	100.00%	89.47%	89.69%	100.00%	89.47%	89.46%	100.00%	89.47%	89.47%	89.40%	89.29%	100.00%	89.47%	89.47%	100.00%	89.47%	89.43%	89.46%	100.00%	89.46%	89.47%	100.00%	89.47%	89.47%	100.00%	89.30%	89.47%	89.47%	100.00%
ENSG00000087250.9	99.92%	97.84%	95.61%	93.63%	na	na	93.51%	na	94.16%	93.43%	93.17%	93.30%	96.04%	93.25%	93.17%	95.73%	93.74%	na	98.58%	90.23%	na	93.36%	91.47%	93.68%	95.16%	95.19%	89.28%	93.17%	89.31%	92.54%	na	99.39%	na	88.86%	93.17%
ENSG00000087510.7	na	90.55%	na	na	94.84%	na	93.84%	na	82.16%	94.84%	na	89.16%	88.72%	na	na	na	na	na	93.84%	95.84%	na	na	90.36%	94.33%	na	94.33%	na	93.84%	93.84%	na	na	na	na	na	94.84%
ENSG00000088320.4	91.64%	100.00%	94.81%	94.77%	91.64%	94.81%	94.81%	91.77%	98.66%	91.80%	100.00%	91.64%	94.81%	91.64%	91.64%	91.64%	100.00%	100.00%	100.00%	91.64%	94.81%	100.00%	100.00%	92.97%	100.00%	91.64%	91.64%	100.00%	100.00%	93.02%	91.84%	91.64%	91.80%	91.64%	92.97%
ENSG00000089220.5	93.11%	93.09%	97.33%	97.33%	93.11%	93.11%	97.33%	98.02%	96.75%	98.02%	97.33%	97.33%	93.11%	97.33%	93.11%	97.32%	98.02%	93.11%	98.02%	na	93.11%	97.39%	98.02%	97.32%	98.63%	97.32%	93.11%	92.58%	97.33%	100.00%	97.33%	93.10%	98.02%	97.33%	97.33%
ENSG00000089692.9	92.25%	92.68%	93.04%	97.70%	92.31%	94.82%	95.44%	90.99%	na	88.88%	96.95%	91.45%	na	90.79%	na	na	na	90.84%	99.87%	na	92.66%	87.85%	na	86.95%	93.56%	91.19%	92.15%	92.44%	92.60%	na	93.54%	na	na	96.54%	89.14%
ENSG00000090104.12	na	na	na	na	na	86.99%	na	86.81%	na	na	na	97.66%	na	na	97.35%	95.13%	98.63%	96.47%	na	94.90%	na	98.42%	na	98.02%	na	91.72%	na	86.85%	98.53%	na	98.53%	80.68%	na	na	92.33%
ENSG00000090382.7	96.82%	97.96%	98.87%	97.21%	96.82%	na	99.88%	96.82%	99.56%	99.93%	na	na	100.00%	97.14%	97.80%	na	96.81%	99.26%	na	97.21%	na	97.17%	98.38%	94.67%	97.20%	97.21%	97.21%	99.96%	na	96.82%	na	97.21%	na	99.28%	99.82%
ENSG00000090932.11	91.65%	86.03%	95.65%	90.14%	98.71%	97.08%	95.00%	98.31%	68.27%	89.51%	90.54%	86.79%	91.85%	94.94%	na	89.67%	91.45%	90.84%	83.50%	89.54%	89.44%	na	94.12%	90.53%	92.17%	98.69%	89.65%	85.88%	97.20%	92.27%	92.22%	99.45%	98.70%	98.92%	98.93%
ENSG00000090971.5	96.61%	na	79.61%	79.16%	na	96.64%	na	na	75.09%	96.56%	na	98.97%	79.61%	87.50%	na	na	97.79%	na	na	96.61%	na	75.41%	92.98%	na	na	na	79.36%	72.45%	na	92.97%	99.96%	na	na	na	na
ENSG00000091704.10	na	96.04%	75.37%	77.46%	na	74.07%	79.34%	na	89.51%	92.97%	79.04%	95.31%	76.12%	na	92.26%	na	79.82%	na	na	93.47%	79.12%	94.64%	79.64%	na	98.40%	90.46%	82.64%	79.33%	80.43%	94.99%	75.60%	na	85.57%	77.17%	92.96%
ENSG00000092010.15	95.57%	91.56%	86.81%	98.38%	92.99%	90.77%	95.44%	89.84%	82.98%	92.44%	98.97%	87.07%	92.73%	93.45%	98.43%	98.62%	98.06%	91.35%	90.14%	94.50%	100.00%	90.81%	95.32%	94.42%	95.11%	94.47%	90.53%	98.22%	86.26%	88.29%	94.76%	99.77%	89.03%	83.87%	88.08%
ENSG00000092850.12	98.75%	95.88%	98.34%	100.00%	93.22%	100.00%	100.00%	98.28%	98.81%	90.02%	87.65%	100.00%	93.84%	96.48%	100.00%	95.86%	100.00%	95.85%	100.00%	98.99%	96.13%	98.28%	96.84%	97.70%	95.73%	97.70%	100.00%	96.97%	96.92%	97.00%	96.00%	98.99%	96.95%	100.00%	100.00%
ENSG00000095596.12	94.06%	92.51%	97.25%	99.99%	98.53%	94.52%	96.28%	96.76%	na	93.13%	94.45%	97.32%	93.97%	100.00%	na	92.72%	97.19%	97.25%	94.02%	na	95.70%	na	na	97.98%	na	96.74%	100.00%	92.52%	93.99%	97.27%	92.51%	na	96.74%	94.01%	na
ENSG00000095739.11	na	96.49%	96.35%	na	na	na	96.35%	96.37%	na	na	na	96.36%	na	na	96.34%	100.00%	96.35%	na	96.34%	96.35%	na	95.87%	na	96.37%	96.39%	na	na	99.49%	na	na	99.53%	na	96.34%	99.74%	na
ENSG00000096384.20	93.77%	100.00%	100.00%	99.94%	100.00%	98.24%	94.07%	100.00%	97.54%	100.00%	100.00%	99.86%	96.01%	96.11%	99.97%	99.90%	100.00%	99.94%	99.99%	99.94%	99.91%	99.91%	96.38%	99.87%	97.13%	99.81%	99.87%	100.00%	91.69%	99.92%	95.27%	99.97%	95.69%	99.96%	99.91%
ENSG00000099377.14	99.98%	98.29%	99.94%	94.01%	97.47%	95.16%	95.74%	91.07%	77.70%	98.51%	99.45%	94.30%	99.77%	93.28%	96.01%	99.05%	98.95%	98.96%	86.67%	96.86%	94.07%	96.69%	98.44%	90.13%	99.77%	97.27%	86.79%	93.64%	95.88%	100.00%	97.95%	97.99%	92.77%	93.26%	87.55%
ENSG00000099624.8	na	98.76%	98.40%	na	na	97.53%	98.74%	97.64%	95.00%	95.86%	na	96.34%	na	97.23%	na	na	na	na	na	na	96.11%	94.06%	97.17%	na	98.98%	97.05%	96.64%	na	93.52%	97.63%	na	91.77%	98.74%	na	na
ENSG00000099849.15	95.22%	99.02%	93.85%	99.60%	99.27%	99.13%	94.55%	na	na	99.48%	99.68%	99.73%	99.46%	95.71%	99.60%	99.44%	93.88%	98.72%	98.83%	98.79%	98.94%	na	92.51%	99.49%	94.64%	93.42%	97.15%	99.69%	94.59%	100.00%	na	99.57%	90.06%	94.50%	95.49%
ENSG00000099860.9	99.75%	na	97.74%	na	99.71%	na	na	na	95.39%	99.05%	na	na	na	99.79%	na	na	na	99.70%	na	97.39%	94.52%	na	97.49%	99.63%	97.40%	na	98.92%	na	na	97.46%	97.46%	98.38%	99.72%	94.76%	na
ENSG00000100053.10	98.56%	83.69%	86.71%	86.70%	100.00%	90.65%	99.94%	100.00%	73.09%	94.13%	83.69%	94.02%	86.24%	100.00%	84.90%	94.89%	90.73%	82.89%	94.89%	83.65%	72.75%	93.78%	88.06%	89.30%	83.69%	91.73%	87.56%	95.05%	94.56%	89.02%	90.73%	83.69%	83.65%	100.00%	91.12%
ENSG00000100097.12	99.20%	97.97%	89.75%	98.44%	98.16%	98.92%	na	97.97%	94.23%	98.40%	99.22%	99.54%	98.62%	93.82%	89.75%	90.58%	87.44%	97.30%	98.53%	95.87%	98.44%	98.50%	99.58%	89.75%	98.42%	88.25%	98.99%	99.46%	98.62%	90.37%	98.89%	98.43%	98.92%	89.75%	98.66%
ENSG00000100116.17	90.82%	95.16%	93.05%	93.98%	96.06%	92.16%	90.75%	92.13%	91.19%	91.16%	91.29%	93.76%	84.24%	93.44%	90.37%	95.45%	94.06%	98.68%	96.17%	90.78%	88.01%	95.33%	91.69%	91.93%	96.24%	92.63%	92.03%	93.40%	91.24%	94.32%	88.75%	88.91%	87.89%	93.34%	93.88%
ENSG00000100216.6	99.17%	99.16%	99.17%	98.95%	96.35%	99.17%	99.17%	99.17%	92.02%	100.00%	99.31%	99.31%	100.00%	99.17%	99.17%	100.00%	99.31%	100.00%	100.00%	99.31%	96.60%	98.65%	99.17%	99.31%	98.96%	100.00%	92.69%	99.31%	99.31%	99.31%	100.00%	99.17%	99.17%	99.31%	99.16%
ENSG00000100253.13	95.85%	95.04%	96.53%	97.67%	96.11%	96.08%	98.14%	100.00%	95.83%	95.65%	95.88%	96.09%	95.60%	95.67%	95.69%	95.73%	95.27%	95.85%	97.28%	96.38%	95.69%	93.81%	97.95%	95.56%	95.70%	95.63%	92.84%	95.70%	98.01%	97.43%	100.00%	92.08%	95.94%	95.75%	95.87%
ENSG00000100298.16	92.69%	94.81%	97.78%	96.57%	88.57%	na	97.42%	na	96.36%	95.16%	86.10%	97.42%	97.42%	97.42%	93.92%	na	94.69%	na	78.15%	na	97.42%	96.43%	93.76%	97.42%	97.42%	100.00%	na	94.68%	97.42%	86.61%	89.39%	91.96%	97.42%	na	96.44%
