Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000034510.6	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	100.00%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%	76.57%
ENSG00000037042.9	60.39%	53.83%	na	na	57.65%	na	na	49.80%	na	na	53.11%	53.04%	na	59.84%	69.88%	49.49%	68.25%	49.37%	57.48%	54.83%	49.41%	na	na	57.85%	96.77%	62.81%	51.97%	na	66.07%	55.81%	42.04%	56.85%	na	45.72%	52.04%
ENSG00000037757.14	99.97%	53.93%	37.29%	99.93%	48.19%	56.70%	60.19%	45.94%	91.72%	99.76%	71.74%	99.14%	95.60%	68.34%	31.85%	95.57%	99.67%	99.84%	61.88%	60.08%	48.16%	99.97%	41.23%	99.83%	93.82%	61.26%	70.34%	49.62%	56.98%	96.22%	99.12%	51.89%	54.75%	67.30%	96.77%
ENSG00000039987.7	na	63.36%	58.65%	82.71%	82.66%	50.02%	81.14%	49.91%	na	59.60%	82.71%	54.28%	41.93%	60.50%	na	60.74%	56.16%	na	na	65.38%	82.62%	48.32%	53.93%	62.14%	na	53.92%	55.83%	na	86.86%	43.79%	49.88%	na	na	82.52%	82.62%
ENSG00000041880.15	82.93%	na	42.90%	92.27%	50.13%	87.12%	89.97%	42.04%	96.68%	57.21%	83.81%	47.24%	44.23%	77.20%	74.28%	76.63%	30.85%	80.77%	77.64%	72.34%	88.36%	39.57%	44.91%	48.09%	54.07%	48.59%	82.10%	na	79.01%	82.67%	80.66%	82.56%	90.79%	93.06%	50.10%
ENSG00000043355.12	52.35%	na	50.28%	na	41.81%	48.70%	52.70%	50.75%	na	na	49.28%	na	na	na	na	na	na	na	na	na	na	34.59%	52.00%	na	na	na	na	39.87%	na	51.92%	na	51.86%	50.53%	na	39.96%
ENSG00000044012.4	52.07%	52.07%	52.07%	52.07%	52.07%	52.07%	52.07%	52.07%	100.00%	52.07%	51.99%	52.07%	52.07%	52.07%	52.07%	51.74%	51.99%	52.07%	51.90%	52.07%	52.07%	52.07%	52.07%	51.99%	52.07%	52.07%	52.07%	52.07%	52.07%	52.07%	51.99%	52.07%	52.07%	52.07%	52.07%
ENSG00000048462.11	na	na	57.35%	55.58%	55.72%	99.10%	57.58%	57.52%	76.39%	66.69%	57.46%	na	55.62%	55.72%	55.72%	55.67%	na	71.20%	55.67%	57.31%	63.16%	na	na	na	na	na	55.72%	55.72%	55.29%	56.46%	100.00%	na	57.54%	na	62.68%
ENSG00000048545.18	37.45%	37.39%	43.10%	37.43%	47.44%	37.38%	37.41%	38.40%	53.67%	37.36%	37.39%	37.44%	38.21%	38.40%	38.40%	42.79%	42.92%	52.67%	38.40%	37.45%	47.02%	38.40%	47.74%	47.55%	47.01%	37.35%	35.72%	37.46%	37.43%	38.40%	42.95%	37.44%	38.40%	37.46%	37.46%
ENSG00000053372.5	55.10%	86.63%	93.85%	86.73%	67.07%	98.56%	86.28%	86.25%	96.78%	98.44%	87.03%	89.66%	97.12%	98.61%	98.29%	86.49%	87.08%	98.22%	86.73%	na	87.05%	86.78%	98.56%	88.57%	87.17%	97.12%	83.79%	86.96%	86.78%	85.76%	86.76%	86.68%	98.61%	86.78%	91.49%
ENSG00000053438.11	57.95%	na	99.94%	99.84%	100.00%	na	na	100.00%	na	54.37%	96.47%	na	86.29%	100.00%	77.11%	74.40%	68.60%	na	99.51%	na	na	na	99.59%	na	na	na	99.95%	79.98%	na	na	na	92.31%	99.51%	85.19%	na
ENSG00000053501.14	75.26%	78.31%	61.94%	64.75%	68.86%	71.44%	78.92%	69.02%	95.86%	49.79%	56.84%	74.23%	97.61%	54.88%	83.18%	55.06%	72.33%	57.67%	94.87%	80.88%	60.24%	56.10%	70.58%	97.33%	55.32%	73.30%	74.20%	43.64%	57.12%	54.94%	60.23%	75.91%	55.70%	71.22%	96.25%
ENSG00000054148.18	96.24%	83.85%	56.05%	99.48%	56.63%	55.93%	59.40%	na	96.75%	82.71%	99.50%	53.00%	na	97.05%	na	55.85%	46.33%	77.96%	59.48%	na	59.00%	99.70%	53.20%	na	92.25%	48.49%	87.14%	61.14%	na	na	76.76%	48.40%	99.58%	92.92%	99.62%
ENSG00000057757.10	52.35%	85.97%	68.37%	63.75%	71.49%	71.27%	64.06%	55.49%	88.90%	51.13%	92.85%	60.19%	92.65%	89.03%	62.69%	56.48%	56.46%	48.89%	63.70%	41.69%	61.10%	68.50%	45.94%	67.99%	61.97%	68.45%	56.45%	68.37%	71.49%	72.32%	66.83%	59.20%	71.36%	58.05%	55.50%
ENSG00000060491.17	36.00%	30.32%	31.95%	38.29%	31.31%	31.33%	33.62%	24.13%	99.98%	28.83%	20.93%	27.01%	29.34%	26.57%	25.16%	25.66%	60.21%	52.14%	29.86%	37.11%	52.28%	31.74%	47.64%	31.02%	32.14%	21.02%	24.27%	33.07%	24.13%	30.44%	28.43%	25.38%	29.78%	29.60%	41.95%
ENSG00000061492.12	54.19%	36.93%	89.54%	94.68%	33.70%	96.45%	89.54%	94.21%	58.95%	94.77%	64.39%	89.48%	94.06%	89.54%	94.74%	66.87%	94.68%	89.48%	94.68%	60.09%	57.46%	55.47%	81.12%	54.39%	94.65%	89.54%	89.36%	81.63%	89.54%	36.91%	57.46%	88.54%	94.65%	56.68%	61.38%
ENSG00000061656.11	57.11%	79.58%	78.19%	44.31%	70.33%	86.82%	71.48%	53.30%	88.10%	71.47%	80.29%	75.50%	62.82%	86.21%	64.80%	76.48%	65.21%	66.64%	48.54%	88.70%	87.60%	79.47%	79.91%	77.29%	85.41%	92.33%	93.06%	43.77%	46.97%	93.66%	62.41%	74.60%	69.92%	60.15%	71.08%
ENSG00000063322.15	99.89%	72.51%	59.79%	42.06%	98.70%	66.96%	50.43%	99.97%	97.10%	99.39%	49.91%	64.36%	99.91%	99.92%	98.16%	60.66%	99.75%	99.44%	99.98%	100.00%	99.91%	99.97%	99.97%	99.97%	67.08%	100.00%	99.01%	99.97%	100.00%	41.91%	69.91%	99.92%	55.20%	77.26%	99.97%
ENSG00000065518.8	51.76%	na	76.47%	55.15%	52.64%	na	na	na	na	na	na	na	52.64%	na	51.81%	na	99.65%	na	na	52.77%	na	na	na	na	na	na	na	51.82%	97.97%	na	51.36%	na	51.82%	53.39%	na
ENSG00000066379.15	85.25%	53.96%	42.17%	na	na	na	46.64%	na	71.94%	na	46.60%	37.21%	52.85%	83.61%	na	70.90%	na	85.25%	na	44.46%	35.20%	87.73%	25.82%	57.28%	63.74%	55.31%	64.80%	83.56%	54.05%	63.63%	66.49%	63.43%	70.16%	50.79%	59.31%
ENSG00000068079.8	60.41%	93.88%	81.10%	na	93.69%	na	89.23%	93.80%	85.59%	91.87%	62.39%	93.18%	66.92%	50.12%	61.31%	66.08%	na	na	78.41%	na	45.92%	77.64%	90.32%	57.49%	90.11%	49.85%	89.62%	92.83%	88.45%	46.68%	82.73%	66.45%	92.58%	63.58%	64.99%
ENSG00000069482.7	na	na	na	68.91%	79.67%	70.73%	na	70.73%	na	na	na	85.51%	na	68.91%	na	na	79.67%	na	na	na	75.22%	74.47%	na	na	85.51%	na	74.47%	na	68.96%	74.17%	84.78%	68.96%	na	na	na
ENSG00000069696.7	50.89%	34.90%	34.18%	34.23%	34.23%	34.25%	34.23%	100.00%	99.43%	99.57%	34.01%	34.23%	100.00%	100.00%	43.17%	52.89%	34.18%	34.20%	99.93%	34.67%	55.29%	55.29%	35.70%	34.06%	99.79%	43.22%	53.04%	53.04%	34.23%	34.25%	48.28%	34.25%	55.29%	50.86%	34.18%
ENSG00000070388.12	na	na	na	na	55.69%	na	na	61.86%	99.24%	63.54%	na	69.29%	69.46%	na	na	61.87%	63.37%	61.81%	63.56%	83.27%	61.24%	60.79%	na	na	na	61.89%	na	na	63.61%	63.43%	63.61%	61.23%	na	63.62%	89.98%
ENSG00000070404.10	24.47%	48.40%	50.61%	39.10%	48.86%	48.81%	57.12%	na	67.59%	43.95%	48.38%	na	46.89%	43.95%	na	79.16%	58.43%	na	56.04%	na	na	na	na	49.94%	48.81%	52.19%	na	49.15%	41.61%	na	na	41.07%	na	na	59.06%
ENSG00000071859.15	na	47.69%	43.50%	na	60.81%	47.15%	75.65%	58.07%	97.04%	95.97%	46.84%	na	42.14%	82.06%	na	52.88%	77.71%	na	95.29%	52.51%	79.22%	67.05%	52.11%	92.56%	46.38%	42.94%	na	42.39%	75.94%	na	43.81%	na	48.77%	67.70%	42.92%
ENSG00000073067.14	45.00%	68.71%	55.39%	45.46%	63.01%	69.33%	53.59%	69.29%	na	56.00%	53.51%	na	na	51.03%	93.00%	53.81%	54.72%	52.35%	50.64%	47.94%	65.36%	63.20%	68.51%	na	91.55%	89.41%	64.56%	47.95%	47.91%	45.07%	na	84.14%	72.54%	57.66%	89.34%
ENSG00000073150.14	100.00%	35.78%	50.41%	36.21%	99.97%	44.19%	49.18%	36.33%	77.43%	44.19%	34.94%	49.10%	35.31%	45.80%	56.89%	49.18%	61.03%	99.93%	50.36%	50.39%	44.37%	46.59%	30.98%	48.20%	100.00%	33.92%	54.43%	100.00%	99.97%	50.46%	48.98%	35.29%	99.77%	100.00%	51.79%
ENSG00000073598.6	28.92%	50.55%	28.86%	28.92%	28.88%	28.88%	28.92%	28.92%	83.10%	50.92%	28.92%	50.92%	28.92%	28.92%	28.92%	50.85%	50.85%	28.88%	28.92%	28.92%	28.88%	28.92%	28.86%	28.83%	28.86%	50.89%	28.92%	28.92%	28.92%	50.59%	28.88%	28.86%	28.92%	28.92%	28.92%
ENSG00000077009.14	42.77%	86.90%	99.25%	99.43%	98.86%	48.00%	99.81%	100.00%	99.53%	84.88%	99.24%	61.87%	42.76%	99.27%	56.08%	57.35%	46.24%	48.70%	99.27%	80.96%	46.67%	99.91%	98.73%	84.37%	99.66%	100.00%	52.23%	99.81%	99.52%	98.60%	52.09%	52.80%	50.77%	58.83%	46.77%
ENSG00000078401.7	44.84%	44.28%	40.63%	50.61%	40.68%	40.68%	50.61%	44.35%	69.58%	50.47%	44.84%	50.61%	40.68%	40.68%	50.61%	44.24%	44.28%	44.82%	40.65%	44.35%	44.35%	50.61%	40.27%	50.59%	40.68%	40.63%	40.68%	50.59%	40.68%	40.65%	40.60%	50.61%	40.68%	44.84%	40.68%
ENSG00000078804.13	42.89%	56.19%	57.68%	99.96%	57.24%	63.01%	100.00%	57.59%	97.45%	56.71%	41.95%	40.86%	42.29%	62.79%	64.80%	42.28%	42.20%	68.10%	57.20%	57.00%	57.59%	100.00%	49.02%	68.79%	49.91%	64.34%	66.14%	57.21%	69.29%	48.69%	71.41%	62.68%	60.79%	56.91%	56.79%
ENSG00000080511.5	100.00%	na	46.23%	47.05%	52.97%	na	48.82%	47.58%	99.71%	37.31%	54.28%	44.34%	50.89%	53.21%	48.01%	38.64%	99.47%	99.88%	53.06%	48.49%	na	na	48.61%	38.33%	47.16%	48.81%	48.00%	na	na	na	45.29%	43.32%	na	46.54%	51.23%
ENSG00000081721.12	56.54%	73.49%	70.88%	58.01%	60.25%	88.58%	68.29%	62.57%	89.85%	na	99.73%	100.00%	80.72%	na	66.57%	69.18%	55.52%	66.34%	60.14%	na	71.57%	46.19%	na	53.32%	88.18%	58.39%	na	75.79%	71.65%	69.22%	42.23%	66.25%	69.23%	64.82%	na
ENSG00000083812.13	48.82%	99.99%	56.60%	99.94%	66.50%	na	37.56%	na	99.77%	na	52.20%	na	41.75%	42.68%	44.11%	53.89%	50.97%	99.94%	52.25%	31.63%	37.56%	40.94%	na	na	na	56.16%	48.82%	na	99.99%	99.98%	60.50%	100.00%	40.94%	60.94%	na
ENSG00000083838.17	65.55%	66.06%	87.43%	95.44%	43.57%	94.56%	na	33.67%	73.34%	71.07%	65.82%	75.02%	60.14%	38.45%	95.62%	52.30%	83.55%	39.52%	na	42.74%	90.06%	42.57%	62.11%	42.74%	36.75%	na	45.72%	96.18%	na	64.21%	62.78%	58.48%	32.72%	53.54%	na
ENSG00000083845.9	90.31%	71.69%	68.90%	na	60.12%	na	73.45%	67.78%	65.61%	41.27%	65.54%	71.72%	na	58.07%	79.37%	43.16%	na	63.41%	79.41%	78.78%	53.87%	88.85%	54.59%	82.92%	77.35%	87.88%	66.43%	59.14%	78.15%	63.79%	72.57%	70.71%	77.10%	45.63%	51.11%
ENSG00000084207.18	na	58.21%	67.27%	48.06%	49.70%	71.09%	88.06%	58.01%	44.59%	66.50%	55.35%	86.47%	83.70%	83.81%	77.07%	51.85%	43.98%	90.02%	61.47%	na	82.67%	49.07%	73.56%	90.02%	53.27%	48.91%	62.74%	na	95.11%	68.29%	84.26%	54.75%	53.42%	55.63%	na
ENSG00000086159.14	53.29%	29.47%	na	46.68%	47.18%	50.24%	52.43%	36.89%	70.74%	41.42%	55.72%	50.96%	93.75%	50.16%	43.49%	41.48%	44.90%	45.69%	38.67%	50.06%	48.80%	na	na	44.83%	na	na	na	91.71%	49.23%	54.19%	na	91.69%	99.55%	55.97%	53.88%
ENSG00000086506.3	52.37%	52.37%	52.37%	52.37%	52.37%	52.37%	52.37%	52.37%	99.62%	52.18%	52.37%	52.37%	52.37%	52.37%	52.37%	52.27%	52.37%	52.27%	52.37%	52.37%	52.37%	52.37%	52.18%	52.37%	52.37%	52.37%	52.37%	52.37%	52.37%	52.37%	52.37%	52.37%	52.37%	52.37%	52.37%
ENSG00000087074.9	59.80%	44.57%	na	na	na	na	na	38.72%	91.16%	59.03%	na	100.00%	99.98%	46.92%	na	na	74.26%	99.89%	na	na	41.52%	89.96%	99.88%	na	90.05%	na	43.26%	65.31%	90.04%	47.96%	na	89.08%	na	na	90.13%
ENSG00000087077.14	48.74%	58.26%	83.89%	78.89%	88.06%	84.59%	73.59%	79.86%	81.66%	83.67%	89.00%	80.83%	60.57%	61.15%	61.15%	87.77%	49.44%	59.26%	56.66%	38.90%	84.95%	70.62%	93.52%	86.29%	na	82.05%	90.24%	85.65%	89.05%	na	56.43%	84.47%	86.85%	86.56%	64.09%
ENSG00000087086.15	51.44%	51.32%	38.89%	38.86%	39.01%	39.01%	51.44%	39.01%	82.61%	51.44%	39.01%	38.95%	51.44%	39.01%	39.01%	38.72%	38.81%	51.44%	39.01%	39.01%	51.44%	39.01%	38.83%	38.95%	51.44%	38.95%	39.01%	51.44%	39.01%	39.01%	51.44%	38.86%	39.01%	39.01%	51.44%
ENSG00000087250.9	55.21%	55.19%	72.68%	94.24%	na	na	86.74%	na	92.65%	94.53%	94.63%	94.14%	55.30%	94.34%	94.63%	92.98%	92.98%	na	70.84%	55.20%	na	94.34%	82.87%	94.05%	93.56%	83.08%	53.00%	94.63%	53.98%	58.40%	na	86.80%	na	54.58%	94.63%
ENSG00000087510.7	na	20.78%	na	na	46.03%	na	42.00%	na	69.44%	47.96%	na	37.61%	35.88%	na	na	na	na	na	42.05%	44.82%	na	na	37.18%	44.06%	na	38.76%	na	42.03%	42.05%	na	na	na	na	na	46.06%
ENSG00000088320.4	29.01%	50.57%	43.96%	43.93%	28.99%	43.99%	43.99%	29.02%	90.84%	29.01%	50.75%	29.01%	43.99%	29.01%	29.01%	29.01%	50.57%	50.72%	50.72%	29.01%	43.99%	50.75%	50.63%	32.45%	50.75%	29.01%	29.01%	50.75%	50.75%	32.42%	29.00%	29.01%	29.01%	29.01%	32.47%
ENSG00000089220.5	45.04%	44.93%	57.19%	57.14%	45.04%	44.97%	57.14%	57.09%	87.77%	57.14%	57.19%	57.14%	45.00%	57.19%	45.04%	56.95%	57.09%	45.04%	57.44%	na	45.04%	57.19%	56.65%	57.05%	56.07%	57.05%	45.04%	36.50%	57.16%	100.00%	57.19%	45.00%	57.05%	57.16%	57.19%
ENSG00000089692.9	48.39%	55.26%	35.27%	44.71%	48.28%	55.76%	33.49%	29.94%	na	81.99%	49.15%	36.24%	na	89.61%	na	na	na	37.52%	81.44%	na	38.76%	42.49%	na	81.54%	52.97%	78.03%	48.65%	89.07%	46.37%	na	42.93%	na	na	91.17%	57.68%
ENSG00000090104.12	na	na	na	na	na	95.17%	na	90.55%	na	na	na	68.01%	na	na	88.95%	67.84%	63.31%	76.71%	na	71.93%	na	95.19%	na	90.72%	na	72.71%	na	90.50%	70.36%	na	69.29%	84.65%	na	na	96.51%
ENSG00000090382.7	65.82%	89.99%	72.91%	57.33%	62.03%	na	66.35%	62.03%	100.00%	64.65%	na	na	74.84%	57.35%	62.08%	na	60.17%	93.05%	na	57.33%	na	58.64%	56.51%	67.52%	57.27%	57.70%	57.07%	94.73%	na	61.98%	na	57.37%	na	90.70%	94.73%
ENSG00000090932.11	42.59%	62.32%	54.53%	45.16%	45.16%	54.77%	59.50%	35.33%	72.16%	56.20%	45.93%	39.13%	39.52%	55.61%	na	84.12%	38.04%	42.55%	74.20%	56.39%	65.12%	na	38.17%	42.95%	65.80%	50.60%	65.03%	62.66%	39.57%	35.64%	52.70%	58.78%	55.46%	48.16%	48.28%
ENSG00000090971.5	61.81%	na	97.03%	97.06%	na	61.43%	na	na	95.99%	61.43%	na	52.09%	97.03%	87.26%	na	na	76.84%	na	na	61.43%	na	96.46%	91.54%	na	na	na	93.00%	95.33%	na	91.62%	60.97%	na	na	na	na
ENSG00000091704.10	na	42.95%	75.38%	74.88%	na	78.88%	85.30%	na	43.61%	49.51%	78.49%	39.11%	76.40%	na	62.89%	na	71.17%	na	na	72.58%	80.41%	77.19%	82.24%	na	61.56%	48.64%	77.63%	87.69%	80.41%	50.81%	78.11%	na	76.45%	77.63%	61.30%
ENSG00000092010.15	57.71%	97.04%	95.73%	58.04%	94.60%	97.37%	99.49%	96.94%	91.48%	99.24%	81.40%	81.19%	97.80%	47.91%	85.26%	99.34%	99.89%	98.86%	96.74%	99.43%	68.01%	96.06%	96.44%	64.55%	99.34%	87.36%	97.39%	90.41%	94.14%	88.71%	59.31%	85.85%	96.39%	93.40%	95.18%
ENSG00000092850.12	63.76%	55.30%	95.08%	99.88%	45.39%	59.08%	81.36%	95.08%	87.98%	48.95%	36.58%	69.06%	65.34%	66.88%	69.06%	56.15%	61.95%	68.49%	69.06%	67.09%	53.10%	94.99%	57.88%	93.42%	68.70%	55.09%	100.00%	64.95%	95.94%	65.59%	52.72%	67.10%	52.11%	99.77%	99.94%
ENSG00000095596.12	64.13%	76.97%	63.78%	73.25%	47.55%	54.40%	51.99%	58.36%	na	45.41%	41.79%	44.69%	79.48%	86.57%	na	76.62%	42.32%	81.60%	80.89%	na	84.17%	na	na	42.84%	na	73.18%	46.77%	77.02%	79.47%	77.75%	76.91%	na	74.01%	47.60%	na
ENSG00000095739.11	na	53.55%	53.62%	na	na	na	53.62%	53.63%	na	na	na	53.59%	na	na	53.64%	45.71%	53.62%	na	53.64%	53.62%	na	58.05%	na	53.63%	53.58%	na	na	99.94%	na	na	98.76%	na	53.64%	46.58%	na
ENSG00000096384.20	32.06%	100.00%	99.02%	77.33%	99.89%	51.13%	32.65%	54.94%	95.48%	99.89%	48.27%	99.77%	35.26%	48.62%	69.53%	99.66%	77.42%	69.89%	69.68%	69.30%	99.92%	99.94%	33.48%	99.73%	38.87%	100.00%	99.95%	77.47%	66.76%	99.41%	49.30%	99.87%	26.90%	99.91%	100.00%
ENSG00000099377.14	100.00%	95.81%	47.23%	55.40%	98.95%	70.31%	41.62%	50.85%	64.98%	66.82%	49.79%	51.53%	99.95%	45.28%	65.10%	59.51%	48.58%	60.19%	55.37%	41.62%	52.56%	60.11%	41.79%	58.98%	56.54%	59.63%	55.73%	41.19%	51.64%	99.88%	70.91%	86.07%	38.64%	45.28%	55.08%
ENSG00000099624.8	na	83.80%	83.10%	na	na	68.09%	83.47%	51.70%	98.59%	80.00%	na	75.88%	na	63.90%	na	na	na	na	na	na	83.13%	39.63%	48.24%	na	78.84%	73.93%	81.85%	na	98.43%	52.40%	na	39.60%	83.73%	na	na
ENSG00000099849.15	47.31%	82.42%	40.37%	71.16%	72.80%	50.36%	43.01%	na	na	93.30%	83.09%	54.05%	49.13%	67.91%	61.25%	73.07%	84.66%	74.59%	52.35%	93.85%	81.78%	na	53.05%	93.25%	41.55%	95.22%	41.42%	92.52%	96.14%	90.16%	na	59.31%	46.73%	94.09%	94.97%
ENSG00000099860.9	99.98%	na	61.67%	na	99.98%	na	na	na	70.15%	89.97%	na	na	na	50.81%	na	na	na	99.89%	na	62.93%	37.00%	na	50.54%	69.91%	58.36%	na	70.44%	na	na	62.78%	58.12%	68.35%	78.51%	58.53%	na
ENSG00000100053.10	91.40%	69.05%	38.84%	45.22%	98.71%	38.98%	88.85%	89.75%	93.45%	57.86%	69.05%	36.07%	43.28%	63.78%	71.26%	84.83%	38.96%	46.35%	84.83%	69.18%	48.63%	34.00%	41.53%	39.92%	69.05%	42.35%	63.28%	46.54%	51.21%	57.37%	38.96%	69.05%	69.18%	99.77%	74.10%
ENSG00000100097.12	97.99%	73.85%	42.12%	56.82%	100.00%	58.03%	na	70.42%	99.29%	99.81%	98.27%	50.15%	99.85%	100.00%	42.65%	44.77%	45.17%	42.17%	95.78%	44.63%	56.82%	95.86%	59.93%	43.11%	100.00%	46.96%	97.25%	97.51%	99.95%	44.49%	70.58%	52.87%	99.39%	42.12%	99.95%
ENSG00000100116.17	56.27%	42.77%	77.40%	90.19%	69.75%	52.89%	92.97%	66.20%	87.47%	91.60%	90.80%	88.55%	47.37%	49.72%	92.01%	67.10%	85.98%	99.64%	87.06%	57.13%	59.05%	53.47%	57.34%	93.21%	66.57%	47.48%	48.77%	95.72%	79.90%	56.43%	66.20%	84.78%	81.22%	95.84%	50.43%
ENSG00000100216.6	54.01%	53.15%	53.89%	63.28%	96.36%	54.01%	54.01%	53.96%	84.00%	56.10%	53.69%	53.62%	100.00%	54.01%	54.01%	55.96%	53.60%	49.06%	50.62%	53.69%	96.58%	58.99%	53.38%	53.66%	63.43%	56.00%	93.06%	53.61%	53.63%	53.05%	48.80%	53.72%	54.01%	53.66%	53.46%
ENSG00000100253.13	59.37%	55.73%	100.00%	62.11%	54.50%	100.00%	63.12%	71.87%	100.00%	99.23%	69.78%	54.35%	99.53%	100.00%	100.00%	99.82%	75.42%	100.00%	92.54%	60.79%	100.00%	55.34%	92.28%	100.00%	100.00%	100.00%	56.26%	99.94%	63.26%	73.02%	76.44%	49.74%	100.00%	72.68%	70.00%
ENSG00000100298.16	84.28%	75.81%	35.72%	100.00%	64.21%	na	100.00%	na	99.36%	57.86%	79.41%	100.00%	99.70%	100.00%	60.58%	na	87.92%	na	58.83%	na	100.00%	100.00%	82.32%	74.04%	100.00%	100.00%	na	49.53%	100.00%	70.77%	38.56%	68.48%	99.89%	na	36.30%
